지역코드,연월,NPS_가입자수,NPS_고지금액합계,NPS_사업장수,NPS_1인당고지금액,NPS_고용증감,시도,연도,월
42720,2020-11,9554,2388459540,758,249995.76512455515,264,강원,2020,11
42730,2020-11,7858,1896516640,543,241348.51616187324,-33,강원,2020,11
42750,2020-11,4774,1191391120,460,249558.25722664432,114,강원,2020,11
42760,2020-11,6093,1481740800,540,243187.39537173806,46,강원,2020,11
42770,2020-11,9372,2822609560,481,301174.72897994024,103,강원,2020,11
42780,2020-11,4352,970999140,453,223115.6112132353,60,강원,2020,11
42790,2020-11,2527,551905000,364,218403.2449544915,46,강원,2020,11
42800,2020-11,2288,489171900,301,213798.90734265733,66,강원,2020,11
42810,2020-11,3682,820498520,504,222840.44541010322,95,강원,2020,11
42820,2020-11,5203,1270042840,427,244098.18181818182,271,강원,2020,11
42830,2020-11,2844,650177100,359,228613.6075949367,80,강원,2020,11
43111,2020-11,16483,3855492720,1387,233907.22077291756,1090,충북,2020,11
43112,2020-11,19926,4655833160,1641,233656.1858877848,73,충북,2020,11
43113,2020-11,60573,17467420780,2789,288369.74856784375,393,충북,2020,11
43114,2020-11,36283,9667587460,2281,266449.5069316209,238,충북,2020,11
43130,2020-11,35070,8749178340,2003,249477.56886227545,801,충북,2020,11
43150,2020-11,15216,3633740480,1276,238810.49421661408,348,충북,2020,11
43710,2020-11,39,8979980,2,230255.89743589744,1,충북,2020,11
43720,2020-11,5756,1582955360,454,275009.61779013206,60,충북,2020,11
43730,2020-11,8565,1998006960,643,233275.76882661995,725,충북,2020,11
43740,2020-11,4779,1151708380,550,240993.59280184138,23,충북,2020,11
43745,2020-11,4709,1278457860,303,271492.4315141219,56,충북,2020,11
43750,2020-11,31161,9035375740,1411,289957.82356150314,-25,충북,2020,11
43760,2020-11,6575,1643017180,593,249888.54448669203,50,충북,2020,11
43770,2020-11,43953,12583351860,2277,286291.0804723227,361,충북,2020,11
43800,2020-11,3968,961737060,435,242373.25100806452,10,충북,2020,11
44131,2020-11,40899,11127879440,2492,272081.9443018167,188,충남,2020,11
44133,2020-11,79956,22834700560,3679,285590.8319575767,850,충남,2020,11
44150,2020-11,23865,6626028460,1225,277646.27948879113,424,충남,2020,11
44180,2020-11,15470,4393995160,1003,284033.3005817712,350,충남,2020,11
44200,2020-11,78306,23421991740,3679,299108.51965366636,46,충남,2020,11
44210,2020-11,36547,12172261000,1621,333057.7338769256,2021,충남,2020,11
44230,2020-11,15932,3925325700,1174,246379.97112729098,2,충남,2020,11
44250,2020-11,4256,970892760,323,228123.29887218046,102,충남,2020,11
44270,2020-11,42468,13922604740,1950,327837.54214938305,523,충남,2020,11
44710,2020-11,12989,3303962700,837,254366.20986988992,-9,충남,2020,11
44760,2020-11,7064,1752664640,624,248112.20838052095,-112,충남,2020,11
44770,2020-11,7573,2020485840,584,266801.2465337383,188,충남,2020,11
44790,2020-11,4114,1013603900,371,246379.1686922703,48,충남,2020,11
44800,2020-11,12279,3133653700,943,255204.30816841763,252,충남,2020,11
44810,2020-11,13891,3732727040,876,268715.50212367723,152,충남,2020,11
44825,2020-11,9219,2754395560,623,298773.7889141989,165,충남,2020,11
45111,2020-11,31555,7089900020,2399,224683.88591348438,60,전북,2020,11
45113,2020-11,45048,12076424540,2784,268079.03880305454,362,전북,2020,11
45130,2020-11,37637,10016528440,2540,266135.1446714669,-468,전북,2020,11
45140,2020-11,37323,9194539040,2331,246350.48200841303,93,전북,2020,11
45180,2020-11,13308,3134241520,1083,235515.593627893,334,전북,2020,11
45190,2020-11,9519,2073084880,905,217783.8932660994,38,전북,2020,11
45210,2020-11,14325,3553952460,1135,248094.41256544503,144,전북,2020,11
45710,2020-11,24708,6609394480,1391,267500.1813177918,202,전북,2020,11
45720,2020-11,3192,707274860,359,221577.33709273182,-18,전북,2020,11
45730,2020-11,3156,700150460,377,221847.4207858048,-20,전북,2020,11
45740,2020-11,2519,532628760,336,211444.52560539896,69,전북,2020,11
45750,2020-11,3603,808388080,370,224365.2733832917,50,전북,2020,11
45770,2020-11,3150,712846700,360,226300.53968253967,74,전북,2020,11
45790,2020-11,5418,1248031560,573,230349.12513842745,93,전북,2020,11
45800,2020-11,5351,1261700740,517,235787.8415249486,198,전북,2020,11
46110,2020-11,19437,4146182920,1615,213313.93322014716,132,전남,2020,11
46130,2020-11,56985,18075682300,3072,317200.7072036501,4429,전남,2020,11
46150,2020-11,26279,6322762380,2223,240601.33110087903,208,전남,2020,11
46170,2020-11,71292,24403493860,1685,342303.3981372384,328,전남,2020,11
46230,2020-11,29049,8638128440,1762,297364.05521704705,577,전남,2020,11
46710,2020-11,8899,2084016380,885,234185.45679289807,89,전남,2020,11
46720,2020-11,3648,814235580,374,223200.5427631579,34,전남,2020,11
46730,2020-11,2878,616151960,299,214090.32661570536,81,전남,2020,11
46770,2020-11,5732,1288726580,636,224830.17794836007,90,전남,2020,11
46780,2020-11,4349,984995300,506,226487.76730282823,85,전남,2020,11
46790,2020-11,11197,2870770540,928,256387.47343038314,121,전남,2020,11
46800,2020-11,4289,950391440,452,221588.1184425274,92,전남,2020,11
46810,2020-11,3915,907340900,395,231760.1277139208,131,전남,2020,11
46820,2020-11,7638,1866713240,711,244398.17229641267,37,전남,2020,11
46830,2020-11,19915,5463797720,1167,274355.8985689179,285,전남,2020,11
46840,2020-11,10406,2366340160,959,227401.51451085912,161,전남,2020,11
46860,2020-11,4376,1043242360,471,238400.90493601462,85,전남,2020,11
46870,2020-11,6585,1542529380,714,234248.95671981777,133,전남,2020,11
46880,2020-11,9781,2363102980,951,241601.3679582865,31,전남,2020,11
46890,2020-11,4390,957447360,537,218097.3485193622,18,전남,2020,11
46900,2020-11,2787,633371500,313,227259.23932543953,89,전남,2020,11
46910,2020-11,3995,896274760,453,224349.12640801002,79,전남,2020,11
47111,2020-11,75052,26800145540,2308,357087.6930661408,970,경북,2020,11
47113,2020-11,19126,4704439500,1472,245970.90348217086,264,경북,2020,11
47130,2020-11,57741,18331353080,2716,317475.50406123896,343,경북,2020,11
47150,2020-11,32859,10039704620,1257,305538.9579719407,127,경북,2020,11
47170,2020-11,19516,4588740440,1491,235127.09776593564,382,경북,2020,11
47190,2020-11,71589,21054049860,3482,294096.15806897706,429,경북,2020,11
47210,2020-11,11001,2797186820,830,254266.59576402145,174,경북,2020,11
47230,2020-11,19221,5236504760,1341,272436.6453358306,214,경북,2020,11
47250,2020-11,9404,2211334740,862,235148.313483624,39,경북,2020,11
47280,2020-11,7088,1636135420,612,230831.7466139955,20,경북,2020,11
47290,2020-11,45061,12010268000,2432,266533.543418921,534,경북,2020,11
47720,2020-11,3462,815624240,361,235593.3679953784,70,경북,2020,11
47730,2020-11,5027,1114081820,583,221619.61806246272,52,경북,2020,11
47750,2020-11,2375,515257040,331,216950.33263157896,46,경북,2020,11
47760,2020-11,1725,366416340,209,212415.2695652174,53,경북,2020,11
47770,2020-11,3512,818504080,374,233059.24829157174,70,경북,2020,11
47820,2020-11,4500,1069298660,414,237621.92444444445,158,경북,2020,11
47830,2020-11,6407,1652566940,575,257931.47182768845,39,경북,2020,11
47840,2020-11,9044,2253534220,869,249174.50464396283,46,경북,2020,11
47850,2020-11,22389,5689542180,1688,254122.2109071419,160,경북,2020,11
47900,2020-11,4265,953709980,464,223613.12543962486,46,경북,2020,11
47920,2020-11,2926,647015240,410,221126.19275461382,17,경북,2020,11
47930,2020-11,5697,1376898900,571,241688.4149552396,46,경북,2020,11
47940,2020-11,1022,234946860,126,229889.29549902154,-23,경북,2020,11
48121,2020-11,43720,11353181720,2605,259679.36230558096,287,경남,2020,11
48123,2020-11,70647,24496387920,1922,346743.4982377171,-251,경남,2020,11
48125,2020-11,14756,3658130580,984,247908.0089455137,52,경남,2020,11
48127,2020-11,20428,5356747260,1146,262225.732328177,37,경남,2020,11
48129,2020-11,14054,3700578180,956,263311.3832360894,193,경남,2020,11
48170,2020-11,54183,15265387820,2339,281737.5896498902,54,경남,2020,11
48220,2020-11,8389,1942400420,778,231541.35415424962,120,경남,2020,11
48240,2020-11,21211,6561053080,975,309323.13799443684,137,경남,2020,11
48250,2020-11,83767,22162757320,5610,264576.2331228288,439,경남,2020,11
48270,2020-11,13403,3354626780,991,250289.2471834664,255,경남,2020,11
48310,2020-11,49977,15871147000,1448,317569.021750005,-110,경남,2020,11
48330,2020-11,56116,16013138160,2834,285357.79741963075,569,경남,2020,11
48720,2020-11,3862,983528520,388,254668.18228896946,-13,경남,2020,11
48730,2020-11,17079,4784864360,1230,280160.6862228468,-43,경남,2020,11
48740,2020-11,9022,2540833440,647,281626.406561738,103,경남,2020,11
48820,2020-11,10193,2884358120,681,282974.40596487786,62,경남,2020,11
48840,2020-11,3685,841912960,347,228470.27408412483,59,경남,2020,11
48850,2020-11,4838,1168025160,466,241427.2757337743,79,경남,2020,11
48860,2020-11,4560,1028720460,480,225596.59210526315,49,경남,2020,11
48870,2020-11,4405,994292760,512,225719.12826333713,111,경남,2020,11
48880,2020-11,5979,1374061880,604,229814.6646596421,35,경남,2020,11
48890,2020-11,4535,1051083720,516,231771.49283351708,174,경남,2020,11
50110,2020-11,72795,17773088860,5504,244152.60471186208,1264,제주,2020,11
50130,2020-11,22997,5724126860,1841,248907.54707135714,190,제주,2020,11
11110,2021-10,207775,69322564580,4855,333642.47180844663,2181,서울,2021,10
11140,2021-10,403747,136828682940,6501,338897.08887001016,2883,서울,2021,10
11170,2021-10,120944,35994613880,3941,297613.886426776,1081,서울,2021,10
11200,2021-10,160825,45022585700,6311,279947.6803979481,958,서울,2021,10
11215,2021-10,42988,10885363600,2550,253218.65636921933,270,서울,2021,10
11230,2021-10,46423,12109887380,2605,260859.646726838,468,서울,2021,10
11260,2021-10,22900,6020008480,1636,262882.46637554583,447,서울,2021,10
11290,2021-10,32763,7663260280,1918,233899.83456948388,1418,서울,2021,10
11305,2021-10,12429,2954872820,1041,237740.18987850993,95,서울,2021,10
11320,2021-10,14476,3397370140,1154,234689.84111633047,34,서울,2021,10
11350,2021-10,28953,6811491500,1919,235260.30117777086,341,서울,2021,10
11380,2021-10,22822,5542895680,1716,242875.10647620718,555,서울,2021,10
11410,2021-10,47246,13653339980,1851,288984.0405536977,1505,서울,2021,10
11440,2021-10,164584,46699308100,7532,283741.4821610849,-612,서울,2021,10
11470,2021-10,35889,9517743900,2001,265199.47337624343,1165,서울,2021,10
11500,2021-10,176814,53240452120,6257,301109.93541235424,-1888,서울,2021,10
11530,2021-10,110270,30508876860,6016,276674.31631450076,-179,서울,2021,10
11545,2021-10,150015,41981235900,8505,279846.9213078692,234,서울,2021,10
11560,2021-10,417783,143320351700,8776,343049.74520265305,105,서울,2021,10
11590,2021-10,37917,10597696640,1638,279497.23448585067,1386,서울,2021,10
11620,2021-10,30889,7524104760,1863,243585.24911780894,521,서울,2021,10
11650,2021-10,368097,122310649040,12068,332278.3099020095,2010,서울,2021,10
11680,2021-10,630982,192907196220,22654,305725.35543010733,2350,서울,2021,10
11710,2021-10,252412,74437019380,9442,294902.85477711045,1343,서울,2021,10
11740,2021-10,61995,19017476300,2577,306758.22727639327,446,서울,2021,10
26110,2021-10,20818,6527164520,1319,313534.6584686329,-66,부산,2021,10
26140,2021-10,13164,3284482280,864,249504.88301428137,151,부산,2021,10
26170,2021-10,21970,6388502000,1343,290782.9767865271,435,부산,2021,10
26200,2021-10,14817,4132029460,865,278870.8550988729,131,부산,2021,10
26230,2021-10,39023,10487315900,2418,268747.0440509443,669,부산,2021,10
26260,2021-10,20324,5174433680,1547,254597.20921078528,191,부산,2021,10
26290,2021-10,39068,12516330260,1599,320372.94614518277,606,부산,2021,10
26320,2021-10,16264,3715224780,973,228432.4139203148,-163,부산,2021,10
26350,2021-10,44267,11628264440,3197,262684.71863916685,180,부산,2021,10
26380,2021-10,33657,8839964020,1836,262648.6026680928,199,부산,2021,10
26410,2021-10,25244,6248155560,1728,247510.51972746,711,부산,2021,10
26440,2021-10,64326,19429359880,4017,302045.2053601965,-455,부산,2021,10
26470,2021-10,22503,5535375580,1539,245983.8945918322,237,부산,2021,10
26500,2021-10,13698,3460126360,1063,252600.84391882026,86,부산,2021,10
26530,2021-10,37342,9574752960,2722,256407.0740720904,442,부산,2021,10
26710,2021-10,26832,7428270900,1763,276843.72763864044,207,부산,2021,10
27110,2021-10,19011,4431774440,1259,233116.3242333386,723,대구,2021,10
27140,2021-10,44150,12938231020,2256,293051.6652321631,992,대구,2021,10
27170,2021-10,20087,5008200960,1370,249325.48215263605,778,대구,2021,10
27200,2021-10,14531,3269219940,917,224982.447181887,590,대구,2021,10
27230,2021-10,38434,9259494580,3107,240919.35733985534,1375,대구,2021,10
27260,2021-10,34408,8997707000,2355,261500.43594512905,803,대구,2021,10
27290,2021-10,68149,18460450220,3641,270883.6552260488,1057,대구,2021,10
27710,2021-10,45577,13511075460,2412,296445.03718981065,496,대구,2021,10
28110,2021-10,48536,14097160840,2111,290447.5201911983,543,인천,2021,10
28140,2021-10,15232,5292687000,834,347471.5730042017,49,인천,2021,10
28170,2021-10,315,69418820,16,220377.20634920636,4,인천,2021,10
28177,2021-10,31915,8000510380,2222,250681.82296725677,598,인천,2021,10
28185,2021-10,57005,17569057060,3041,308202.03596175776,1002,인천,2021,10
28200,2021-10,89561,25165373140,5397,280985.8436149663,-140,인천,2021,10
28237,2021-10,55244,16947295740,2934,306771.69900803705,630,인천,2021,10
28245,2021-10,21483,5254200000,1749,244574.78005865103,130,인천,2021,10
28260,2021-10,93936,26346831940,6368,280476.40883154486,2803,인천,2021,10
28710,2021-10,6887,1747844820,671,253788.99666037463,-11,인천,2021,10
28720,2021-10,1609,380412060,241,236427.63206960846,27,인천,2021,10
29110,2021-10,17400,4466635460,1246,256703.18735632184,269,광주,2021,10
29140,2021-10,44758,12754252380,3183,284960.28374815674,361,광주,2021,10
29155,2021-10,15241,3668694920,1332,240712.21835837542,383,광주,2021,10
29170,2021-10,54491,13665643060,3769,250787.158613349,1453,광주,2021,10
29200,2021-10,69086,18751208660,4295,271418.3576990997,504,광주,2021,10
30110,2021-10,40117,11987093280,1369,298803.3322531595,415,대전,2021,10
30140,2021-10,23914,5831525500,1592,243854.03947478466,56,대전,2021,10
30170,2021-10,55778,13909562660,3158,249373.6358420883,524,대전,2021,10
30200,2021-10,94692,29023595660,4656,306505.25556541205,1993,대전,2021,10
30230,2021-10,53780,17130013500,2219,318520.1468947564,568,대전,2021,10
31110,2021-10,29502,9017156560,947,305645.60233204527,300,울산,2021,10
31140,2021-10,51302,15826582560,2802,308498.35406027053,665,울산,2021,10
31170,2021-10,32777,11481962360,605,350305.4690789273,-162,울산,2021,10
31200,2021-10,29604,8600650060,1396,290523.242129442,209,울산,2021,10
31710,2021-10,51782,15666500480,2988,302547.22644934535,660,울산,2021,10
36110,2021-10,52465,14991610460,3206,285744.9816067855,847,세종,2021,10
41111,2021-10,22136,5821736480,1115,262998.57607517164,34,경기,2021,10
41113,2021-10,41537,11559704340,2551,278298.97055637144,518,경기,2021,10
41115,2021-10,27424,7398179740,1450,269770.26473162195,566,경기,2021,10
41117,2021-10,175911,72270400660,2905,410835.02828134684,1190,경기,2021,10
41131,2021-10,28020,7579811640,1997,270514.3340471092,576,경기,2021,10
41133,2021-10,58992,16974268900,2804,287738.4882695959,55,경기,2021,10
41135,2021-10,228116,78458294780,6106,343940.3407915271,935,경기,2021,10
41150,2021-10,25681,6349169960,2081,247232.19345041082,401,경기,2021,10
41171,2021-10,28270,7901853120,1419,279513.7290413866,33,경기,2021,10
41173,2021-10,82349,25042069240,4914,304096.82254793623,661,경기,2021,10
41190,2021-10,85289,22366922820,6541,262248.6231518719,1624,경기,2021,10
41195,2021-10,1249,238135600,65,190661.00880704564,327,경기,2021,10
41197,2021-10,347,61920580,18,178445.47550432276,-8,경기,2021,10
41199,2021-10,470,127932660,29,272197.1489361702,-4,경기,2021,10
41210,2021-10,38399,11390363260,2328,296631.76801479206,137,경기,2021,10
41220,2021-10,149269,47814480740,6332,320324.2517870422,9093,경기,2021,10
41250,2021-10,7441,1827310600,514,245573.2562827577,73,경기,2021,10
41271,2021-10,21382,5498415340,1840,257151.59199326538,-39,경기,2021,10
41273,2021-10,114117,34551626720,5890,302773.703479762,-283,경기,2021,10
41281,2021-10,35246,8867288280,3149,251582.82585257903,2739,경기,2021,10
41285,2021-10,48753,13134783020,4049,269414.86718766025,25,경기,2021,10
41287,2021-10,17257,4456776580,1582,258259.05893260706,21,경기,2021,10
41290,2021-10,25475,7052995460,730,276859.48812561337,398,경기,2021,10
41310,2021-10,15613,4018916820,1503,257408.36610516877,262,경기,2021,10
41360,2021-10,60943,15522667680,6048,254707.9677731651,925,경기,2021,10
41370,2021-10,27026,7143620880,1610,264324.01687264116,375,경기,2021,10
41390,2021-10,96896,27879399640,7180,287724.9797721268,245,경기,2021,10
41410,2021-10,36519,10114162040,2469,276956.16090254387,6,경기,2021,10
41430,2021-10,19269,5447808200,1508,282723.971145363,-23,경기,2021,10
41450,2021-10,39679,10404764980,4131,262223.46782933036,428,경기,2021,10
41461,2021-10,67409,18553753260,3865,275241.48496491567,2634,경기,2021,10
41463,2021-10,98121,33778414980,3670,344252.6572293393,207,경기,2021,10
41465,2021-10,28290,7503649680,1643,265240.35630965006,406,경기,2021,10
41480,2021-10,73329,19500394940,5699,265930.1905112575,925,경기,2021,10
41500,2021-10,76055,27224007060,2686,357951.5753073434,1863,경기,2021,10
41550,2021-10,47908,13634571980,2869,284599.06445687567,832,경기,2021,10
41570,2021-10,71394,19171871220,6595,268536.16858559544,301,경기,2021,10
41590,2021-10,249855,76945178580,14949,307959.33073182445,4359,경기,2021,10
41610,2021-10,56060,15005724720,4778,267672.5779521941,356,경기,2021,10
41630,2021-10,33746,8764316260,2933,259714.22568600724,949,경기,2021,10
41650,2021-10,34061,8769728060,2794,257471.2445318693,51,경기,2021,10
41670,2021-10,17223,4571297320,1333,265418.1803402427,197,경기,2021,10
41800,2021-10,4894,1220016720,511,249288.25500612994,37,경기,2021,10
41820,2021-10,7246,1861266780,619,256868.1727849848,70,경기,2021,10
41830,2021-10,9439,2405868040,919,254885.90316770846,158,경기,2021,10
42110,2021-10,38476,9496265800,2640,246810.11019856535,1034,강원,2021,10
42130,2021-10,67094,19927176840,3170,297003.8578710466,1377,강원,2021,10
42150,2021-10,27566,7324760320,1979,265717.1994485961,731,강원,2021,10
42170,2021-10,8790,2274750280,762,258788.42775881683,198,강원,2021,10
42190,2021-10,4761,1172149360,444,246198.14324721697,-67,강원,2021,10
42210,2021-10,7345,1702160600,649,231744.1252552757,88,강원,2021,10
42230,2021-10,10132,2959168060,799,292061.59297275956,367,강원,2021,10
42720,2021-10,9533,2522642160,773,264622.0665058219,52,강원,2021,10
42730,2021-10,8039,1998575280,539,248609.93655927354,11,강원,2021,10
42750,2021-10,4717,1206044860,470,255680.4875980496,-17,강원,2021,10
42760,2021-10,6106,1515342900,575,248172.7644939404,89,강원,2021,10
42770,2021-10,9080,2830203700,477,311696.44273127755,64,강원,2021,10
42780,2021-10,4450,1043289900,501,234447.16853932585,-9,강원,2021,10
42790,2021-10,2640,601872080,383,227981.84848484848,28,강원,2021,10
42800,2021-10,2225,477339200,302,214534.47191011236,66,강원,2021,10
42810,2021-10,3625,813443100,496,224398.09655172413,-2,강원,2021,10
42820,2021-10,4830,1148459820,432,237776.3602484472,-182,강원,2021,10
42830,2021-10,3009,727203460,377,241676.12495845795,11,강원,2021,10
43111,2021-10,15806,3909365760,1260,247334.28824497026,-121,충북,2021,10
43112,2021-10,19533,4723187300,1643,241805.52398505094,439,충북,2021,10
43113,2021-10,63448,18851414240,2791,297115.97276509897,328,충북,2021,10
43114,2021-10,36963,10136014680,2295,274220.5632659687,96,충북,2021,10
43130,2021-10,34015,9011003420,2070,264912.63912979566,2118,충북,2021,10
43150,2021-10,15435,3775466600,1305,244604.25008098478,123,충북,2021,10
43710,2021-10,45,10776760,2,239483.55555555556,0,충북,2021,10
43720,2021-10,5534,1589899120,421,287296.5522226238,28,충북,2021,10
43730,2021-10,7692,1967686700,659,255809.5033801352,-48,충북,2021,10
43740,2021-10,4904,1224129120,538,249618.4991843393,70,충북,2021,10
43745,2021-10,4814,1316035160,321,273376.643124221,25,충북,2021,10
43750,2021-10,31082,9343153140,1377,300596.90946528537,36,충북,2021,10
43760,2021-10,6592,1718824380,568,260743.989684466,3,충북,2021,10
43770,2021-10,43849,12953698040,2331,295416.042327077,288,충북,2021,10
43800,2021-10,3720,945633960,394,254202.67741935485,2,충북,2021,10
44131,2021-10,43955,12089337020,2629,275038.9493800478,1836,충남,2021,10
44133,2021-10,82712,24264386380,3795,293359.92818454397,130,충남,2021,10
44150,2021-10,23787,6956603480,1265,292454.00765123806,-46,충남,2021,10
44180,2021-10,15315,4454948740,1007,290887.9360104473,285,충남,2021,10
44200,2021-10,77948,23829909720,3862,305715.47339251806,1629,충남,2021,10
44210,2021-10,37862,13194963340,1672,348501.4880354973,691,충남,2021,10
44230,2021-10,15979,4065243500,1204,254411.63401965078,-20,충남,2021,10
44250,2021-10,4574,1068101480,365,233515.8460865763,135,충남,2021,10
44270,2021-10,42232,14214590760,2005,336583.414472438,2617,충남,2021,10
44710,2021-10,11806,3338814440,884,282806.57631712686,-30,충남,2021,10
44760,2021-10,7031,1844809120,654,262382.1817664628,151,충남,2021,10
44770,2021-10,7271,1931510640,503,265645.80387842114,127,충남,2021,10
44790,2021-10,4337,1108521600,392,255596.40304357852,-113,충남,2021,10
44800,2021-10,12565,3325774780,961,264685.6171906088,183,충남,2021,10
44810,2021-10,14583,4035209080,943,276706.3759171638,181,충남,2021,10
44825,2021-10,9599,3028164520,640,315466.66527763306,217,충남,2021,10
45111,2021-10,30620,7223418040,2448,235905.22664924886,519,전북,2021,10
45113,2021-10,45436,12545216100,2825,276107.4060216568,712,전북,2021,10
45130,2021-10,36936,9865454740,2673,267095.9156378601,38,전북,2021,10
45140,2021-10,38263,9671120060,2461,252753.83686590177,258,전북,2021,10
45180,2021-10,13388,3307148320,1131,247023.32835374962,189,전북,2021,10
45190,2021-10,9932,2253211980,951,226863.87233185663,39,전북,2021,10
45210,2021-10,14886,3798281980,1191,255157.9994625823,-16,전북,2021,10
45710,2021-10,25593,7120370960,1443,278215.56519360765,187,전북,2021,10
45720,2021-10,3092,716010060,415,231568.5834411384,22,전북,2021,10
45730,2021-10,3197,733425300,389,229410.4785736628,-27,전북,2021,10
45740,2021-10,2494,554290460,325,222249.5829991981,62,전북,2021,10
45750,2021-10,3817,892125140,398,233724.16557505896,91,전북,2021,10
45770,2021-10,3210,752688040,365,234482.2554517134,36,전북,2021,10
45790,2021-10,5441,1312031360,586,241137.90847270723,3,전북,2021,10
45800,2021-10,5310,1289078480,537,242764.3088512241,-39,전북,2021,10
46110,2021-10,19958,4452166180,1671,223076.77021745665,-71,전남,2021,10
46130,2021-10,46418,14216622100,2900,306273.90451979835,1172,전남,2021,10
46150,2021-10,27220,6789637640,2261,249435.62233651726,417,전남,2021,10
46170,2021-10,72608,25921440000,1801,357005.2886734244,533,전남,2021,10
46230,2021-10,30936,9590870620,1884,310022.970649082,1037,전남,2021,10
46710,2021-10,9071,2244592140,923,247447.04442729577,94,전남,2021,10
46720,2021-10,3629,828916740,485,228414.64315238356,15,전남,2021,10
46730,2021-10,2768,630930240,297,227937.225433526,17,전남,2021,10
46770,2021-10,5631,1322633140,609,234884.23725803586,22,전남,2021,10
46780,2021-10,4281,1005288220,517,234825.55944872694,29,전남,2021,10
46790,2021-10,11693,3163858440,1023,270577.13503805693,204,전남,2021,10
46800,2021-10,4495,1040120300,452,231394.94994438265,171,전남,2021,10
46810,2021-10,3881,948528060,411,244403.00438031435,76,전남,2021,10
46820,2021-10,7675,1925376800,761,250863.42671009773,-97,전남,2021,10
46830,2021-10,19674,5589327940,1181,284097.1810511335,198,전남,2021,10
46840,2021-10,10183,2419707600,959,237622.272414809,66,전남,2021,10
46860,2021-10,4459,1097889540,500,246218.7799955147,37,전남,2021,10
46870,2021-10,6681,1653417300,688,247480.51189941625,83,전남,2021,10
46880,2021-10,10047,2541833560,992,252994.2828705086,115,전남,2021,10
46890,2021-10,4428,1008878720,552,227840.7226738934,24,전남,2021,10
46900,2021-10,2770,656928980,322,237158.47653429603,11,전남,2021,10
46910,2021-10,4062,975098540,461,240053.80108321024,87,전남,2021,10
47111,2021-10,75429,27964277060,2353,370736.4151718835,925,경북,2021,10
47113,2021-10,20044,5103528560,1540,254616.27220115747,192,경북,2021,10
47130,2021-10,56782,18573086340,2795,327094.6134338347,-228,경북,2021,10
47150,2021-10,33128,10470037740,1286,316047.98780487804,-67,경북,2021,10
47170,2021-10,19631,4791505440,1483,244078.52070704498,131,경북,2021,10
47190,2021-10,72656,22076801300,3526,303853.79459370184,139,경북,2021,10
47210,2021-10,10834,2858665620,814,263860.5888868377,85,경북,2021,10
47230,2021-10,18922,5266630580,1345,278333.71630905825,29,경북,2021,10
47250,2021-10,9376,2282469260,864,243437.42107508532,7,경북,2021,10
47280,2021-10,7185,1741553020,612,242387.33750869866,42,경북,2021,10
47290,2021-10,45939,12477084440,2494,271601.1328065478,436,경북,2021,10
47720,2021-10,3425,850956640,364,248454.49343065693,63,경북,2021,10
47730,2021-10,5117,1172063900,614,229052.9411764706,48,경북,2021,10
47750,2021-10,2566,577206140,341,224943.9360872954,43,경북,2021,10
47760,2021-10,1615,351791000,209,217827.24458204335,-23,경북,2021,10
47770,2021-10,3555,854029280,385,240233.27144866384,83,경북,2021,10
47820,2021-10,4446,1092133880,406,245644.14754835807,22,경북,2021,10
47830,2021-10,6303,1673557380,578,265517.59162303666,3,경북,2021,10
47840,2021-10,8770,2282167900,896,260224.38996579248,-5,경북,2021,10
47850,2021-10,22827,5836695100,1696,255692.60524817102,667,경북,2021,10
47900,2021-10,4390,1016142560,454,231467.5535307517,117,경북,2021,10
47920,2021-10,2767,623052260,409,225172.48283339356,0,경북,2021,10
47930,2021-10,5600,1402890500,574,250516.1607142857,41,경북,2021,10
47940,2021-10,1209,314933080,157,260490.5541770058,62,경북,2021,10
48121,2021-10,32724,8282439680,2216,253099.8557633541,164,경남,2021,10
48123,2021-10,81957,28377260960,2429,346245.7259294508,250,경남,2021,10
48125,2021-10,14978,3800462420,1012,253736.30791828013,5,경남,2021,10
48127,2021-10,20186,5449027120,1123,269940.90557812346,42,경남,2021,10
48129,2021-10,14333,3825545900,1011,266904.75825019187,364,경남,2021,10
48170,2021-10,54495,15963554540,2374,292936.1324892192,198,경남,2021,10
48220,2021-10,9310,2267265960,792,243530.1783029001,-39,경남,2021,10
48240,2021-10,20847,6645817980,974,318790.13671031804,82,경남,2021,10
48250,2021-10,83224,22518672320,5715,270579.0675766606,-302,경남,2021,10
48270,2021-10,13790,3603103560,1014,261283.79695431472,20,경남,2021,10
48310,2021-10,46081,15177324780,1452,329361.8797335127,-11,경남,2021,10
48330,2021-10,56353,16399994620,2894,291022.5652582826,154,경남,2021,10
48720,2021-10,3750,982333080,362,261955.488,19,경남,2021,10
48730,2021-10,17409,5021895520,1230,288465.47877534607,24,경남,2021,10
48740,2021-10,9302,2594883420,690,278959.7312405934,-6,경남,2021,10
48820,2021-10,9009,2438118460,665,270631.4196914197,286,경남,2021,10
48840,2021-10,3730,869487460,360,233106.55764075066,40,경남,2021,10
48850,2021-10,4715,1197464640,471,253969.17073170733,68,경남,2021,10
48860,2021-10,4514,1048238900,472,232219.51705804165,-15,경남,2021,10
48870,2021-10,4071,958286480,463,235393.38737410956,0,경남,2021,10
48880,2021-10,6167,1458311760,636,236470.20593481432,11,경남,2021,10
48890,2021-10,4346,1059446360,503,243775.04832029453,68,경남,2021,10
50110,2021-10,74521,18794670280,5739,252206.36169670295,286,제주,2021,10
