연월,시도,전입,전출,순이동,연도,월
2024-04,인천,36670,34049,2621,2024,4
2024-04,전남,14364,14642,-278,2024,4
2024-04,전북,15785,16311,-526,2024,4
2024-04,제주,6818,6997,-179,2024,4
2024-04,충남,23460,21595,1865,2024,4
2024-04,충북,16651,16321,330,2024,4
2024-05,강원,13632,13747,-115,2024,5
2024-05,경기,138420,132196,6224,2024,5
2024-05,경남,24928,25874,-946,2024,5
2024-05,경북,24286,23791,495,2024,5
2024-05,광주,15215,15635,-420,2024,5
2024-05,대구,27348,27763,-415,2024,5
2024-05,대전,15433,15542,-109,2024,5
2024-05,부산,27947,29151,-1204,2024,5
2024-05,서울,93236,99119,-5883,2024,5
2024-05,세종,3853,3928,-75,2024,5
2024-05,울산,8979,9381,-402,2024,5
2024-05,인천,31815,30370,1445,2024,5
2024-05,전남,13791,14318,-527,2024,5
2024-05,전북,15683,15976,-293,2024,5
2024-05,제주,6299,6398,-99,2024,5
2024-05,충남,20667,19225,1442,2024,5
2024-05,충북,16444,15562,882,2024,5
2024-06,강원,12560,12452,108,2024,6
2024-06,경기,121685,115195,6490,2024,6
2024-06,경남,26039,26120,-81,2024,6
2024-06,경북,19250,19561,-311,2024,6
2024-06,광주,12620,13106,-486,2024,6
2024-06,대구,21494,21702,-208,2024,6
2024-06,대전,12816,13315,-499,2024,6
2024-06,부산,26605,27797,-1192,2024,6
2024-06,서울,81182,86740,-5558,2024,6
2024-06,세종,3417,3374,43,2024,6
2024-06,울산,8413,8706,-293,2024,6
2024-06,인천,29186,27990,1196,2024,6
2024-06,전남,13108,13113,-5,2024,6
2024-06,전북,13746,14180,-434,2024,6
2024-06,제주,5304,5540,-236,2024,6
2024-06,충남,17392,16582,810,2024,6
2024-06,충북,15075,14419,656,2024,6
2024-07,강원,14585,14685,-100,2024,7
2024-07,경기,143763,136577,7186,2024,7
2024-07,경남,28105,28196,-91,2024,7
2024-07,경북,21278,22266,-988,2024,7
2024-07,광주,13507,14043,-536,2024,7
2024-07,대구,24831,24921,-90,2024,7
2024-07,대전,14168,14779,-611,2024,7
2024-07,부산,29830,31336,-1506,2024,7
2024-07,서울,98177,103617,-5440,2024,7
2024-07,세종,5357,4637,720,2024,7
2024-07,울산,9092,9515,-423,2024,7
2024-07,인천,34889,32972,1917,2024,7
2024-07,전남,15857,16252,-395,2024,7
2024-07,전북,15314,15811,-497,2024,7
2024-07,제주,6539,6653,-114,2024,7
2024-07,충남,20198,19278,920,2024,7
2024-07,충북,16512,16464,48,2024,7
2024-08,강원,13834,13996,-162,2024,8
2024-08,경기,140833,134599,6234,2024,8
2024-08,경남,27533,27838,-305,2024,8
2024-08,경북,20586,21385,-799,2024,8
2024-08,광주,13712,14359,-647,2024,8
2024-08,대구,24236,24329,-93,2024,8
2024-08,대전,17778,17682,96,2024,8
2024-08,부산,29541,31001,-1460,2024,8
2024-08,서울,103290,107138,-3848,2024,8
2024-08,세종,5645,5147,498,2024,8
2024-08,울산,8873,9450,-577,2024,8
2024-08,인천,32542,30757,1785,2024,8
2024-08,전남,16169,16565,-396,2024,8
2024-08,전북,14620,15259,-639,2024,8
2024-08,제주,6239,6600,-361,2024,8
2024-08,충남,21133,20422,711,2024,8
2024-08,충북,14395,14432,-37,2024,8
2024-09,강원,12285,12331,-46,2024,9
2024-09,경기,134849,130190,4659,2024,9
2024-09,경남,23614,23869,-255,2024,9
2024-09,경북,17822,18708,-886,2024,9
2024-09,광주,12106,12584,-478,2024,9
2024-09,대구,22538,22495,43,2024,9
2024-09,대전,16101,15487,614,2024,9
2024-09,부산,25657,26784,-1127,2024,9
2024-09,서울,90902,95202,-4300,2024,9
2024-09,세종,4062,4099,-37,2024,9
2024-09,울산,7765,8114,-349,2024,9
2024-09,인천,29071,27262,1809,2024,9
2024-09,전남,13558,13503,55,2024,9
2024-09,전북,14522,15193,-671,2024,9
2024-09,제주,5548,5893,-345,2024,9
2024-09,충남,19425,18707,718,2024,9
2024-09,충북,13654,13058,596,2024,9
2024-10,강원,14161,14368,-207,2024,10
2024-10,경기,149771,143940,5831,2024,10
2024-10,경남,25255,25071,184,2024,10
2024-10,경북,20565,21239,-674,2024,10
2024-10,광주,12956,13477,-521,2024,10
2024-10,대구,24742,24741,1,2024,10
2024-10,대전,16041,16294,-253,2024,10
2024-10,부산,34257,35645,-1388,2024,10
2024-10,서울,103285,109565,-6280,2024,10
2024-10,세종,4899,4515,384,2024,10
2024-10,울산,9123,9321,-198,2024,10
2024-10,인천,32824,31269,1555,2024,10
2024-10,전남,13919,14053,-134,2024,10
2024-10,전북,17600,17580,20,2024,10
2024-10,제주,6022,6104,-82,2024,10
2024-10,충남,21447,20053,1394,2024,10
2024-10,충북,14307,13939,368,2024,10
2024-11,강원,14243,14415,-172,2024,11
2024-11,경기,131029,126402,4627,2024,11
2024-11,경남,23186,23092,94,2024,11
2024-11,경북,20030,20724,-694,2024,11
2024-11,광주,12192,12797,-605,2024,11
2024-11,대구,22122,22112,10,2024,11
2024-11,대전,13745,13954,-209,2024,11
2024-11,부산,30738,31547,-809,2024,11
2024-11,서울,88334,94050,-5716,2024,11
2024-11,세종,4420,3896,524,2024,11
2024-11,울산,8522,8628,-106,2024,11
2024-11,인천,27808,26797,1011,2024,11
2024-11,전남,13651,13453,198,2024,11
2024-11,전북,16590,16670,-80,2024,11
2024-11,제주,5745,5840,-95,2024,11
2024-11,충남,18756,17545,1211,2024,11
2024-11,충북,14872,14061,811,2024,11
2024-12,강원,17723,17981,-258,2024,12
2024-12,경기,139714,135655,4059,2024,12
2024-12,경남,26245,26571,-326,2024,12
2024-12,경북,24503,25663,-1160,2024,12
2024-12,광주,13671,14572,-901,2024,12
2024-12,대구,24628,24812,-184,2024,12
2024-12,대전,16123,16513,-390,2024,12
2024-12,부산,29778,30970,-1192,2024,12
2024-12,서울,104452,107409,-2957,2024,12
2024-12,세종,4617,4610,7,2024,12
2024-12,울산,9335,9526,-191,2024,12
2024-12,인천,32463,29840,2623,2024,12
2024-12,전남,17311,17220,91,2024,12
2024-12,전북,18929,19154,-225,2024,12
2024-12,제주,7136,7308,-172,2024,12
2024-12,충남,20406,19749,657,2024,12
2024-12,충북,16830,16311,519,2024,12
2025-01,강원,16562,17729,-1167,2025,1
2025-01,경기,131192,126604,4588,2025,1
2025-01,경남,27180,27770,-590,2025,1
2025-01,경북,24651,26029,-1378,2025,1
2025-01,광주,13622,14616,-994,2025,1
2025-01,대구,24529,24309,220,2025,1
2025-01,대전,18177,18192,-15,2025,1
2025-01,부산,28545,29923,-1378,2025,1
2025-01,서울,99146,99942,-796,2025,1
2025-01,세종,5378,5250,128,2025,1
2025-01,울산,9337,9570,-233,2025,1
2025-01,인천,32873,30039,2834,2025,1
2025-01,전남,16141,16302,-161,2025,1
2025-01,전북,15898,16281,-383,2025,1
2025-01,제주,7456,8194,-738,2025,1
2025-01,충남,22812,22836,-24,2025,1
2025-01,충북,16066,15979,87,2025,1
2025-02,강원,20695,21811,-1116,2025,2
2025-02,경기,169975,169546,429,2025,2
2025-02,경남,39158,42837,-3679,2025,2
2025-02,경북,29717,32302,-2585,2025,2
2025-02,광주,18666,20115,-1449,2025,2
2025-02,대구,32291,32103,188,2025,2
2025-02,대전,26661,25523,1138,2025,2
2025-02,부산,43095,43079,16,2025,2
2025-02,서울,147145,141526,5619,2025,2
2025-02,세종,8426,7747,679,2025,2
2025-02,울산,11042,12857,-1815,2025,2
2025-02,인천,45557,40905,4652,2025,2
2025-02,전남,21167,21934,-767,2025,2
2025-02,전북,20717,21786,-1069,2025,2
2025-02,제주,9213,10263,-1050,2025,2
2025-02,충남,31000,30431,569,2025,2
2025-02,충북,19983,19743,240,2025,2
2025-03,강원,17580,17726,-146,2025,3
2025-03,경기,138134,137563,571,2025,3
2025-03,경남,32258,32718,-460,2025,3
2025-03,경북,26001,25562,439,2025,3
2025-03,광주,14313,16815,-2502,2025,3
2025-03,대구,22544,24117,-1573,2025,3
2025-03,대전,20371,20566,-195,2025,3
2025-03,부산,30881,32893,-2012,2025,3
2025-03,서울,110859,109553,1306,2025,3
2025-03,세종,5241,5210,31,2025,3
2025-03,울산,9201,9886,-685,2025,3
2025-03,인천,35616,32011,3605,2025,3
2025-03,전남,18238,17557,681,2025,3
2025-03,전북,19089,19617,-528,2025,3
2025-03,제주,7233,7610,-377,2025,3
2025-03,충남,24502,23575,927,2025,3
2025-03,충북,16490,15572,918,2025,3
2025-04,강원,13683,13941,-258,2025,4
2025-04,경기,129758,126657,3101,2025,4
2025-04,경남,26210,25986,224,2025,4
2025-04,경북,21299,20547,752,2025,4
2025-04,광주,13127,14551,-1424,2025,4
2025-04,대구,19962,20775,-813,2025,4
2025-04,대전,15178,15228,-50,2025,4
2025-04,부산,28572,30394,-1822,2025,4
2025-04,서울,94161,97879,-3718,2025,4
2025-04,세종,3775,3701,74,2025,4
2025-04,울산,8562,9049,-487,2025,4
2025-04,인천,31310,28775,2535,2025,4
2025-04,전남,14808,14126,682,2025,4
2025-04,전북,15728,15969,-241,2025,4
2025-04,제주,6439,6571,-132,2025,4
2025-04,충남,19557,18616,941,2025,4
2025-04,충북,13903,13267,636,2025,4
2025-05,강원,12603,12737,-134,2025,5
2025-05,경기,128110,124905,3205,2025,5
2025-05,경남,25701,25910,-209,2025,5
2025-05,경북,18904,19433,-529,2025,5
2025-05,광주,14236,14991,-755,2025,5
2025-05,대구,20005,20709,-704,2025,5
2025-05,대전,16183,15908,275,2025,5
2025-05,부산,29733,30747,-1014,2025,5
2025-05,서울,97498,101155,-3657,2025,5
2025-05,세종,3703,3629,74,2025,5
2025-05,울산,8600,8990,-390,2025,5
2025-05,인천,32315,29078,3237,2025,5
2025-05,전남,13608,13691,-83,2025,5
2025-05,전북,14741,15114,-373,2025,5
2025-05,제주,5761,5976,-215,2025,5
2025-05,충남,17907,17220,687,2025,5
2025-05,충북,13737,13152,585,2025,5
2025-06,강원,13264,13501,-237,2025,6
2025-06,경기,132141,128021,4120,2025,6
2025-06,경남,24625,25347,-722,2025,6
2025-06,경북,20302,20748,-446,2025,6
2025-06,광주,13482,14157,-675,2025,6
2025-06,대구,19485,20047,-562,2025,6
2025-06,대전,15796,15614,182,2025,6
2025-06,부산,29453,30321,-868,2025,6
2025-06,서울,99889,102565,-2676,2025,6
2025-06,세종,3835,3948,-113,2025,6
2025-06,울산,8650,9053,-403,2025,6
2025-06,인천,30173,27895,2278,2025,6
2025-06,전남,13812,13739,73,2025,6
2025-06,전북,14497,14862,-365,2025,6
2025-06,제주,5582,6096,-514,2025,6
2025-06,충남,17996,17492,504,2025,6
2025-06,충북,14809,14385,424,2025,6
2025-07,강원,16644,16515,129,2025,7
2025-07,경기,150728,148111,2617,2025,7
2025-07,경남,28443,29547,-1104,2025,7
2025-07,경북,22960,24745,-1785,2025,7
2025-07,광주,14389,14821,-432,2025,7
2025-07,대구,23113,22694,419,2025,7
2025-07,대전,19473,18429,1044,2025,7
2025-07,부산,33093,33478,-385,2025,7
2025-07,서울,113118,115672,-2554,2025,7
2025-07,세종,4999,5185,-186,2025,7
2025-07,울산,10599,10935,-336,2025,7
2025-07,인천,34054,32392,1662,2025,7
2025-07,전남,16344,16889,-545,2025,7
2025-07,전북,17106,17351,-245,2025,7
2025-07,제주,6909,7217,-308,2025,7
2025-07,충남,23128,22205,923,2025,7
2025-07,충북,18257,17171,1086,2025,7
2025-08,강원,13017,13038,-21,2025,8
2025-08,경기,137803,133824,3979,2025,8
2025-08,경남,23562,24716,-1154,2025,8
2025-08,경북,18231,19758,-1527,2025,8
2025-08,광주,12625,13324,-699,2025,8
2025-08,대구,21203,21221,-18,2025,8
2025-08,대전,17484,16525,959,2025,8
2025-08,부산,29015,29791,-776,2025,8
2025-08,서울,105882,107697,-1815,2025,8
2025-08,세종,4130,4414,-284,2025,8
2025-08,울산,9100,9405,-305,2025,8
2025-08,인천,31837,29896,1941,2025,8
2025-08,전남,13455,14165,-710,2025,8
2025-08,전북,14564,14903,-339,2025,8
2025-08,제주,6037,6238,-201,2025,8
2025-08,충남,19710,19224,486,2025,8
2025-08,충북,15620,15136,484,2025,8
2025-09,강원,13376,13165,211,2025,9
2025-09,경기,135457,135035,422,2025,9
2025-09,경남,24219,24795,-576,2025,9
2025-09,경북,18786,19406,-620,2025,9
2025-09,광주,12848,13374,-526,2025,9
2025-09,대구,22309,22244,65,2025,9
2025-09,대전,15342,14693,649,2025,9
2025-09,부산,28649,29380,-731,2025,9
2025-09,서울,103709,107091,-3382,2025,9
2025-09,세종,4127,4000,127,2025,9
2025-09,울산,9381,9740,-359,2025,9
2025-09,인천,35307,31885,3422,2025,9
2025-09,전남,13294,13538,-244,2025,9
2025-09,전북,15462,15354,108,2025,9
2025-09,제주,5870,6120,-250,2025,9
2025-09,충남,19766,18943,823,2025,9
2025-09,충북,15697,14836,861,2025,9
2025-10,강원,13731,13436,295,2025,10
2025-10,경기,119578,117083,2495,2025,10
2025-10,경남,24473,24065,408,2025,10
2025-10,경북,16688,17061,-373,2025,10
2025-10,광주,11514,12565,-1051,2025,10
2025-10,대구,19902,20190,-288,2025,10
2025-10,대전,13141,13262,-121,2025,10
2025-10,부산,25623,26867,-1244,2025,10
2025-10,서울,88184,92889,-4705,2025,10
2025-10,세종,3161,3154,7,2025,10
2025-10,울산,9736,9554,182,2025,10
2025-10,인천,29612,27100,2512,2025,10
2025-10,전남,13758,13258,500,2025,10
2025-10,전북,14232,14209,23,2025,10
2025-10,제주,5212,5439,-227,2025,10
2025-10,충남,17184,16444,740,2025,10
2025-10,충북,16456,15609,847,2025,10
2025-11,강원,15476,14714,762,2025,11
2025-11,경기,116568,113779,2789,2025,11
2025-11,경남,23029,22608,421,2025,11
2025-11,경북,18619,18890,-271,2025,11
2025-11,광주,11059,12207,-1148,2025,11
2025-11,대구,18816,19268,-452,2025,11
2025-11,대전,12894,12801,93,2025,11
2025-11,부산,24830,25982,-1152,2025,11
2025-11,서울,80414,85918,-5504,2025,11
2025-11,세종,3142,3115,27,2025,11
2025-11,울산,9460,9565,-105,2025,11
2025-11,인천,27449,25547,1902,2025,11
2025-11,전남,14165,13158,1007,2025,11
2025-11,전북,13786,13744,42,2025,11
2025-11,제주,5198,5417,-219,2025,11
2025-11,충남,17243,16203,1040,2025,11
2025-11,충북,15418,14650,768,2025,11
2025-12,강원,16194,15899,295,2025,12
2025-12,경기,139429,134775,4654,2025,12
2025-12,경남,27677,27813,-136,2025,12
2025-12,경북,23762,24653,-891,2025,12
2025-12,광주,12992,15015,-2023,2025,12
2025-12,대구,24309,25063,-754,2025,12
2025-12,대전,16672,17807,-1135,2025,12
2025-12,부산,30927,31742,-815,2025,12
2025-12,서울,104923,109810,-4887,2025,12
2025-12,세종,4438,5049,-611,2025,12
2025-12,울산,10537,11075,-538,2025,12
2025-12,인천,29422,27738,1684,2025,12
2025-12,전남,16958,16057,901,2025,12
2025-12,전북,19275,19480,-205,2025,12
2025-12,제주,6678,6720,-42,2025,12
2025-12,충남,21052,20402,650,2025,12
2025-12,충북,22765,18912,3853,2025,12
2026-01,강원,16457,16677,-220,2026,1
2026-01,경기,151964,146611,5353,2026,1
2026-01,경남,29165,29770,-605,2026,1
2026-01,경북,24634,26167,-1533,2026,1
2026-01,광주,14720,15859,-1139,2026,1
2026-01,대구,26338,26589,-251,2026,1
2026-01,대전,18958,19064,-106,2026,1
2026-01,부산,35933,36777,-844,2026,1
2026-01,서울,120719,120824,-105,2026,1
2026-01,세종,5523,6156,-633,2026,1
2026-01,울산,11484,12096,-612,2026,1
2026-01,인천,30085,28802,1283,2026,1
2026-01,전남,16233,16312,-79,2026,1
2026-01,전북,18380,18969,-589,2026,1
2026-01,제주,7449,8104,-655,2026,1
2026-01,충남,22727,22635,92,2026,1
2026-01,충북,17541,16898,643,2026,1
2026-02,강원,17787,18179,-392,2026,2
2026-02,경기,161503,157075,4428,2026,2
2026-02,경남,30837,34291,-3454,2026,2
2026-02,경북,24335,26346,-2011,2026,2
2026-02,광주,15665,16952,-1287,2026,2
2026-02,대구,28829,29254,-425,2026,2
2026-02,대전,20920,20007,913,2026,2
2026-02,부산,40973,40816,157,2026,2
2026-02,서울,137348,133121,4227,2026,2
2026-02,세종,5883,6234,-351,2026,2
2026-02,울산,11042,12452,-1410,2026,2
2026-02,인천,32481,31610,871,2026,2
2026-02,전남,15793,16634,-841,2026,2
2026-02,전북,18377,19271,-894,2026,2
2026-02,제주,7889,8329,-440,2026,2
2026-02,충남,24688,24209,479,2026,2
2026-02,충북,20362,19932,430,2026,2
2026-03,강원,19227,18478,749,2026,3
2026-03,경기,162769,160604,2165,2026,3
2026-03,경남,33912,35560,-1648,2026,3
2026-03,경북,27305,27241,64,2026,3
2026-03,광주,14825,16372,-1547,2026,3
2026-03,대구,26525,27574,-1049,2026,3
2026-03,대전,19906,19595,311,2026,3
2026-03,부산,36200,37021,-821,2026,3
2026-03,서울,127284,127451,-167,2026,3
2026-03,세종,4865,5175,-310,2026,3
2026-03,울산,10599,11742,-1143,2026,3
2026-03,인천,34053,32467,1586,2026,3
2026-03,전남,17155,17733,-578,2026,3
2026-03,전북,19453,19752,-299,2026,3
2026-03,제주,7864,8111,-247,2026,3
2026-03,충남,26465,25064,1401,2026,3
2026-03,충북,20712,19179,1533,2026,3
2026-04,강원,14994,14215,779,2026,4
2026-04,경기,142610,138813,3797,2026,4
2026-04,경남,25849,25686,163,2026,4
2026-04,경북,21047,20949,98,2026,4
2026-04,광주,15142,16055,-913,2026,4
2026-04,대구,21823,22247,-424,2026,4
2026-04,대전,14740,14827,-87,2026,4
2026-04,부산,28257,29297,-1040,2026,4
2026-04,서울,105091,111432,-6341,2026,4
2026-04,세종,3671,3853,-182,2026,4
2026-04,울산,8756,9414,-658,2026,4
2026-04,인천,30104,29128,976,2026,4
2026-04,전남,14427,13823,604,2026,4
2026-04,전북,15819,15730,89,2026,4
2026-04,제주,6311,6185,126,2026,4
2026-04,충남,21777,20409,1368,2026,4
2026-04,충북,15649,14004,1645,2026,4
2026-05,강원,12950,12408,542,2026,5
2026-05,경기,130658,128225,2433,2026,5
2026-05,경남,22910,23300,-390,2026,5
2026-05,경북,18906,19569,-663,2026,5
2026-05,광주,14045,14184,-139,2026,5
2026-05,대구,22480,22204,276,2026,5
2026-05,대전,13975,13462,513,2026,5
2026-05,부산,27214,27621,-407,2026,5
2026-05,서울,95905,100126,-4221,2026,5
2026-05,세종,3361,3475,-114,2026,5
2026-05,울산,8178,8824,-646,2026,5
2026-05,인천,28617,27380,1237,2026,5
2026-05,전남,12644,13001,-357,2026,5
2026-05,전북,13821,14042,-221,2026,5
2026-05,제주,5741,5968,-227,2026,5
2026-05,충남,19491,18207,1284,2026,5
2026-05,충북,15284,14184,1100,2026,5
2026-06,강원,13027,12582,445,2026,6
2026-06,경기,136112,130951,5161,2026,6
2026-06,경남,25284,25713,-429,2026,6
2026-06,경북,21580,21420,160,2026,6
2026-06,광주,13876,14668,-792,2026,6
2026-06,대구,20871,21693,-822,2026,6
2026-06,대전,14913,15068,-155,2026,6
2026-06,부산,26523,27672,-1149,2026,6
2026-06,서울,95545,101242,-5697,2026,6
2026-06,세종,3259,3535,-276,2026,6
2026-06,울산,8563,9019,-456,2026,6
2026-06,인천,31626,29397,2229,2026,6
2026-06,전남,14231,13877,354,2026,6
2026-06,전북,15603,15750,-147,2026,6
2026-06,제주,5662,5737,-75,2026,6
2026-06,충남,18507,17721,786,2026,6
2026-06,충북,15675,14812,863,2026,6
