시도,연월,KB_매수우위지수,KB_매매거래지수,KB_전세수급지수,연도,월
전북,2025-10,58.81657195,23.18232095,168.91885273,2025,10
제주,2025-10,42.29796953,5.13468698,137.77351938,2025,10
충남,2025-10,23.0856273,7.15343695,143.05752515,2025,10
충북,2025-10,27.97388001,16.47754503,174.40056391,2025,10
강원,2025-11,36.83815935,15.80260486,133.69451725,2025,11
경기,2025-11,43.05338357,19.55629746,157.85369624,2025,11
경남,2025-11,38.84452037,24.7933606,162.82065188,2025,11
경북,2025-11,38.71227889,25.54347646,157.12615469,2025,11
광주,2025-11,16.64200904,10.93552684,174.66087317,2025,11
대구,2025-11,27.27830828,18.73372294,141.81217425,2025,11
대전,2025-11,32.27001455,15.7604939,158.22778348,2025,11
부산,2025-11,25.55694475,24.65687733,168.86714088,2025,11
서울,2025-11,75.2407596,11.83395523,158.45422078,2025,11
세종,2025-11,25.80645167,24.19354822,167.74193555,2025,11
울산,2025-11,48.64369242,43.80174329,190.8915698,2025,11
인천,2025-11,29.9862892,13.89172518,163.65594517,2025,11
전남,2025-11,17.46679891,5.99325409,159.98748831,2025,11
전북,2025-11,59.31296999,26.97845267,168.73213789,2025,11
제주,2025-11,24.83218659,15.03356256,145.10068812,2025,11
충남,2025-11,21.90470701,11.50713172,145.51157815,2025,11
충북,2025-11,27.91899651,18.40885552,168.65364482,2025,11
강원,2025-12,33.30970951,13.89591493,131.60015458,2025,12
경기,2025-12,43.60241248,16.43823151,160.40528782,2025,12
경남,2025-12,35.67102257,21.66670233,162.39280387,2025,12
경북,2025-12,36.82767099,19.97600871,150.37081824,2025,12
광주,2025-12,13.51085302,7.77287982,177.71171271,2025,12
대구,2025-12,23.05767665,17.96022699,143.68194099,2025,12
대전,2025-12,29.25914439,14.58695157,170.17117504,2025,12
부산,2025-12,19.87843369,20.77716114,169.05140164,2025,12
서울,2025-12,76.49498374,13.44784629,159.79995156,2025,12
세종,2025-12,30.0,21.6666666,160.0,2025,12
울산,2025-12,48.84437673,26.19786681,191.59564093,2025,12
인천,2025-12,33.08677713,9.25477429,164.47560478,2025,12
전남,2025-12,19.01667886,13.01865144,167.72260787,2025,12
전북,2025-12,59.370092,13.18266792,163.23767726,2025,12
제주,2025-12,17.29796953,2.87246191,142.29796953,2025,12
충남,2025-12,24.97558767,10.22961781,155.75397366,2025,12
충북,2025-12,25.01226916,15.90110925,163.04150196,2025,12
강원,2026-01,37.9820607,13.65825326,147.36514736,2026,1
경기,2026-01,48.86202265,20.33569669,158.35300525,2026,1
경남,2026-01,36.11656801,17.65959168,166.35685453,2026,1
경북,2026-01,43.50613619,23.86106799,159.88301898,2026,1
광주,2026-01,17.57371894,11.18935367,174.86655707,2026,1
대구,2026-01,25.57831039,20.07266573,140.7513796,2026,1
대전,2026-01,40.51731909,15.46335488,163.94152704,2026,1
부산,2026-01,20.88548795,16.82080267,167.73453019,2026,1
서울,2026-01,89.17018879,22.49778659,163.730756,2026,1
세종,2026-01,47.54098356,31.14754097,152.45901649,2026,1
울산,2026-01,49.44996447,36.6585431,193.68976462,2026,1
인천,2026-01,30.6272933,11.87592991,169.95272241,2026,1
전남,2026-01,40.85117669,18.66880457,171.30479757,2026,1
전북,2026-01,56.63937979,13.7589754,161.49080559,2026,1
제주,2026-01,38.58909958,14.71440009,137.08869924,2026,1
충남,2026-01,26.48678696,10.73875712,153.82065926,2026,1
충북,2026-01,28.97259352,18.53832826,175.6718358,2026,1
강원,2026-02,36.48640971,20.66449636,150.30594652,2026,2
경기,2026-02,49.14185144,26.84456507,167.37663097,2026,2
경남,2026-02,36.64096618,22.4028641,165.56524285,2026,2
경북,2026-02,40.70182824,18.01389985,158.74489297,2026,2
광주,2026-02,16.82581872,15.20397259,173.06397442,2026,2
대구,2026-02,28.13914911,23.06798014,142.41725921,2026,2
대전,2026-02,37.73553744,15.57394656,165.54603732,2026,2
부산,2026-02,24.98626166,20.05142423,168.73953871,2026,2
서울,2026-02,85.31141374,24.92435123,166.83057224,2026,2
세종,2026-02,43.33333322,31.66666657,151.66666677,2026,2
울산,2026-02,40.9463837,29.73350408,190.37004816,2026,2
인천,2026-02,31.96644388,18.41512192,174.95381527,2026,2
전남,2026-02,34.18128162,31.82586179,160.86533001,2026,2
전북,2026-02,66.55487688,18.77436478,166.29232942,2026,2
제주,2026-02,37.08869861,12.16110065,154.35639882,2026,2
충남,2026-02,26.21831695,14.23441143,154.25011741,2026,2
충북,2026-02,35.17607336,18.52877525,183.33608913,2026,2
강원,2026-03,38.26549564,11.85267914,152.51344353,2026,3
경기,2026-03,42.53630201,24.71498679,172.02034222,2026,3
경남,2026-03,39.25031754,23.34257436,169.87437725,2026,3
경북,2026-03,40.57198353,17.43113545,157.08935905,2026,3
광주,2026-03,13.61600581,14.47477958,168.672821,2026,3
대구,2026-03,25.09816479,22.05654022,149.28548985,2026,3
대전,2026-03,34.75438309,15.68443938,170.54965978,2026,3
부산,2026-03,22.56544494,16.96256146,173.11016554,2026,3
서울,2026-03,63.63589721,25.45616552,172.41222535,2026,3
세종,2026-03,19.29824547,21.05263155,140.35087731,2026,3
울산,2026-03,43.27030518,33.78487056,194.8924958,2026,3
인천,2026-03,29.42941915,15.61928579,175.90570131,2026,3
전남,2026-03,36.32857639,23.7650189,165.00151147,2026,3
전북,2026-03,62.9158037,21.95816593,169.53973953,2026,3
제주,2026-03,46.16993086,9.92048276,163.45751736,2026,3
충남,2026-03,29.59014466,16.0806008,161.06913734,2026,3
충북,2026-03,26.43697411,22.79331151,182.92726501,2026,3
강원,2026-04,33.91390505,8.28895565,162.55463293,2026,4
경기,2026-04,44.53527854,22.2663061,175.11476078,2026,4
경남,2026-04,31.52786665,17.34040907,171.07285681,2026,4
경북,2026-04,38.72026734,14.99900681,158.24122732,2026,4
광주,2026-04,15.43175602,6.18075497,166.85981082,2026,4
대구,2026-04,29.21399032,14.16046493,151.14674099,2026,4
대전,2026-04,33.62123242,9.36237933,167.30294718,2026,4
부산,2026-04,22.27097412,11.37000696,172.30551653,2026,4
서울,2026-04,68.21295375,24.21477879,178.1048904,2026,4
세종,2026-04,18.33333317,10.0,151.66666662,2026,4
울산,2026-04,35.04153521,28.21507852,193.65068495,2026,4
인천,2026-04,29.47571775,14.7163976,181.36888003,2026,4
전남,2026-04,34.22772333,18.66522276,162.77249829,2026,4
전북,2026-04,64.02448356,16.94203225,172.59294839,2026,4
제주,2026-04,46.46296571,4.81372411,129.46841405,2026,4
충남,2026-04,22.50276736,11.22282888,172.99030642,2026,4
충북,2026-04,30.18325344,18.72218664,182.13808585,2026,4
강원,2026-05,33.53330294,7.86930994,155.21297582,2026,5
경기,2026-05,50.58135029,24.47388065,178.81684261,2026,5
경남,2026-05,33.83564537,20.95815019,174.98644255,2026,5
경북,2026-05,38.27355367,14.97293229,157.0109271,2026,5
광주,2026-05,14.99932515,6.39345434,164.87545949,2026,5
대구,2026-05,26.79259779,12.02074579,151.07179222,2026,5
대전,2026-05,35.64458741,9.62783911,162.38287665,2026,5
부산,2026-05,23.27452512,14.05918767,171.57117616,2026,5
서울,2026-05,77.90137494,22.25007284,182.67460337,2026,5
세종,2026-05,27.69230762,13.84615381,153.8461538,2026,5
울산,2026-05,40.65430836,21.36979746,193.33693768,2026,5
인천,2026-05,31.81182455,13.4486996,177.61335384,2026,5
전남,2026-05,39.42666186,23.55371405,172.78606457,2026,5
전북,2026-05,67.65860552,17.39594407,165.52972121,2026,5
제주,2026-05,38.58915412,15.76746266,140.08943758,2026,5
충남,2026-05,23.18583624,8.99720318,165.81733461,2026,5
충북,2026-05,42.64080549,27.5891543,185.01926045,2026,5
