지역코드,시도,시군구,레벨,연도,1인당결정세액_백만원,1인당총급여_백만원,결정세액_금액,결정세액_인원,과세표준_금액,과세표준_인원,급여총계_금액,급여총계_인원,총급여_금액,총급여_인원
A1615,경남,하동군,시군구,2021,2.084461746784022,32.78581046090109,12315,5908,163506,8574,318176,9672,316547,9655
A1616,경남,함안군,시군구,2021,2.2082654421567174,34.12627330386316,29816,13502,373888,18752,714257,20864,710236,20812
A1617,경남,함양군,시군구,2021,2.08300395256917,32.7285864978903,12121,5819,160119,8423,311678,9506,310267,9480
A1618,경남,합천군,시군구,2021,1.875944791324351,32.24398940505297,11417,6086,162244,8846,317420,9838,316507,9816
A1701,제주,제주시,시군구,2021,2.570237444529882,34.382625873887,277434,107941,3132000,157106,6064037,175810,6039377,175652
A1702,제주,서귀포시,시군구,2021,2.8179998284096435,33.72890833083449,98537,34967,1009826,50549,1921607,56761,1912193,56693
A0101,서울,강남구,시군구,2022,19.274433773150225,83.9751887762337,3221047,167115,13939145,207743,19016800,225864,18950177,225664
A0102,서울,강동구,시군구,2022,5.217095824209016,45.91376754951425,690900,132430,5383288,177229,9086076,197253,9045655,197014
A0103,서울,강북구,시군구,2022,2.519652693492671,32.96084710743801,161928,64266,1818508,93752,3525334,106696,3509671,106480
A0104,서울,강서구,시군구,2022,4.063100016945092,42.17251392281388,695363,171141,6163554,232043,10852074,256297,10790892,255875
A0105,서울,관악구,시군구,2022,2.931333959904177,35.788999974099305,414816,141511,4489119,206445,8325657,232215,8290665,231654
A0106,서울,광진구,시군구,2022,5.147634419449208,43.24510022271715,510285,99130,3901774,137579,6628748,152938,6601797,152660
A0107,서울,구로구,시군구,2022,3.4853925152011125,39.58283592062184,410994,117919,3965082,162200,7137032,179896,7108919,179596
A0108,서울,금천구,시군구,2022,2.34023881671717,34.49608768113895,156005,66662,1917597,95965,3678719,106425,3663588,106203
A0109,서울,노원구,시군구,2022,3.798944550669216,41.72057429847101,496712,130750,4613819,176801,8272121,197742,8232262,197319
A0110,서울,도봉구,시군구,2022,2.830809097988668,35.41957223364939,210833,74478,2253813,105182,4255642,119801,4236110,119598
A0111,서울,동대문구,시군구,2022,3.942098650159653,40.31635914896148,341981,86751,3078006,119726,5446883,135039,5423276,134518
A0112,서울,동작구,시군구,2022,5.633340057712717,46.70292590291536,642274,114013,4815076,153961,8005191,171495,7968173,170614
A0113,서울,마포구,시군구,2022,8.023955165829856,54.02370800447549,907734,113128,5736225,149950,8971130,165787,8932550,165345
A0114,서울,서대문구,시군구,2022,5.828228640584634,46.9102185606529,500843,85934,3684212,115880,6101603,129779,6069807,129392
A0115,서울,서초구,시군구,2022,18.74205048543689,83.79102634388435,2413039,128750,10651069,159394,14571274,173442,14519728,173285
A0116,서울,성동구,시군구,2022,8.572447151558581,54.76968485984098,717771,83730,4283066,109866,6632723,120751,6605936,120613
A0117,서울,성북구,시군구,2022,5.371860328364617,44.14118521832174,575525,107137,4299371,147025,7337946,165815,7301879,165421
A0118,서울,송파구,시군구,2022,9.100987595419848,58.10849942633188,1907567,209600,11256317,270148,17238998,295774,17169144,295467
A0119,서울,양천구,시군구,2022,7.170728179911779,51.71104873776859,892476,124461,5855091,164040,9401931,181256,9359131,180989
A0120,서울,영등포구,시군구,2022,6.478425563758959,50.35769344876878,839740,129621,5807228,169563,9373068,185654,9335561,185385
A0121,서울,용산구,시군구,2022,19.32860246198407,76.24992840486028,1334640,69050,5511158,89065,7477568,97871,7455108,97772
A0122,서울,은평구,시군구,2022,3.55155034689971,38.87612729345911,439721,123811,4153616,172934,7537116,193359,7500760,192940
A0123,서울,종로구,시군구,2022,10.22618886146,55.10471213655432,376968,36863,2022980,49585,3062229,55443,3047511,55304
A0124,서울,중구,시군구,2022,9.250986559908492,53.43053133356587,323507,34970,1814299,46716,2768891,51747,2757336,51606
A0125,서울,중랑구,시군구,2022,2.4279460580912864,34.62974416643239,234054,96400,2761058,137211,5318866,153227,5296654,152951
A0201,인천,강화군,시군구,2022,2.715989887817981,34.94149310795855,34379,12658,370840,17699,697677,19915,694567,19878
A0202,인천,계양구,시군구,2022,2.007381394116088,33.22538154377178,151477,75460,1997403,105623,3944782,118486,3927373,118204
A0203,인천,미추홀구(남구),시군구,2022,1.8763318037694232,32.62657051520333,190549,101554,2634137,143487,5293089,162915,5266320,161412
A0204,인천,남동구,시군구,2022,2.5652824877789504,35.952739125591485,342673,133581,3909092,184983,7456206,207019,7423198,206471
A0205,인천,동구,시군구,2022,1.7823847708455571,33.20136417556346,27340,15339,392072,21351,786894,23675,783685,23604
A0206,인천,부평구,시군구,2022,2.353519865186962,35.31219517001507,310048,131738,3735917,182030,7199034,203468,7167740,202982
A0207,인천,서구,시군구,2022,2.9593494099654047,38.92119861767915,524376,177193,5506057,238243,10319935,264430,10271460,263904
A0208,인천,연수구,시군구,2022,5.817134497577032,49.686411737670966,699842,120307,5152633,153880,8582864,172353,8540647,171891
A0209,인천,옹진군,시군구,2022,2.6280087527352296,40.65573993471164,14412,5484,163254,6760,300631,7365,298901,7352
A0210,인천,중구,시군구,2022,2.4814294697128485,37.88658513962813,118389,47710,1398644,63232,2669999,70199,2655054,70079
A0301,경기,가평군,시군구,2022,2.8082546451416386,34.60815611465278,36878,13132,376429,18351,713628,20593,711163,20549
A0302,경기,고양시,시군구,2022,4.513777364265826,43.250307085232464,1338994,296646,11072323,400237,19320069,445400,19224848,444502
A0303,경기,과천시,시군구,2022,10.932142447309031,67.20324005891017,285799,26143,1601265,32308,2382938,35344,2372812,35308
A0304,경기,광명시,시군구,2022,4.258255020400162,43.895270382834106,347546,81617,3022437,108753,5289507,120269,5269715,120052
A0305,경기,광주시,시군구,2022,2.664282183778926,36.29844378554069,296468,111275,3228983,152152,6131926,168458,6108774,168293
A0306,경기,구리시,시군구,2022,3.4414516816530334,39.75616552130638,169550,49267,1627755,67330,2979071,74759,2967758,74649
A0307,경기,군포시,시군구,2022,3.7292634372926345,41.75838140481846,297860,79871,2767230,106928,4942956,118120,4922478,117880
A0308,경기,김포시,시군구,2022,3.293140365073796,39.98232020916936,459864,139643,4563048,188236,8395524,209086,8349348,208826
A0309,경기,남양주시,시군구,2022,3.0731097865010653,37.53060426025214,542367,176488,5527238,246575,10403441,276551,10359948,276040
A0310,경기,동두천시,시군구,2022,1.5214775778065028,30.229241160111243,30603,20114,482145,28920,993678,32812,989131,32721
A0311,경기,부천시,시군구,2022,2.8077114300716035,36.6966301940392,604256,215213,6489115,298481,12248169,333090,12194437,332304
A0312,경기,성남시,시군구,2022,8.95655912930248,56.54597432848143,2572485,287218,14988394,371601,23107763,407540,23013533,406988
A0313,경기,수원시,시군구,2022,5.223626493986654,47.43429342013485,1955381,374334,15226597,487700,25590889,538540,25501862,537625
A0314,경기,시흥시,시군구,2022,2.3024908135990034,36.29603128380065,367816,159747,4547977,216880,8759872,241047,8724840,240380
A0315,경기,안산시,시군구,2022,2.370657558196005,35.63695767393384,439335,185322,5271929,252714,10056191,281728,10018511,281127
A0316,경기,안성시,시군구,2022,2.2862093862815884,35.68227835659524,126656,55400,1544223,73423,2915763,81638,2904252,81392
A0317,경기,안양시,시군구,2022,4.483202047932629,45.16480228119547,749560,167193,6332059,219409,10942850,241705,10897228,241277
A0318,경기,양주시,시군구,2022,1.8754291764349995,33.07826806186043,123994,66115,1715854,92685,3456285,104128,3439346,103976
A0319,경기,양평군,시군구,2022,4.127946964988606,39.27424704434815,99628,24135,824553,33367,1474731,37439,1468307,37386
A0320,경기,여주시,시군구,2022,2.3823177149493704,35.07009051745002,65640,27553,762632,37326,1454212,41375,1449026,41318
A0321,경기,연천군,시군구,2022,1.7974850420849813,33.90032353548565,17725,9861,250916,13104,494994,14555,492470,14527
A0322,경기,오산시,시군구,2022,2.963201253199435,39.04683889541271,211860,71497,2247436,95269,4137605,105769,4123190,105596
A0323,경기,용인시,시군구,2022,6.69720914961147,52.31887808431092,2141734,319795,14723016,412269,23875771,455438,23775634,454437
A0324,경기,의왕시,시군구,2022,4.923993565592855,45.94510556064107,232639,47246,1860446,62587,3175285,68934,3162080,68823
A0325,경기,의정부시,시군구,2022,2.0899479778486323,33.59737855654836,236626,113221,3063878,160669,6105790,181393,6080084,180969
A0326,경기,이천시,시군구,2022,4.594669876684909,45.81396831178292,328257,71443,2702002,90604,4543373,98964,4528161,98838
A0327,경기,파주시,시군구,2022,3.061132978646712,39.19487567171941,424622,138714,4418187,187509,8173281,207978,8139835,207676
A0328,경기,평택시,시군구,2022,3.162972620599739,40.878927925620665,567684,179478,5872967,232182,10573016,258078,10534745,257706
A0329,경기,포천시,시군구,2022,1.5891908002583082,30.711616359597546,63984,40262,952479,55146,1890913,61392,1880288,61224
A0330,경기,하남시,시군구,2022,4.927638523792768,46.24763182042776,476138,96626,3832177,128571,6580843,141817,6551902,141670
A0331,경기,화성시,시군구,2022,5.6300726317416165,50.71355506156716,1821610,323550,13784042,409525,22744044,447736,22676769,447154
A0401,강원,강릉시,시군구,2022,2.6071923403023347,36.07916945746818,126076,48357,1417001,66764,2706098,74854,2693310,74650
A0402,강원,고성군,시군구,2022,1.835873388042204,33.61464968152866,10962,5971,149482,7958,296742,8804,295540,8792
A0403,강원,동해시,시군구,2022,2.590505543033258,38.52280217193434,56315,21739,650985,28849,1237982,31928,1227375,31861
A0404,강원,삼척시,시군구,2022,2.6897788841704497,37.76048484848485,36737,13658,417750,18329,784644,20654,778810,20625
A0405,강원,속초시,시군구,2022,2.030089661111393,33.96838181455102,40076,19741,515219,26982,1027046,30081,1020614,30046
A0406,강원,양구군,시군구,2022,1.97487922705314,37.47452712964241,10220,5175,138381,6646,272893,7256,271428,7243
A0407,강원,양양군,시군구,2022,2.122339441051268,34.296855809383445,11467,5403,143999,7316,280725,8155,279245,8142
A0408,강원,영월군,시군구,2022,2.358125992588671,36.32671782658552,17818,7556,216613,10206,414352,11369,411836,11337
A0409,강원,원주시,시군구,2022,2.6273381448582165,37.32108935499088,246087,93664,2805167,127240,5325995,142237,5300677,142029
A0410,강원,인제군,시군구,2022,2.127057198757049,38.3554657914668,18482,8689,234262,10863,458735,11902,455778,11883
A0411,강원,정선군,시군구,2022,2.0142450142450143,35.45930444282593,14847,7371,201912,9834,393838,11004,389485,10984
A0412,강원,철원군,시군구,2022,1.929681637903312,36.44595304178231,18002,9329,246103,12151,488465,13369,485861,13331
A0413,강원,춘천시,시군구,2022,2.5536436972050955,37.26499802421238,188035,73634,2175020,100117,4169928,111592,4149383,111348
A0414,강원,태백시,시군구,2022,2.738072867731496,38.39085195530726,26228,9579,296698,12997,557600,14348,549757,14320
A0415,강원,평창군,시군구,2022,2.6731490484789555,33.597118600463084,19244,7199,205434,10169,393171,11690,391776,11661
A0416,강원,홍천군,시군구,2022,2.1104335539525545,33.85708762263786,28379,13447,360186,18466,704091,20719,700537,20691
A0417,강원,화천군,시군구,2022,1.8944698122780317,36.92852764496751,11202,5913,153587,7321,302650,8175,301226,8157
A0418,강원,횡성군,시군구,2022,2.2556382236689143,33.08999778875212,19403,8602,231257,12098,450864,13591,448932,13567
A0501,대전,대덕구,시군구,2022,2.208754521005286,34.403356277209085,95268,43132,1208306,60789,2349165,68143,2339153,67992
A0502,대전,동구,시군구,2022,1.9661310879421656,32.47097256163187,94101,47861,1283598,69322,2576102,79124,2564460,78977
A0503,대전,서구,시군구,2022,3.263781235420742,39.17862384983244,398759,122177,4048885,170216,7487172,190568,7447112,190081
A0504,대전,유성구,시군구,2022,5.257569389880681,49.116619689953694,575462,109454,4645250,144345,7869066,159538,7806792,158944
A0505,대전,중구,시군구,2022,2.70645074535116,36.01599874235132,140887,52056,1567847,73878,2991894,82847,2978307,82694
A0601,충북,괴산군,시군구,2022,2.2231901471913487,33.587525542473486,14802,6658,181065,9205,346743,10300,345179,10277
A0602,충북,단양군,시군구,2022,1.973497912506807,34.12374379464826,10872,5509,145405,7524,283019,8272,281828,8259
A0603,충북,보은군,시군구,2022,2.0892857142857144,33.24358092618065,11700,5600,149762,7822,291045,8743,290017,8724
A0604,충북,영동군,시군구,2022,1.9883972969526968,33.69500040515355,15595,7843,212025,10907,417883,12400,415830,12341
A0605,충북,옥천군,시군구,2022,1.9739631573530925,33.262735109717866,19181,9717,259481,13730,511669,15347,509319,15312
A0606,충북,음성군,시군구,2022,1.9616220130340332,34.45633374074672,59598,30382,797237,39860,1501089,43427,1494130,43363
A0607,충북,제천시,시군구,2022,2.279639786038324,35.49742439717572,67336,29538,835269,40517,1606141,45244,1598733,45038
A0608,충북,증평군,시군구,2022,2.0492505353319057,36.09030442568432,22011,10741,293720,14203,568069,15654,564308,15636
A0609,충북,진천군,시군구,2022,2.166011388286334,37.02900107411386,63906,29504,831290,38443,1558077,41940,1551330,41895
A0610,충북,청주시,시군구,2022,3.591704832596336,42.18862355192742,909707,253280,8675775,330818,15428584,365078,15364717,364191
A0611,충북,충주시,시군구,2022,2.377756726032588,36.94278422865892,125498,52780,1528284,70880,2906913,78507,2895206,78370
A0701,충남,계룡시,시군구,2022,3.48993288590604,45.2279004023051,44720,12814,460231,16713,839554,18432,831922,18394
A0702,충남,공주시,시군구,2022,2.1173860800443665,34.00353065787925,45816,21638,598436,30047,1160401,34047,1155712,33988
A0703,충남,금산군,시군구,2022,2.069399538106236,32.83169524356123,17921,8660,234779,12456,459350,13984,457641,13939
A0704,충남,논산시,시군구,2022,1.8802222222222225,32.91241060870544,42305,22500,593601,31627,1176252,35600,1168983,35518
A0705,충남,당진시,시군구,2022,3.371689308306544,43.35996410678232,162566,48215,1654673,61101,2907111,66965,2899264,66865
A0706,충남,보령시,시군구,2022,2.4258506005646745,35.65674337495718,50693,20897,605803,28661,1151135,32157,1145045,32113
A0707,충남,부여군,시군구,2022,1.9837810945273635,32.287241231033846,19937,10050,269276,14249,527622,16325,525604,16279
A0708,충남,서산시,시군구,2022,4.2710802999204125,45.87107472901874,203927,47746,1779178,60546,3052689,66473,3042766,66333
A0709,충남,서천군,시군구,2022,2.203001097962669,33.700340264650286,18058,8197,231753,11675,447816,13246,445687,13225
A0710,충남,아산시,시군구,2022,4.476108095776737,45.83601438304315,470900,105203,3979489,134768,6803413,148286,6781530,147952
A0711,충남,예산군,시군구,2022,1.9729934229672312,34.57075582764304,33898,17181,460277,23248,884742,25545,880932,25482
A0712,충남,천안시,시군구,2022,3.977044426458248,43.150024047860434,800933,201389,7168295,262234,12514219,290061,12470659,289007
A0713,충남,청양군,시군구,2022,2.100638668473002,33.23277444621221,10854,5167,140848,7137,272400,8190,271545,8171
A0714,충남,태안군,시군구,2022,2.671487993949707,36.39850089822214,28259,10578,316567,14397,590240,16181,587581,16143
A0715,충남,홍성군,시군구,2022,2.37427765085338,37.06549809931817,53001,22323,648024,30041,1234276,33292,1228573,33146
A0901,광주,광산구,시군구,2022,2.916007630618784,38.43834266032712,314888,107986,3402263,150112,6424921,167000,6394718,166363
A0902,광주,남구,시군구,2022,4.095210455737246,41.29672712165864,204609,49963,1771794,69397,3195975,77390,3180963,77027
A0903,광주,동구,시군구,2022,3.730905085647005,40.62243756988446,98231,26329,901325,35975,1643325,40467,1634850,40245
A0904,광주,북구,시군구,2022,2.7383113040047347,36.58807038622312,277610,101380,3073620,142756,5873982,160388,5846920,159804
A0905,광주,서구,시군구,2022,3.949619511661009,40.72858807103665,288575,73064,2560038,101059,4599585,112926,4579889,112449
A1001,전북,고창군,시군구,2022,2.348926380368098,33.81790721090543,18378,7824,225402,11410,438699,12954,436623,12911
A1002,전북,군산시,시군구,2022,2.6825155678725854,37.5383775839898,160680,59899,1848839,83343,3492944,92713,3473839,92541
A1003,전북,김제시,시군구,2022,1.81180484476288,31.735936465916613,26552,14655,386255,21518,770381,24236,767248,24176
A1004,전북,남원시,시군구,2022,2.015087011726044,32.60851385614519,26980,13389,367692,20242,735799,22549,733072,22481
A1005,전북,무주군,시군구,2022,2.015592515592516,32.97230864965775,7756,3848,106824,5764,212781,6440,211946,6428
A1006,전북,부안군,시군구,2022,1.7713466301655585,31.502372617658494,13588,7671,199687,11369,406557,12895,404963,12855
A1007,전북,순창군,시군구,2022,2.0135569852941178,34.00324583686142,8763,4352,122491,6362,241928,7105,240947,7086
A1008,전북,완주군,시군구,2022,2.5210211635190283,36.71744308759234,53128,21074,643705,29815,1223000,33283,1217734,33165
A1009,전북,익산시,시군구,2022,2.42254714263931,35.23336524401149,142986,59023,1738861,85094,3367371,95598,3349178,95057
A1010,전북,임실군,시군구,2022,2.05439229843562,32.887358654682515,8536,4155,115371,6159,227988,6915,226857,6898
A1011,전북,장수군,시군구,2022,1.8939488459139115,32.50548633066766,6072,3206,87846,4720,175362,5396,174782,5377
A1012,전북,전주시,시군구,2022,3.143899274894556,39.1543170936853,501650,159563,5251586,222569,9721491,247875,9682706,247296
A1013,전북,정읍시,시군구,2022,1.9524881092415487,32.64247738084134,38177,19553,529900,28511,1055207,32246,1049880,32163
A1014,전북,진안군,시군구,2022,2.1726006191950464,33.03652334720296,8421,3876,110117,5728,215087,6509,214374,6489
A1101,전남,강진군,시군구,2022,1.9969494756911343,33.705222572730456,10474,5245,145930,7653,289629,8585,288483,8559
A1102,전남,고흥군,시군구,2022,1.973116883116883,31.652609984043767,15193,7700,209079,11444,418680,13204,416580,13161
A1103,전남,곡성군,시군구,2022,2.4053765735011736,35.33843263553408,11274,4687,138086,6683,264368,7471,263342,7452
A1104,전남,광양시,시군구,2022,4.31667601101821,46.34833012257702,177083,41023,1574384,53385,2731538,58774,2718654,58657
A1105,전남,구례군,시군구,2022,2.2177545691906007,34.0065663036515,8494,3830,108954,5648,213135,6260,212337,6244
A1106,전남,나주시,시군구,2022,2.579556898288016,37.83412972512656,71722,27804,843483,38180,1608616,42455,1599400,42274
A1107,전남,담양군,시군구,2022,2.645672808486879,35.67128472470185,23692,8955,266123,12516,502599,14039,499505,14003
A1108,전남,목포시,시군구,2022,2.1382971483019126,33.5981095265573,94254,44079,1227407,64861,2463257,72984,2445472,72786
A1109,전남,무안군,시군구,2022,2.76741377644672,40.07742993057341,57291,20702,655067,28262,1254392,31186,1246889,31112
A1110,전남,보성군,시군구,2022,2.2935867895545314,33.16689686924494,11945,5208,147752,7716,289244,8717,288154,8688
A1111,전남,순천시,시군구,2022,3.6764543761638735,42.05925800911356,246782,67125,2356779,91269,4254711,100898,4236587,100729
A1112,전남,신안군,시군구,2022,2.277124183006536,36.14829586656998,12194,5355,154697,7479,300769,8295,299091,8274
A1113,전남,여수시,시군구,2022,5.077220077220077,45.34649419956015,327435,64491,2570041,86499,4371682,96109,4350588,95941
A1114,전남,영광군,시군구,2022,2.890610569522832,38.10560573857598,28169,9745,307751,13556,576766,15088,573718,15056
A1115,전남,영암군,시군구,2022,1.819497211219788,31.950875038378875,22509,12371,321418,17462,627173,19581,624384,19542
A1116,전남,완도군,시군구,2022,2.076006895470929,32.610851699663804,13247,6381,177519,9562,352215,10743,349197,10708
A1117,전남,장성군,시군구,2022,2.209289121053827,35.39209385742041,19455,8806,247306,12093,475991,13413,473617,13382
A1118,전남,장흥군,시군구,2022,2.105340699815838,33.901255323918406,11432,5430,153812,7960,303706,8941,302467,8922
A1119,전남,진도군,시군구,2022,1.9723756906077348,33.923872760963555,7854,3982,110721,5732,220542,6494,219691,6476
A1120,전남,함평군,시군구,2022,2.257131130720296,32.980229828246635,10999,4873,137336,7167,268193,8114,266909,8093
A1121,전남,해남군,시군구,2022,2.032001695454064,32.64627114300359,19176,9437,255498,13985,511504,15655,509543,15608
A1122,전남,화순군,시군구,2022,2.1064549099772,33.67618714735108,26792,12719,346124,17919,677911,20102,674433,20027
A1201,대구,남구,시군구,2022,2.13814212486632,31.45553531146972,57980,27117,729681,40349,1457234,46304,1450226,46104
A1202,대구,달서구,시군구,2022,2.9881192557722485,37.55050682444433,386570,129369,4046586,181183,7624795,202803,7590497,202141
A1203,대구,달성군,시군구,2022,2.192878338278932,36.3116364369593,147800,67400,1923776,93921,3800232,104374,3781748,104147
A1204,대구,동구,시군구,2022,2.397411887111458,35.35318373687507,184337,76890,2231700,109561,4371169,123352,4346780,122953
A1205,대구,북구,시군구,2022,2.338258934091752,34.67698637313214,226914,97044,2764701,139539,5454508,157379,5427954,156529
A1206,대구,서구,시군구,2022,1.3726804286662662,28.916740965569574,43422,31633,729113,46708,1532994,52894,1524346,52715
A1207,대구,수성구,시군구,2022,6.480198681626063,49.99913770323083,630141,97241,4354575,129656,7220472,144189,7189976,143802
A1208,대구,중구,시군구,2022,3.3847852760736195,39.51420961930127,68965,20375,681597,28440,1266006,32010,1261096,31915
A1301,경북,경산시,시군구,2022,2.0708470665787737,33.43152901899314,125659,60680,1655686,86878,3305273,99221,3284514,98246
A1302,경북,경주시,시군구,2022,2.94643158427535,38.36643419070468,174635,59270,1879070,80559,3454159,89775,3438208,89615
A1303,경북,고령군,시군구,2022,1.8356164383561644,32.04966090570991,10720,5840,150183,8263,294439,9170,292998,9142
A1304,경북,구미시,시군구,2022,3.820527256478999,43.02202670200756,427517,111900,3991733,148337,7038884,163389,7011902,162984
A1305,경북,군위군,시군구,2022,2.3100154878678367,34.213371029436225,8949,3874,109155,5407,206508,6032,205725,6013
A1306,경북,김천시,시군구,2022,2.845410947577311,38.480263014653055,86031,30235,952436,41438,1775541,46149,1767360,45929
A1307,경북,문경시,시군구,2022,2.1392566597543468,33.359874201277954,26822,12538,341463,17935,671326,20122,668265,20032
A1308,경북,봉화군,시군구,2022,2.100331282536678,34.0867261994854,8876,4226,115722,5984,226233,6632,225211,6607
A1309,경북,상주시,시군구,2022,2.0393659180977544,33.471575175109955,30876,15140,416699,22033,825185,24636,821928,24556
A1310,경북,성주군,시군구,2022,2.068052100102444,32.649374710514124,14131,6833,183987,9601,354399,10819,352450,10795
A1311,경북,안동시,시군구,2022,2.3345811444210263,36.17934413405521,74214,31789,914308,43700,1763089,48728,1757484,48577
A1312,경북,영덕군,시군구,2022,1.975609756097561,32.61015188887446,9477,4797,127282,6867,252831,7729,251196,7703
A1313,경북,영양군,시군구,2022,2.011703511053316,34.937517590768365,4641,2307,63171,3189,124548,3562,124133,3553
A1314,경북,영주시,시군구,2022,2.5192348565356006,36.82354570637119,47412,18820,562403,26020,1067862,29237,1063464,28880
A1315,경북,영천시,시군구,2022,2.1416629123492017,33.46940642149751,42784,19977,548507,28211,1066343,31809,1061181,31706
A1316,경북,예천군,시군구,2022,2.513408876298395,38.67057790048315,26617,10590,321537,14419,619178,15979,616293,15937
A1317,경북,울릉군,시군구,2022,2.523809523809524,40.7035703570357,6095,2415,73329,3102,136570,3338,135665,3333
A1318,경북,울진군,시군구,2022,3.2824050241943787,42.04172962083603,31882,9713,327922,12615,588239,13941,584338,13899
A1319,경북,의성군,시군구,2022,1.943813596814629,32.30895712209303,13181,6781,180656,9858,357055,11028,355657,11008
A1320,경북,청도군,시군구,2022,2.709615691277308,33.43091946243836,16992,6271,182411,9162,347388,10366,345776,10343
A1321,경북,청송군,시군구,2022,1.9370381318356489,32.273947750362844,6553,3383,90550,4800,178639,5535,177894,5512
A1322,경북,칠곡군,시군구,2022,2.529794268919912,35.91899648434698,68861,27220,797908,37730,1509764,41919,1501881,41813
A1323,경북,포항시,시군구,2022,3.954558237250004,43.93148668081901,478114,120902,4371010,158536,7737122,175805,7698378,175236
A1401,부산,강서구,시군구,2022,3.5167749312702234,42.4704126310203,144550,41103,1417393,54937,2578223,60369,2560796,60296
A1402,부산,금정구,시군구,2022,3.870701058201058,38.82843514186292,187280,48384,1658918,67934,2999238,77256,2979267,76729
A1403,부산,기장군,시군구,2022,2.83001896241552,37.20893501118398,116410,41134,1283743,58382,2465999,65882,2445334,65719
A1404,부산,남구,시군구,2022,4.418288040141055,40.67735792984272,251838,56999,2080248,80278,3724831,91341,3695660,90853
A1405,부산,동구,시군구,2022,2.246017978236871,31.997966164370897,42726,19023,526140,27876,1053870,32638,1038366,32451
A1406,부산,동래구,시군구,2022,3.9184013449488,41.26105125564446,256381,65430,2305904,90254,4196023,101296,4166706,100984
A1407,부산,부산진구,시군구,2022,2.712412871537434,35.262501770789065,225312,83067,2466215,118901,4763523,134763,4729442,134121
A1408,부산,북구,시군구,2022,2.6172845128578803,36.08790018377019,172411,65874,1948546,92648,3754948,103778,3731128,103390
A1409,부산,사상구,시군구,2022,1.6819591970907894,31.239772053910254,81866,48673,1222064,69827,2494904,79623,2477845,79317
A1410,부산,사하구,시군구,2022,2.129424562773702,33.64926523750207,152684,71702,1966774,101963,3898812,115176,3862902,114799
A1411,부산,서구,시군구,2022,3.096410946612831,36.41809510450273,69019,22290,695242,31362,1314668,35771,1298123,35645
A1412,부산,수영구,시군구,2022,3.683970856102004,37.75170239020154,149665,40626,1359912,58344,2498343,65854,2478135,65643
A1413,부산,연제구,시군구,2022,3.4255091324671048,39.293043697635206,166353,48563,1609329,67252,2979170,75593,2959277,75313
A1414,부산,영도구,시군구,2022,2.1596092749774765,32.14961814723334,45544,21089,575328,30873,1157998,35388,1132406,35223
A1415,부산,중구,시군구,2022,1.607739454392501,27.221688675470187,13378,8321,199078,12643,416497,15071,408162,14994
A1416,부산,해운대구,시군구,2022,6.924906297262345,47.92735855855856,631870,91246,4066401,124310,6694445,139103,6649921,138750
A1501,울산,남구,시군구,2022,5.800616905944524,50.29525611525788,511510,88182,3834664,113422,6297706,125073,6273277,124729
A1502,울산,동구,시군구,2022,3.7706563174574015,44.0604237758908,164197,43546,1589423,57260,2788997,63165,2776027,63005
A1503,울산,북구,시군구,2022,4.7554859404041006,49.92138154344307,317267,66716,2738951,84887,4640420,92823,4625216,92650
A1504,울산,울주군,시군구,2022,4.1245964265792185,43.60849358787695,244007,59159,2163070,77726,3761252,86142,3743920,85853
A1505,울산,중구,시군구,2022,4.897567602776692,47.10985235038043,263161,53733,2168404,70036,3661529,77602,3646915,77413
A1601,경남,거제시,시군구,2022,2.826290481221085,39.0624119209888,155169,54902,1807922,76668,3398924,86757,3381633,86570
A1602,경남,거창군,시군구,2022,2.249859786876052,34.55110465116279,24069,10698,306927,15403,597126,17248,594279,17200
A1603,경남,고성군,시군구,2022,2.6284848484848484,33.40540936744118,21685,8250,237121,12155,458470,13680,455750,13643
A1604,경남,김해시,시군구,2022,2.654809848117458,37.18349202576257,377729,142281,4296712,196430,8177157,219361,8134521,218767
A1605,경남,남해군,시군구,2022,2.26803787136794,31.941090979556243,13894,6126,167495,9088,332680,10351,329664,10321
A1606,경남,밀양시,시군구,2022,2.243869976964423,33.343472630215736,43834,19535,545987,27972,1060686,31713,1055621,31659
A1607,경남,사천시,시군구,2022,3.052537809802834,38.68546817839815,77101,25258,815719,34628,1499885,38602,1491054,38543
A1608,경남,산청군,시군구,2022,2.346830985915493,32.85036669032411,11997,5112,144837,7448,278888,8478,277717,8454
A1609,경남,양산시,시군구,2022,2.4327328735016405,36.70782778864971,217968,89598,2626781,124016,5097291,138397,5064579,137970
A1610,경남,의령군,시군구,2022,2.0280936454849496,34.294413327588686,9096,4485,123815,6281,239822,6978,238792,6963
A1611,경남,진주시,시군구,2022,3.173218042170148,39.53811407794205,259455,81764,2677762,111911,4958772,125012,4936808,124862
A1612,경남,창녕군,시군구,2022,1.940382142200992,32.75113148427527,21123,10886,291453,15378,567065,17270,564433,17234
A1613,경남,창원시,시군구,2022,3.4262614866709127,41.20716598412159,941451,274775,9247489,367095,16829196,406452,16723269,405834
A1614,경남,통영시,시군구,2022,2.020964962665135,32.46453679555505,42222,20892,571778,30800,1154091,35377,1145219,35276
A1615,경남,하동군,시군구,2022,2.1662018047579985,33.43528458578084,13203,6095,169765,8748,331598,9906,330140,9874
A1616,경남,함안군,시군구,2022,2.3239575971731448,35.010665548879885,32884,14150,397151,19314,755597,21517,751714,21471
