연월,시도,기타대출_잔액,주담대_잔액,주담대_증감률,주담대_비중,연도,월
2008-07,전북,3177.4,2892.8,1.5409456281371803,47.6557609304471,2008,7
2008-07,제주,1475.5,572.3,-0.6940829429116779,27.94706514308038,2008,7
2008-07,충남,3659.8,5465.0,0.3175652110064764,59.89172365421709,2008,7
2008-07,충북,2095.0,3208.0,-0.15561780267662195,60.494059966056945,2008,7
2008-08,강원,2680.0,2576.8,-0.3056447556776254,49.018414244407246,2008,8
2008-08,경기,24854.3,71987.7,0.27818019724745735,74.33520579913674,2008,8
2008-08,경남,4969.9,7804.3,1.274315152930794,61.094236821092515,2008,8
2008-08,경북,3430.7,3624.7,0.2738740732543876,51.374833460895196,2008,8
2008-08,광주,2830.4,4006.0,0.12246632176151628,58.59809256333743,2008,8
2008-08,대구,4735.3,9094.5,-0.46187354296409744,65.76017006753533,2008,8
2008-08,대전,3647.2,4939.1,0.13989700336565214,57.523030874765624,2008,8
2008-08,부산,7670.5,14442.4,0.477257231908057,65.31210289016818,2008,8
2008-08,서울,56096.7,99405.5,0.0892093893385848,63.925462147802406,2008,8
2008-08,울산,1813.3,3821.0,-0.48442546098551587,67.8167651704737,2008,8
2008-08,인천,4580.8,15604.8,0.26407602305362765,77.30659480025365,2008,8
2008-08,전남,2651.3,1490.2,-1.383098405135319,35.982132077749604,2008,8
2008-08,전북,3198.9,2916.8,0.829646017699126,47.69364095688147,2008,8
2008-08,제주,1490.4,566.8,-0.9610344225056799,27.55201244409878,2008,8
2008-08,충남,3703.1,5524.9,1.0960658737419804,59.87104464672734,2008,8
2008-08,충북,2121.9,3257.6,1.5461346633416362,60.55581373733618,2008,8
2008-09,강원,2688.3,2580.4,0.13970816516608586,48.976028242260895,2008,9
2008-09,경기,25218.2,72711.5,1.0054495420745546,74.24867021955546,2008,9
2008-09,경남,4975.9,7742.2,-0.7957151826557207,60.875445231599066,2008,9
2008-09,경북,3451.5,3626.9,0.060694678180261974,51.23898056057866,2008,9
2008-09,광주,2841.4,4017.1,0.2770843734398287,58.57111613326529,2008,9
2008-09,대구,4772.7,9065.7,-0.3166749134091984,65.51118626430801,2008,9
2008-09,대전,3679.2,4914.1,-0.5061650908060211,57.18524897303714,2008,9
2008-09,부산,7679.0,14439.4,-0.020772170830329895,65.28229890046295,2008,9
2008-09,서울,56686.0,99560.3,0.15572578982048224,63.72010089198913,2008,9
2008-09,울산,1808.4,3816.3,-0.12300444909708608,67.84895194410367,2008,9
2008-09,인천,4608.1,15701.6,0.6203219522198378,77.3108416175522,2008,9
2008-09,전남,2651.7,1480.3,-0.6643403569990713,35.825266214908034,2008,9
2008-09,전북,3213.1,2903.4,-0.4594075699396627,47.46832338755825,2008,9
2008-09,제주,1494.7,560.3,-1.1467889908256867,27.265206812652064,2008,9
2008-09,충남,3742.0,5606.8,1.4823797715795894,59.97347253123396,2008,9
2008-09,충북,2139.2,3263.6,0.18418467583496412,60.40571555489747,2008,9
2008-10,강원,2705.4,2579.1,-0.05037978607967952,48.80499574226511,2008,10
2008-10,경기,25466.6,72964.0,0.34726281262249525,74.12735470473612,2008,10
2008-10,경남,5028.4,7692.9,-0.6367699103614011,60.47259320981346,2008,10
2008-10,경북,3494.8,3602.0,-0.6865367117924404,50.75526998083644,2008,10
2008-10,광주,2870.3,4009.2,-0.19665928157128754,58.277491096736675,2008,10
2008-10,대구,4795.2,8940.6,-1.3799265362851254,65.08976543048094,2008,10
2008-10,대전,3724.8,4910.1,-0.081398424940482,56.86342632804086,2008,10
2008-10,부산,7746.0,14417.5,-0.15166835187057082,65.05064633293478,2008,10
2008-10,서울,57223.8,99493.3,-0.06729590007261699,63.48592463745182,2008,10
2008-10,울산,1828.9,3915.5,2.599376359300898,68.16203606991157,2008,10
2008-10,인천,4666.9,15776.6,0.47765832781372364,77.17171717171716,2008,10
2008-10,전남,2687.9,1450.6,-2.0063500641761878,35.05134710643953,2008,10
2008-10,전북,3248.5,2889.7,-0.47186057725426833,47.07731908377048,2008,10
2008-10,제주,1504.5,555.7,-0.820988756023544,26.973109406853705,2008,10
2008-10,충남,3782.3,5663.1,1.0041378326318018,59.95616914053401,2008,10
2008-10,충북,2154.5,3286.5,0.7016791273440459,60.40249954052563,2008,10
2008-11,강원,2728.3,2569.8,-0.360590903803637,48.50418074404031,2008,11
2008-11,경기,25602.5,73717.4,1.0325640041664252,74.22218508073406,2008,11
2008-11,경남,5046.8,7651.3,-0.5407583616061529,60.255471290980545,2008,11
2008-11,경북,3524.6,3596.5,-0.15269294836202096,50.50483773574307,2008,11
2008-11,광주,2897.1,4020.1,0.2718746882170997,58.11744636558145,2008,11
2008-11,대구,4837.6,8841.3,-1.1106637138447173,64.6345831901688,2008,11
2008-11,대전,3756.1,4883.8,-0.5356306388871968,56.52611720043057,2008,11
