"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~4세","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~4세","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~4세","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~4세","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~4세","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~4세","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~4세","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~4세","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~4세"
"경기도 구리시 교문2동(4131054200)","24,224","947","947","11,765","481","481","12,459","466","466","23,966","850","850","11,632","451","451","12,334","399","399","23,365","757","757","11,357","400","400","12,008","357","357"
"경기도 구리시 수택1동(4131057000)","22,523","711","711","11,219","380","380","11,304","331","331","21,847","625","625","10,855","323","323","10,992","302","302","20,692","533","533","10,321","278","278","10,371","255","255"
"경기도 구리시 수택2동(4131058000)","26,404","827","827","13,192","433","433","13,212","394","394","25,960","726","726","12,988","381","381","12,972","345","345","25,090","663","663","12,569","328","328","12,521","335","335"
"경기도 구리시 수택3동(4131059000)","23,758","1,087","1,087","12,001","557","557","11,757","530","530","23,399","953","953","11,812","491","491","11,587","462","462","22,906","837","837","11,546","430","430","11,360","407","407"
"경기도 남양주시 (4136000000)","662,154","32,484","32,484","330,749","16,726","16,726","331,405","15,758","15,758","665,321","29,622","29,622","332,152","15,239","15,239","333,169","14,383","14,383","681,828","29,124","29,124","340,030","14,935","14,935","341,798","14,189","14,189"
"경기도 남양주시 와부읍(4136025000)","69,264","2,836","2,836","34,209","1,460","1,460","35,055","1,376","1,376","68,546","2,527","2,527","33,828","1,303","1,303","34,718","1,224","1,224","66,534","2,155","2,155","32,777","1,111","1,111","33,757","1,044","1,044"
"경기도 남양주시 진접읍(4136025300)","96,312","5,217","5,217","48,577","2,725","2,725","47,735","2,492","2,492","95,719","4,527","4,527","48,369","2,372","2,372","47,350","2,155","2,155","94,738","4,020","4,020","47,901","2,117","2,117","46,837","1,903","1,903"
"경기도 남양주시 화도읍(4136025600)","93,460","4,398","4,398","46,937","2,272","2,272","46,523","2,126","2,126","94,788","4,112","4,112","47,621","2,127","2,127","47,167","1,985","1,985","97,970","3,966","3,966","49,191","2,036","2,036","48,779","1,930","1,930"
"경기도 남양주시 화도읍동부출장소(4136025700)","11,356","687","687","5,859","372","372","5,497","315","315","12,968","785","785","6,653","410","410","6,315","375","375","13,230","748","748","6,758","391","391","6,472","357","357"
"경기도 남양주시 진건읍(4136025900)","27,428","763","763","14,162","413","413","13,266","350","350","26,707","654","654","13,847","353","353","12,860","301","301","25,845","565","565","13,410","309","309","12,435","256","256"
"경기도 남양주시 오남읍(4136026200)","55,206","2,551","2,551","27,642","1,332","1,332","27,564","1,219","1,219","54,937","2,285","2,285","27,497","1,166","1,166","27,440","1,119","1,119","54,396","2,025","2,025","27,233","1,004","1,004","27,163","1,021","1,021"
"경기도 남양주시 별내면(4136031000)","21,165","771","771","10,524","400","400","10,641","371","371","20,798","670","670","10,392","348","348","10,406","322","322","20,583","612","612","10,279","304","304","10,304","308","308"
"경기도 남양주시 수동면(4136034000)","9,110","186","186","4,779","110","110","4,331","76","76","9,243","163","163","4,841","85","85","4,402","78","78","9,223","140","140","4,817","78","78","4,406","62","62"
"경기도 남양주시 조안면(4136036000)","4,413","100","100","2,306","52","52","2,107","48","48","4,384","88","88","2,286","43","43","2,098","45","45","4,363","75","75","2,264","41","41","2,099","34","34"
"경기도 남양주시 퇴계원면(4136037000)","32,192","1,291","1,291","16,126","656","656","16,066","635","635","31,737","1,142","1,142","15,806","561","561","15,931","581","581","31,094","991","991","15,494","489","489","15,600","502","502"
"경기도 남양주시 호평동(4136051000)","50,256","3,139","3,139","24,638","1,621","1,621","25,618","1,518","1,518","51,420","2,897","2,897","25,208","1,478","1,478","26,212","1,419","1,419","50,847","2,540","2,540","24,898","1,299","1,299","25,949","1,241","1,241"
"경기도 남양주시 평내동(4136052000)","41,788","2,019","2,019","20,576","1,019","1,019","21,212","1,000","1,000","40,595","1,803","1,803","19,923","927","927","20,672","876","876","36,411","1,457","1,457","17,928","762","762","18,483","695","695"
"경기도 남양주시 금곡동(4136053000)","21,912","672","672","11,190","329","329","10,722","343","343","21,430","580","580","10,913","300","300","10,517","280","280","20,674","472","472","10,498","242","242","10,176","230","230"
"경기도 남양주시 양정동(4136054000)","5,297","171","171","2,934","89","89","2,363","82","82","5,055","127","127","2,802","64","64","2,253","63","63","4,893","118","118","2,722","57","57","2,171","61","61"
"경기도 남양주시 다산1동(4136054500)","","","","","","","","","","39,717","1,616","1,616","19,346","835","835","20,371","781","781","63,847","4,193","4,193","31,207","2,137","2,137","32,640","2,056","2,056"
"경기도 남양주시 지금동(4136055000)","19,288","920","920","9,548","467","467","9,740","453","453","","","","","","","","","","","","","","","","","",""
"경기도 남양주시 도농동(4136056000)","39,181","1,732","1,732","19,062","886","886","20,119","846","846","","","","","","","","","","","","","","","","","",""
"경기도 남양주시 다산2동(4136056500)","","","","","","","","","","17,859","790","790","8,766","406","406","9,093","384","384","17,557","709","709","8,584","367","367","8,973","342","342"
"경기도 남양주시 별내동(4136057000)","64,526","5,031","5,031","31,680","2,523","2,523","32,846","2,508","2,508","69,418","4,856","4,856","34,054","2,461","2,461","35,364","2,395","2,395","69,623","4,338","4,338","34,069","2,191","2,191","35,554","2,147","2,147"
"경기도 오산시 (4137000000)","208,656","13,004","13,004","107,056","6,659","6,659","101,600","6,345","6,345","213,437","12,287","12,287","109,620","6,290","6,290","103,817","5,997","5,997","220,070","11,896","11,896","113,237","6,116","6,116","106,833","5,780","5,780"
"경기도 오산시 중앙동(4137051000)","28,205","1,460","1,460","14,161","749","749","14,044","711","711","30,301","1,706","1,706","15,262","894","894","15,039","812","812","33,262","1,902","1,902","16,778","1,003","1,003","16,484","899","899"
"경기도 오산시 남촌동(4137053000)","22,510","879","879","12,938","447","447","9,572","432","432","21,814","749","749","12,532","366","366","9,282","383","383","20,660","592","592","11,937","296","296","8,723","296","296"
"경기도 오산시 신장동(4137054000)","54,553","3,802","3,802","27,291","1,948","1,948","27,262","1,854","1,854","58,627","3,855","3,855","29,343","1,979","1,979","29,284","1,876","1,876","60,396","3,670","3,670","30,295","1,858","1,858","30,101","1,812","1,812"
"경기도 오산시 세마동(4137055000)","19,436","1,345","1,345","9,856","695","695","9,580","650","650","19,867","1,191","1,191","10,142","620","620","9,725","571","571","25,588","1,660","1,660","13,178","865","865","12,410","795","795"
"경기도 오산시 초평동(4137056000)","17,155","1,043","1,043","8,680","543","543","8,475","500","500","16,837","897","897","8,541","457","457","8,296","440","440","16,062","725","725","8,167","362","362","7,895","363","363"
"경기도 오산시 대원동(4137057000)","66,797","4,475","4,475","34,130","2,277","2,277","32,667","2,198","2,198","65,991","3,889","3,889","33,800","1,974","1,974","32,191","1,915","1,915","64,102","3,347","3,347","32,882","1,732","1,732","31,220","1,615","1,615"
"경기도 시흥시 (4139000000)","402,888","18,042","18,042","211,392","9,332","9,332","191,496","8,710","8,710","419,664","18,591","18,591","219,949","9,508","9,508","199,715","9,083","9,083","448,687","20,651","20,651","234,840","10,521","10,521","213,847","10,130","10,130"
"경기도 시흥시 대야동(4139051000)","32,877","974","974","16,771","512","512","16,106","462","462","32,007","859","859","16,294","460","460","15,713","399","399","31,598","867","867","16,127","447","447","15,471","420","420"
"경기도 시흥시 신천동(4139052000)","42,085","1,271","1,271","21,630","656","656","20,455","615","615","41,128","1,100","1,100","21,119","548","548","20,009","552","552","39,372","939","939","20,303","488","488","19,069","451","451"
"경기도 시흥시 신현동(4139053100)","11,564","372","372","6,022","178","178","5,542","194","194","11,294","352","352","5,903","167","167","5,391","185","185","10,838","302","302","5,701","137","137","5,137","165","165"
"경기도 시흥시 은행동(4139054000)","30,223","1,116","1,116","15,188","595","595","15,035","521","521","30,003","1,047","1,047","15,058","551","551","14,945","496","496","38,230","1,957","1,957","19,134","988","988","19,096","969","969"
"경기도 시흥시 매화동(4139055000)","13,788","499","499","7,150","242","242","6,638","257","257","13,491","476","476","6,995","231","231","6,496","245","245","13,048","371","371","6,788","187","187","6,260","184","184"
"경기도 시흥시 목감동(4139057000)","17,200","1,159","1,159","8,768","578","578","8,432","581","581","27,633","2,244","2,244","13,985","1,130","1,130","13,648","1,114","1,114","38,733","3,319","3,319","19,579","1,676","1,676","19,154","1,643","1,643"
"경기도 시흥시 군자동(4139058100)","25,541","1,232","1,232","13,299","648","648","12,242","584","584","25,158","1,098","1,098","13,140","561","561","12,018","537","537","23,976","917","917","12,556","476","476","11,420","441","441"
"경기도 시흥시 월곶동(4139058200)","16,335","1,024","1,024","8,498","535","535","7,837","489","489","16,136","918","918","8,395","467","467","7,741","451","451","15,627","781","781","8,172","390","390","7,455","391","391"
"경기도 시흥시 정왕본동(4139058900)","24,930","1,027","1,027","15,171","516","516","9,759","511","511","24,170","889","889","14,922","432","432","9,248","457","457","22,306","721","721","13,864","341","341","8,442","380","380"
"경기도 시흥시 정왕1동(4139059100)","27,443","1,159","1,159","15,824","576","576","11,619","583","583","26,242","1,001","1,001","15,209","511","511","11,033","490","490","24,406","829","829","14,205","413","413","10,201","416","416"
"경기도 시흥시 정왕2동(4139059200)","34,718","1,791","1,791","18,007","936","936","16,711","855","855","33,636","1,597","1,597","17,430","821","821","16,206","776","776","32,570","1,423","1,423","17,008","719","719","15,562","704","704"
"경기도 시흥시 정왕3동(4139059300)","26,298","1,332","1,332","14,671","693","693","11,627","639","639","25,762","1,158","1,158","14,384","605","605","11,378","553","553","24,254","981","981","13,596","503","503","10,658","478","478"
"경기도 시흥시 정왕4동(4139059400)","37,571","2,448","2,448","18,878","1,314","1,314","18,693","1,134","1,134","51,910","3,592","3,592","26,194","1,854","1,854","25,716","1,738","1,738","22,507","893","893","11,246","468","468","11,261","425","425"
"경기도 시흥시 배곧동(4139059500)","","","","","","","","","","","","","","","","","","","51,901","4,372","4,372","26,500","2,231","2,231","25,401","2,141","2,141"
"경기도 시흥시 과림동(4139062100)","2,150","34","34","1,306","18","18","844","16","16","2,086","26","26","1,253","13","13","833","13","13","2,079","27","27","1,254","14","14","825","13","13"
"경기도 시흥시 연성동(4139063000)","25,041","1,030","1,030","12,717","508","508","12,324","522","522","24,403","917","917","12,432","454","454","11,971","463","463","23,574","797","797","12,062","429","429","11,512","368","368"
"경기도 시흥시 장곡동(4139063100)","18,993","924","924","9,518","481","481","9,475","443","443","18,662","802","802","9,367","428","428","9,295","374","374","18,132","714","714","9,083","384","384","9,049","330","330"
"경기도 시흥시 능곡동(4139064000)","16,131","650","650","7,974","346","346","8,157","304","304","15,943","515","515","7,869","275","275","8,074","240","240","15,536","441","441","7,662","230","230","7,874","211","211"
"경기도 군포시 (4141000000)","284,890","13,844","13,844","141,647","7,055","7,055","143,243","6,789","6,789","281,205","12,400","12,400","139,692","6,315","6,315","141,513","6,085","6,085","276,916","11,080","11,080","137,536","5,718","5,718","139,380","5,362","5,362"
"경기도 군포시 군포1동(4141051000)","34,760","1,403","1,403","18,228","698","698","16,532","705","705","34,307","1,270","1,270","18,001","637","637","16,306","633","633","33,173","1,112","1,112","17,398","568","568","15,775","544","544"
"경기도 군포시 군포2동(4141052000)","56,775","3,049","3,049","28,311","1,580","1,580","28,464","1,469","1,469","56,756","2,755","2,755","28,299","1,431","1,431","28,457","1,324","1,324","55,482","2,485","2,485","27,652","1,282","1,282","27,830","1,203","1,203"
"경기도 군포시 산본1동(4141054000)","18,981","739","739","9,487","363","363","9,494","376","376","18,397","641","641","9,185","315","315","9,212","326","326","17,487","520","520","8,743","271","271","8,744","249","249"
"경기도 군포시 산본2동(4141055000)","29,971","1,590","1,590","14,626","837","837","15,345","753","753","29,476","1,391","1,391","14,365","737","737","15,111","654","654","28,581","1,222","1,222","13,905","642","642","14,676","580","580"
"경기도 군포시 금정동(4141056000)","19,427","657","657","10,047","343","343","9,380","314","314","19,010","566","566","9,796","292","292","9,214","274","274","18,210","482","482","9,412","264","264","8,798","218","218"
"경기도 군포시 재궁동(4141057000)","21,801","1,136","1,136","10,440","572","572","11,361","564","564","21,411","1,084","1,084","10,227","542","542","11,184","542","542","20,590","930","930","9,838","485","485","10,752","445","445"
"경기도 군포시 오금동(4141058000)","24,700","1,675","1,675","12,194","844","844","12,506","831","831","24,343","1,488","1,488","11,988","746","746","12,355","742","742","23,513","1,270","1,270","11,539","646","646","11,974","624","624"
"경기도 군포시 수리동(4141059000)","19,079","989","989","9,189","480","480","9,890","509","509","18,655","876","876","8,953","407","407","9,702","469","469","17,984","710","710","8,631","344","344","9,353","366","366"
"경기도 군포시 궁내동(4141060000)","22,387","923","923","10,914","475","475","11,473","448","448","22,209","838","838","10,817","450","450","11,392","388","388","21,620","723","723","10,566","391","391","11,054","332","332"
"경기도 군포시 대야동(4141061000)","10,075","442","442","5,154","234","234","4,921","208","208","10,026","401","401","5,125","205","205","4,901","196","196","13,842","651","651","7,016","309","309","6,826","342","342"
"경기도 군포시 광정동(4141062000)","26,934","1,241","1,241","13,057","629","629","13,877","612","612","26,615","1,090","1,090","12,936","553","553","13,679","537","537","26,434","975","975","12,836","516","516","13,598","459","459"
"경기도 의왕시 (4143000000)","156,763","6,892","6,892","78,304","3,544","3,544","78,459","3,348","3,348","155,767","6,167","6,167","77,736","3,139","3,139","78,031","3,028","3,028","153,932","5,607","5,607","76,834","2,906","2,906","77,098","2,701","2,701"
"경기도 의왕시 고천동(4143051000)","12,630","479","479","6,391","239","239","6,239","240","240","12,567","440","440","6,333","222","222","6,234","218","218","12,396","430","430","6,260","236","236","6,136","194","194"
"경기도 의왕시 부곡동(4143052000)","26,410","1,048","1,048","13,511","552","552","12,899","496","496","26,603","955","955","13,546","482","482","13,057","473","473","26,193","854","854","13,328","438","438","12,865","416","416"
"경기도 의왕시 오전동(4143053000)","39,967","1,730","1,730","19,944","896","896","20,023","834","834","39,409","1,496","1,496","19,705","755","755","19,704","741","741","39,421","1,368","1,368","19,704","688","688","19,717","680","680"
"경기도 의왕시 내손1동(4143054000)","22,794","968","968","11,183","488","488","11,611","480","480","22,397","849","849","10,980","429","429","11,417","420","420","21,794","719","719","10,723","377","377","11,071","342","342"
"경기도 의왕시 내손2동(4143055000)","33,399","1,672","1,672","16,560","843","843","16,839","829","829","33,252","1,524","1,524","16,463","759","759","16,789","765","765","32,417","1,408","1,408","16,030","715","715","16,387","693","693"
"경기도 의왕시 청계동(4143056000)","21,563","995","995","10,715","526","526","10,848","469","469","21,539","903","903","10,709","492","492","10,830","411","411","21,711","828","828","10,789","452","452","10,922","376","376"
"경기도 하남시 (4145000000)","211,101","11,847","11,847","106,472","6,107","6,107","104,629","5,740","5,740","232,487","12,763","12,763","116,889","6,543","6,543","115,598","6,220","6,220","254,415","13,620","13,620","127,865","6,965","6,965","126,550","6,655","6,655"
"경기도 하남시 천현동(4145051000)","8,110","269","269","4,352","128","128","3,758","141","141","8,037","230","230","4,328","108","108","3,709","122","122","7,713","193","193","4,218","100","100","3,495","93","93"
"경기도 하남시 신장1동(4145052000)","6,750","205","205","3,484","109","109","3,266","96","96","6,606","202","202","3,413","87","87","3,193","115","115","6,338","170","170","3,274","78","78","3,064","92","92"
"경기도 하남시 신장2동(4145053000)","43,641","1,953","1,953","21,679","999","999","21,962","954","954","45,178","2,018","2,018","22,397","1,002","1,002","22,781","1,016","1,016","45,384","1,943","1,943","22,421","975","975","22,963","968","968"
"경기도 하남시 덕풍1동(4145054000)","17,702","728","728","8,952","370","370","8,750","358","358","17,589","670","670","8,871","342","342","8,718","328","328","16,859","596","596","8,524","316","316","8,335","280","280"
"경기도 하남시 덕풍2동(4145055000)","20,654","686","686","10,364","347","347","10,290","339","339","20,274","638","638","10,209","314","314","10,065","324","324","19,339","580","580","9,755","277","277","9,584","303","303"
"경기도 하남시 덕풍3동(4145056000)","27,045","1,133","1,133","13,450","618","618","13,595","515","515","27,106","1,079","1,079","13,531","586","586","13,575","493","493","26,545","1,009","1,009","13,214","528","528","13,331","481","481"
"경기도 하남시 풍산동(4145057000)","5,106","486","486","2,540","244","244","2,566","242","242","10,746","951","951","5,246","475","475","5,500","476","476","20,751","1,915","1,915","10,298","987","987","10,453","928","928"
"경기도 하남시 감북동(4145058000)","4,077","89","89","2,269","52","52","1,808","37","37","3,984","90","90","2,238","56","56","1,746","34","34","3,998","84","84","2,226","48","48","1,772","36","36"
"경기도 하남시 위례동(4145058500)","14,679","997","997","7,244","495","495","7,435","502","502","17,323","1,122","1,122","8,468","561","561","8,855","561","561","19,259","1,225","1,225","9,413","602","602","9,846","623","623"
"경기도 하남시 춘궁동(4145059000)","3,951","88","88","2,222","46","46","1,729","42","42","3,900","77","77","2,201","40","40","1,699","37","37","3,989","75","75","2,235","35","35","1,754","40","40"
"경기도 하남시 초이동(4145060000)","3,819","99","99","2,207","62","62","1,612","37","37","3,942","101","101","2,277","63","63","1,665","38","38","3,864","93","93","2,193","44","44","1,671","49","49"
"경기도 하남시 미사1동(4145061000)","20,950","1,934","1,934","10,471","1,032","1,032","10,479","902","902","27,335","2,348","2,348","13,621","1,235","1,235","13,714","1,113","1,113","32,691","2,244","2,244","16,557","1,197","1,197","16,134","1,047","1,047"
"경기도 하남시 미사2동(4145062000)","34,617","3,180","3,180","17,238","1,605","1,605","17,379","1,575","1,575","40,467","3,237","3,237","20,089","1,674","1,674","20,378","1,563","1,563","47,685","3,493","3,493","23,537","1,778","1,778","24,148","1,715","1,715"
"경기도 용인시 (4146000000)","991,126","51,390","51,390","492,374","26,342","26,342","498,752","25,048","25,048","1,004,081","47,768","47,768","498,923","24,515","24,515","505,158","23,253","23,253","1,035,126","47,064","47,064","514,127","24,089","24,089","520,999","22,975","22,975"
"경기도 용인시 처인구 (4146100000)","226,130","9,748","9,748","115,841","4,975","4,975","110,289","4,773","4,773","231,553","9,455","9,455","118,742","4,905","4,905","112,811","4,550","4,550","249,118","10,425","10,425","127,616","5,385","5,385","121,502","5,040","5,040"
"경기도 용인시 처인구 포곡읍(4146125000)","34,937","1,571","1,571","17,823","810","810","17,114","761","761","34,433","1,375","1,375","17,675","725","725","16,758","650","650","33,404","1,167","1,167","17,211","612","612","16,193","555","555"
"경기도 용인시 처인구 모현읍(4146125300)","","","","","","","","","","26,461","1,090","1,090","13,928","594","594","12,533","496","496","26,107","957","957","13,689","511","511","12,418","446","446"
"경기도 용인시 처인구 이동읍(4146125600)","","","","","","","","","","21,086","900","900","10,732","456","456","10,354","444","444","20,397","786","786","10,408","404","404","9,989","382","382"
"경기도 용인시 처인구 모현면(4146131000)","26,228","1,190","1,190","13,805","636","636","12,423","554","554","","","","","","","","","","","","","","","","","",""
"경기도 용인시 처인구 남사면(4146132000)","7,052","127","127","3,722","67","67","3,330","60","60","6,901","114","114","3,683","66","66","3,218","48","48","20,351","1,336","1,336","10,306","682","682","10,045","654","654"
"경기도 용인시 처인구 이동면(4146133000)","21,356","1,031","1,031","10,838","514","514","10,518","517","517","","","","","","","","","","","","","","","","","",""
"경기도 용인시 처인구 원삼면(4146134000)","7,847","177","177","4,070","99","99","3,777","78","78","7,863","168","168","4,079","88","88","3,784","80","80","7,959","147","147","4,147","76","76","3,812","71","71"
"경기도 용인시 처인구 백암면(4146135000)","9,054","145","145","4,721","79","79","4,333","66","66","8,790","148","148","4,624","81","81","4,166","67","67","8,606","135","135","4,575","76","76","4,031","59","59"
"경기도 용인시 처인구 양지면(4146136000)","17,965","676","676","9,485","366","366","8,480","310","310","18,267","613","613","9,613","324","324","8,654","289","289","17,976","578","578","9,465","300","300","8,511","278","278"
"경기도 용인시 처인구 중앙동(4146151000)","24,599","962","962","12,407","485","485","12,192","477","477","24,841","862","862","12,518","423","423","12,323","439","439","24,662","805","805","12,441","390","390","12,221","415","415"
"경기도 용인시 처인구 역삼동(4146152000)","29,798","1,696","1,696","14,982","845","845","14,816","851","851","36,013","2,211","2,211","18,114","1,155","1,155","17,899","1,056","1,056","42,276","2,705","2,705","21,325","1,417","1,417","20,951","1,288","1,288"
"경기도 용인시 처인구 유림동(4146153000)","33,055","1,692","1,692","16,717","832","832","16,338","860","860","32,808","1,530","1,530","16,555","760","760","16,253","770","770","33,814","1,437","1,437","17,085","723","723","16,729","714","714"
"경기도 용인시 처인구 동부동(4146154000)","14,239","481","481","7,271","242","242","6,968","239","239","14,090","444","444","7,221","233","233","6,869","211","211","13,566","372","372","6,964","194","194","6,602","178","178"
"경기도 용인시 기흥구 (4146300000)","417,163","24,104","24,104","206,316","12,290","12,290","210,847","11,814","11,814","419,429","21,785","21,785","207,548","11,141","11,141","211,881","10,644","10,644","427,719","20,729","20,729","211,619","10,682","10,682","216,100","10,047","10,047"
"경기도 용인시 기흥구 신갈동(4146351000)","36,545","1,923","1,923","18,148","979","979","18,397","944","944","36,314","1,786","1,786","18,011","909","909","18,303","877","877","35,965","1,664","1,664","17,966","863","863","17,999","801","801"
"경기도 용인시 기흥구 영덕동(4146351500)","45,028","3,416","3,416","22,292","1,699","1,699","22,736","1,717","1,717","44,921","3,030","3,030","22,313","1,524","1,524","22,608","1,506","1,506","44,241","2,648","2,648","21,945","1,334","1,334","22,296","1,314","1,314"
"경기도 용인시 기흥구 구갈동(4146352000)","27,189","1,120","1,120","13,651","559","559","13,538","561","561","27,309","1,081","1,081","13,732","551","551","13,577","530","530","39,484","2,287","2,287","19,770","1,189","1,189","19,714","1,098","1,098"
"경기도 용인시 기흥구 상갈동(4146353000)","46,753","2,341","2,341","23,522","1,238","1,238","23,231","1,103","1,103","46,186","2,082","2,082","23,276","1,090","1,090","22,910","992","992","45,235","1,800","1,800","22,803","954","954","22,432","846","846"
"경기도 용인시 기흥구 기흥동(4146354000)","22,705","1,353","1,353","11,307","690","690","11,398","663","663","22,471","1,245","1,245","11,141","642","642","11,330","603","603","21,854","1,059","1,059","10,891","566","566","10,963","493","493"
"경기도 용인시 기흥구 서농동(4146355000)","24,008","2,117","2,117","12,304","1,112","1,112","11,704","1,005","1,005","25,667","2,038","2,038","13,143","1,064","1,064","12,524","974","974","25,922","1,846","1,846","13,225","948","948","12,697","898","898"
"경기도 용인시 기흥구 구성동(4146356000)","40,894","2,227","2,227","19,823","1,127","1,127","21,071","1,100","1,100","40,565","1,893","1,893","19,659","968","968","20,906","925","925","39,941","1,704","1,704","19,352","868","868","20,589","836","836"
"경기도 용인시 기흥구 마북동(4146357000)","32,144","1,631","1,631","15,763","849","849","16,381","782","782","32,931","1,528","1,528","16,163","783","783","16,768","745","745","32,601","1,365","1,365","15,959","708","708","16,642","657","657"
"경기도 용인시 기흥구 동백동(4146358500)","79,937","4,768","4,768","39,185","2,417","2,417","40,752","2,351","2,351","81,180","4,261","4,261","39,767","2,157","2,157","41,413","2,104","2,104","80,973","3,838","3,838","39,605","1,957","1,957","41,368","1,881","1,881"
"경기도 용인시 기흥구 상하동(4146358600)","25,333","1,373","1,373","12,373","693","693","12,960","680","680","25,261","1,175","1,175","12,366","605","605","12,895","570","570","25,092","1,017","1,017","12,263","528","528","12,829","489","489"
"경기도 용인시 기흥구 보정동(4146359000)","36,627","1,835","1,835","17,948","927","927","18,679","908","908","36,624","1,666","1,666","17,977","848","848","18,647","818","818","36,411","1,501","1,501","17,840","767","767","18,571","734","734"
"경기도 용인시 수지구 (4146500000)","347,833","17,538","17,538","170,217","9,077","9,077","177,616","8,461","8,461","353,099","16,528","16,528","172,633","8,469","8,469","180,466","8,059","8,059","358,289","15,910","15,910","174,892","8,022","8,022","183,397","7,888","7,888"
"경기도 용인시 수지구 풍덕천1동(4146551000)","37,501","1,988","1,988","18,753","1,026","1,026","18,748","962","962","36,849","1,798","1,798","18,416","901","901","18,433","897","897","35,755","1,581","1,581","17,864","785","785","17,891","796","796"
"경기도 용인시 수지구 풍덕천2동(4146552000)","39,871","2,124","2,124","19,570","1,126","1,126","20,301","998","998","42,894","2,318","2,318","21,046","1,226","1,226","21,848","1,092","1,092","42,956","2,167","2,167","20,979","1,091","1,091","21,977","1,076","1,076"
"경기도 용인시 수지구 신봉동(4146553000)","37,067","1,708","1,708","18,037","850","850","19,030","858","858","37,944","1,600","1,600","18,434","792","792","19,510","808","808","38,037","1,469","1,469","18,431","702","702","19,606","767","767"
"경기도 용인시 수지구 죽전1동(4146554000)","59,395","3,168","3,168","29,035","1,636","1,636","30,360","1,532","1,532","59,116","2,879","2,879","28,867","1,493","1,493","30,249","1,386","1,386","57,859","2,555","2,555","28,194","1,297","1,297","29,665","1,258","1,258"
"경기도 용인시 수지구 죽전2동(4146555000)","19,589","1,165","1,165","9,694","586","586","9,895","579","579","19,352","1,085","1,085","9,521","545","545","9,831","540","540","19,011","950","950","9,414","495","495","9,597","455","455"
"경기도 용인시 수지구 동천동(4146556000)","36,270","1,841","1,841","17,892","965","965","18,378","876","876","36,543","1,727","1,727","18,035","913","913","18,508","814","814","41,013","2,076","2,076","20,174","1,056","1,056","20,839","1,020","1,020"
"경기도 용인시 수지구 상현1동(4146557000)","47,359","2,307","2,307","23,054","1,195","1,195","24,305","1,112","1,112","47,958","2,141","2,141","23,290","1,090","1,090","24,668","1,051","1,051","49,568","2,172","2,172","24,056","1,097","1,097","25,512","1,075","1,075"
"경기도 용인시 수지구 상현2동(4146558000)","33,105","1,609","1,609","16,082","851","851","17,023","758","758","33,766","1,479","1,479","16,434","754","754","17,332","725","725","33,365","1,405","1,405","16,258","718","718","17,107","687","687"
"경기도 용인시 수지구 성복동(4146559000)","37,676","1,628","1,628","18,100","842","842","19,576","786","786","38,677","1,501","1,501","18,590","755","755","20,087","746","746","40,725","1,535","1,535","19,522","781","781","21,203","754","754"
"경기도 파주시 (4148000000)","430,781","22,908","22,908","218,565","11,699","11,699","212,216","11,209","11,209","437,848","21,675","21,675","222,312","11,026","11,026","215,536","10,649","10,649","451,848","21,516","21,516","229,250","10,973","10,973","222,598","10,543","10,543"
"경기도 파주시 문산읍(4148025000)","50,553","3,361","3,361","25,742","1,723","1,723","24,811","1,638","1,638","50,432","3,082","3,082","25,716","1,569","1,569","24,716","1,513","1,513","49,400","2,739","2,739","25,181","1,398","1,398","24,219","1,341","1,341"
"경기도 파주시 파주읍(4148025300)","13,548","343","343","7,246","199","199","6,302","144","144","13,733","322","322","7,337","174","174","6,396","148","148","13,465","260","260","7,175","140","140","6,290","120","120"
"경기도 파주시 법원읍(4148025600)","12,014","247","247","6,287","131","131","5,727","116","116","11,830","226","226","6,226","121","121","5,604","105","105","11,445","186","186","6,055","100","100","5,390","86","86"
"경기도 파주시 조리읍(4148026200)","31,341","998","998","15,819","511","511","15,522","487","487","31,151","957","957","15,766","493","493","15,385","464","464","31,176","933","933","15,844","456","456","15,332","477","477"
"경기도 파주시 월롱면(4148031000)","12,265","150","150","7,462","72","72","4,803","78","78","11,922","130","130","7,380","62","62","4,542","68","68","10,527","95","95","6,595","40","40","3,932","55","55"
"경기도 파주시 탄현면(4148032000)","13,953","424","424","7,474","230","230","6,479","194","194","14,085","409","409","7,583","222","222","6,502","187","187","13,930","362","362","7,481","193","193","6,449","169","169"
"경기도 파주시 광탄면(4148035000)","12,432","294","294","6,675","147","147","5,757","147","147","12,107","290","290","6,513","149","149","5,594","141","141","11,866","279","279","6,402","137","137","5,464","142","142"
"경기도 파주시 파평면(4148036000)","4,102","51","51","2,105","23","23","1,997","28","28","4,062","53","53","2,089","26","26","1,973","27","27","4,035","42","42","2,081","21","21","1,954","21","21"
"경기도 파주시 적성면(4148037000)","7,968","362","362","4,162","180","180","3,806","182","182","7,902","352","352","4,138","179","179","3,764","173","173","7,683","306","306","4,036","158","158","3,647","148","148"
