"행정구역","2013년_계_총인구수","2013년_계_연령구간인구수","2013년_계_0~4세","2013년_남_총인구수","2013년_남_연령구간인구수","2013년_남_0~4세","2013년_여_총인구수","2013년_여_연령구간인구수","2013년_여_0~4세","2014년_계_총인구수","2014년_계_연령구간인구수","2014년_계_0~4세","2014년_남_총인구수","2014년_남_연령구간인구수","2014년_남_0~4세","2014년_여_총인구수","2014년_여_연령구간인구수","2014년_여_0~4세","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_0~4세","2015년_남_총인구수","2015년_남_연령구간인구수","2015년_남_0~4세","2015년_여_총인구수","2015년_여_연령구간인구수","2015년_여_0~4세"
"충청북도 음성군 감곡면(4377037000)","11,085","432","432","5,639","226","226","5,446","206","206","10,981","401","401","5,596","202","202","5,385","199","199","10,995","399","399","5,592","200","200","5,403","199","199"
"충청북도 단양군 (4380000000)","31,171","793","793","15,663","424","424","15,508","369","369","30,948","748","748","15,566","410","410","15,382","338","338","30,761","741","741","15,496","385","385","15,265","356","356"
"충청북도 단양군 단양읍(4380025000)","11,240","375","375","5,627","197","197","5,613","178","178","11,043","359","359","5,561","193","193","5,482","166","166","11,006","361","361","5,546","184","184","5,460","177","177"
"충청북도 단양군 매포읍(4380025300)","6,535","227","227","3,362","121","121","3,173","106","106","6,461","207","207","3,331","120","120","3,130","87","87","6,375","207","207","3,292","112","112","3,083","95","95"
"충청북도 단양군 대강면(4380031000)","2,540","31","31","1,263","15","15","1,277","16","16","2,542","26","26","1,251","10","10","1,291","16","16","2,520","30","30","1,226","11","11","1,294","19","19"
"충청북도 단양군 가곡면(4380032000)","2,120","33","33","1,091","13","13","1,029","20","20","2,121","32","32","1,102","15","15","1,019","17","17","2,146","31","31","1,120","21","21","1,026","10","10"
"충청북도 단양군 영춘면(4380033000)","3,502","65","65","1,672","42","42","1,830","23","23","3,470","64","64","1,639","39","39","1,831","25","25","3,454","52","52","1,653","30","30","1,801","22","22"
"충청북도 단양군 어상천면(4380034000)","1,857","28","28","948","15","15","909","13","13","1,865","22","22","963","11","11","902","11","11","1,827","26","26","965","13","13","862","13","13"
"충청북도 단양군 적성면(4380035000)","1,565","15","15","814","11","11","751","4","4","1,568","18","18","808","12","12","760","6","6","1,568","14","14","795","6","6","773","8","8"
"충청북도 단양군 단성면(4380036000)","1,812","19","19","886","10","10","926","9","9","1,878","20","20","911","10","10","967","10","10","1,865","20","20","899","8","8","966","12","12"
"충청남도  (4400000000)","2,047,631","98,875","98,875","1,037,421","50,878","50,878","1,010,210","47,997","47,997","2,062,273","98,147","98,147","1,045,892","50,585","50,585","1,016,381","47,562","47,562","2,077,649","97,179","97,179","1,054,439","49,975","49,975","1,023,210","47,204","47,204"
"충청남도 천안시 (4413000000)","591,089","32,865","32,865","300,141","16,888","16,888","290,948","15,977","15,977","598,346","32,486","32,486","304,099","16,690","16,690","294,247","15,796","15,796","605,776","32,474","32,474","307,821","16,704","16,704","297,955","15,770","15,770"
"충청남도 천안시 동남구 (4413100000)","260,575","13,852","13,852","131,898","7,197","7,197","128,677","6,655","6,655","261,768","13,384","13,384","132,641","6,935","6,935","129,127","6,449","6,449","261,474","12,845","12,845","132,345","6,637","6,637","129,129","6,208","6,208"
"충청남도 천안시 동남구 목천읍(4413125000)","26,919","1,659","1,659","13,728","871","871","13,191","788","788","27,457","1,543","1,543","14,008","797","797","13,449","746","746","27,088","1,456","1,456","13,815","758","758","13,273","698","698"
"충청남도 천안시 동남구 풍세면(4413131000)","4,765","131","131","2,522","72","72","2,243","59","59","4,642","114","114","2,456","60","60","2,186","54","54","4,512","100","100","2,415","56","56","2,097","44","44"
"충청남도 천안시 동남구 광덕면(4413132000)","4,442","68","68","2,268","46","46","2,174","22","22","4,465","69","69","2,271","41","41","2,194","28","28","4,530","64","64","2,292","34","34","2,238","30","30"
"충청남도 천안시 동남구 북면(4413133000)","4,908","120","120","2,544","64","64","2,364","56","56","4,965","120","120","2,563","53","53","2,402","67","67","4,866","99","99","2,514","47","47","2,352","52","52"
"충청남도 천안시 동남구 성남면(4413134000)","3,733","75","75","1,935","38","38","1,798","37","37","3,701","73","73","1,923","38","38","1,778","35","35","3,683","60","60","1,920","32","32","1,763","28","28"
"충청남도 천안시 동남구 수신면(4413135000)","2,527","50","50","1,317","26","26","1,210","24","24","2,474","43","43","1,295","22","22","1,179","21","21","2,488","45","45","1,303","22","22","1,185","23","23"
"충청남도 천안시 동남구 병천면(4413136000)","6,655","207","207","3,490","102","102","3,165","105","105","6,649","223","223","3,458","113","113","3,191","110","110","6,542","181","181","3,416","90","90","3,126","91","91"
"충청남도 천안시 동남구 동면(4413137000)","2,411","28","28","1,272","17","17","1,139","11","11","2,420","20","20","1,280","15","15","1,140","5","5","2,336","19","19","1,224","16","16","1,112","3","3"
"충청남도 천안시 동남구 중앙동(4413151000)","6,060","115","115","3,178","59","59","2,882","56","56","5,990","112","112","3,175","61","61","2,815","51","51","5,869","96","96","3,117","58","58","2,752","38","38"
"충청남도 천안시 동남구 문성동(4413152000)","5,108","96","96","2,747","54","54","2,361","42","42","4,947","88","88","2,660","50","50","2,287","38","38","4,583","74","74","2,480","41","41","2,103","33","33"
"충청남도 천안시 동남구 원성1동(4413153000)","10,474","306","306","5,507","163","163","4,967","143","143","10,417","280","280","5,445","142","142","4,972","138","138","10,135","261","261","5,269","132","132","4,866","129","129"
"충청남도 천안시 동남구 원성2동(4413154000)","12,799","356","356","6,531","182","182","6,268","174","174","12,614","352","352","6,438","179","179","6,176","173","173","12,325","311","311","6,264","152","152","6,061","159","159"
"충청남도 천안시 동남구 봉명동(4413155000)","21,047","895","895","10,692","463","463","10,355","432","432","20,876","889","889","10,641","462","462","10,235","427","427","19,866","828","828","10,087","419","419","9,779","409","409"
"충청남도 천안시 동남구 일봉동(4413156000)","24,596","1,425","1,425","12,278","722","722","12,318","703","703","24,645","1,306","1,306","12,322","668","668","12,323","638","638","25,943","1,419","1,419","12,961","739","739","12,982","680","680"
"충청남도 천안시 동남구 신방동(4413157000)","44,523","3,568","3,568","22,220","1,854","1,854","22,303","1,714","1,714","46,121","3,564","3,564","23,139","1,877","1,877","22,982","1,687","1,687","46,528","3,402","3,402","23,402","1,798","1,798","23,126","1,604","1,604"
"충청남도 천안시 동남구 청룡동(4413158000)","46,016","3,214","3,214","22,861","1,663","1,663","23,155","1,551","1,551","46,611","3,062","3,062","23,150","1,551","1,551","23,461","1,511","1,511","48,237","3,029","3,029","23,936","1,520","1,520","24,301","1,509","1,509"
"충청남도 천안시 동남구 신안동(4413159000)","33,592","1,539","1,539","16,808","801","801","16,784","738","738","32,774","1,526","1,526","16,417","806","806","16,357","720","720","31,943","1,401","1,401","15,930","723","723","16,013","678","678"
"충청남도 천안시 서북구 (4413300000)","330,514","19,013","19,013","168,243","9,691","9,691","162,271","9,322","9,322","336,578","19,102","19,102","171,458","9,755","9,755","165,120","9,347","9,347","344,302","19,629","19,629","175,476","10,067","10,067","168,826","9,562","9,562"
"충청남도 천안시 서북구 성환읍(4413325000)","29,419","1,306","1,306","15,184","670","670","14,235","636","636","28,949","1,187","1,187","14,968","607","607","13,981","580","580","28,421","1,088","1,088","14,739","568","568","13,682","520","520"
"충청남도 천안시 서북구 성거읍(4413325300)","20,954","1,289","1,289","10,923","649","649","10,031","640","640","20,772","1,147","1,147","10,858","559","559","9,914","588","588","20,838","1,131","1,131","10,904","568","568","9,934","563","563"
"충청남도 천안시 서북구 직산읍(4413325600)","22,266","1,259","1,259","11,948","669","669","10,318","590","590","22,063","1,239","1,239","11,811","643","643","10,252","596","596","21,762","1,132","1,132","11,659","572","572","10,103","560","560"
"충청남도 천안시 서북구 입장면(4413331000)","10,492","307","307","5,536","137","137","4,956","170","170","10,421","278","278","5,523","143","143","4,898","135","135","10,099","238","238","5,347","119","119","4,752","119","119"
"충청남도 천안시 서북구 성정1동(4413351000)","18,809","723","723","9,544","361","361","9,265","362","362","18,583","674","674","9,447","359","359","9,136","315","315","18,157","651","651","9,297","344","344","8,860","307","307"
"충청남도 천안시 서북구 성정2동(4413352000)","25,689","982","982","13,126","496","496","12,563","486","486","26,639","1,044","1,044","13,630","537","537","13,009","507","507","26,846","1,009","1,009","13,773","510","510","13,073","499","499"
"충청남도 천안시 서북구 쌍용1동(4413353000)","16,399","715","715","8,058","355","355","8,341","360","360","16,276","704","704","7,990","371","371","8,286","333","333","15,773","664","664","7,762","364","364","8,011","300","300"
"충청남도 천안시 서북구 쌍용2동(4413354000)","43,109","3,013","3,013","21,434","1,543","1,543","21,675","1,470","1,470","42,684","2,826","2,826","21,184","1,441","1,441","21,500","1,385","1,385","42,090","2,642","2,642","20,865","1,377","1,377","21,225","1,265","1,265"
"충청남도 천안시 서북구 쌍용3동(4413355000)","22,786","1,425","1,425","11,076","703","703","11,710","722","722","22,578","1,374","1,374","10,980","680","680","11,598","694","694","22,018","1,243","1,243","10,715","610","610","11,303","633","633"
"충청남도 천안시 서북구 백석동(4413356000)","31,109","2,441","2,441","15,615","1,256","1,256","15,494","1,185","1,185","32,383","2,538","2,538","16,260","1,275","1,275","16,123","1,263","1,263","37,407","3,081","3,081","18,728","1,551","1,551","18,679","1,530","1,530"
"충청남도 천안시 서북구 불당동(4413356500)","23,326","1,349","1,349","11,627","722","722","11,699","627","627","24,476","1,328","1,328","12,271","715","715","12,205","613","613","26,485","1,445","1,445","13,230","747","747","13,255","698","698"
"충청남도 천안시 서북구 부성1동(4413358000)","34,004","2,174","2,174","17,413","1,096","1,096","16,591","1,078","1,078","36,023","2,224","2,224","18,425","1,123","1,123","17,598","1,101","1,101","36,811","2,156","2,156","18,849","1,112","1,112","17,962","1,044","1,044"
"충청남도 천안시 서북구 부성2동(4413359000)","32,152","2,030","2,030","16,759","1,034","1,034","15,393","996","996","34,731","2,539","2,539","18,111","1,302","1,302","16,620","1,237","1,237","37,595","3,149","3,149","19,608","1,625","1,625","17,987","1,524","1,524"
"충청남도 공주시 (4415000000)","116,369","3,948","3,948","58,728","2,013","2,013","57,641","1,935","1,935","113,621","3,686","3,686","57,314","1,922","1,922","56,307","1,764","1,764","111,261","3,425","3,425","55,958","1,791","1,791","55,303","1,634","1,634"
"충청남도 공주시 유구읍(4415025000)","8,746","203","203","4,474","98","98","4,272","105","105","8,580","180","180","4,393","94","94","4,187","86","86","8,425","169","169","4,298","92","92","4,127","77","77"
"충청남도 공주시 이인면(4415031000)","3,896","94","94","2,006","54","54","1,890","40","40","3,794","82","82","1,930","43","43","1,864","39","39","3,710","66","66","1,888","30","30","1,822","36","36"
"충청남도 공주시 탄천면(4415032000)","3,456","57","57","1,792","28","28","1,664","29","29","3,440","48","48","1,784","31","31","1,656","17","17","3,363","48","48","1,736","23","23","1,627","25","25"
"충청남도 공주시 계룡면(4415033000)","6,402","135","135","3,338","65","65","3,064","70","70","6,306","122","122","3,289","69","69","3,017","53","53","6,228","126","126","3,234","67","67","2,994","59","59"
"충청남도 공주시 반포면(4415034000)","4,868","132","132","2,564","63","63","2,304","69","69","4,837","111","111","2,546","54","54","2,291","57","57","4,824","109","109","2,530","54","54","2,294","55","55"
"충청남도 공주시 의당면(4415036000)","5,807","269","269","2,970","127","127","2,837","142","142","5,701","235","235","2,944","109","109","2,757","126","126","5,493","195","195","2,818","90","90","2,675","105","105"
"충청남도 공주시 정안면(4415037000)","5,355","111","111","2,752","62","62","2,603","49","49","5,188","98","98","2,663","58","58","2,525","40","40","5,154","100","100","2,644","60","60","2,510","40","40"
"충청남도 공주시 우성면(4415038000)","6,244","135","135","3,221","75","75","3,023","60","60","6,102","121","121","3,153","66","66","2,949","55","55","5,901","113","113","3,060","61","61","2,841","52","52"
"충청남도 공주시 사곡면(4415039000)","3,336","70","70","1,651","42","42","1,685","28","28","3,316","66","66","1,650","38","38","1,666","28","28","3,265","56","56","1,632","33","33","1,633","23","23"
"충청남도 공주시 신풍면(4415040000)","3,473","59","59","1,644","29","29","1,829","30","30","3,418","52","52","1,608","29","29","1,810","23","23","3,506","53","53","1,598","30","30","1,908","23","23"
"충청남도 공주시 중학동(4415051000)","6,423","142","142","3,223","64","64","3,200","78","78","6,151","126","126","3,080","67","67","3,071","59","59","5,855","105","105","2,952","54","54","2,903","51","51"
"충청남도 공주시 웅진동(4415054000)","9,648","282","282","4,778","143","143","4,870","139","139","9,318","273","273","4,583","134","134","4,735","139","139","9,026","243","243","4,412","118","118","4,614","125","125"
"충청남도 공주시 금학동(4415055000)","6,171","267","267","3,152","152","152","3,019","115","115","6,110","258","258","3,101","131","131","3,009","127","127","6,045","239","239","3,054","125","125","2,991","114","114"
"충청남도 공주시 옥룡동(4415056000)","10,618","349","349","5,327","170","170","5,291","179","179","10,211","333","333","5,150","167","167","5,061","166","166","9,891","322","322","4,998","169","169","4,893","153","153"
"충청남도 공주시 신관동(4415057000)","20,481","1,073","1,073","10,161","535","535","10,320","538","538","19,945","1,003","1,003","9,856","518","518","10,089","485","485","19,484","889","889","9,591","465","465","9,893","424","424"
"충청남도 공주시 월송동(4415059000)","11,445","570","570","5,675","306","306","5,770","264","264","11,204","578","578","5,584","314","314","5,620","264","264","11,091","592","592","5,513","320","320","5,578","272","272"
"충청남도 보령시 (4418000000)","104,938","3,795","3,795","53,010","1,927","1,927","51,928","1,868","1,868","104,321","3,713","3,713","52,668","1,892","1,892","51,653","1,821","1,821","104,754","3,624","3,624","52,968","1,833","1,833","51,786","1,791","1,791"
"충청남도 보령시 웅천읍(4418025000)","7,116","131","131","3,603","68","68","3,513","63","63","7,027","126","126","3,558","62","62","3,469","64","64","7,007","115","115","3,537","58","58","3,470","57","57"
"충청남도 보령시 주포면(4418031000)","1,808","34","34","991","17","17","817","17","17","1,794","26","26","965","13","13","829","13","13","1,848","29","29","1,019","14","14","829","15","15"
"충청남도 보령시 오천면(4418032000)","2,405","53","53","1,255","23","23","1,150","30","30","2,385","44","44","1,248","16","16","1,137","28","28","2,346","41","41","1,229","16","16","1,117","25","25"
"충청남도 보령시 오천면어항출장소(4418032500)","1,840","65","65","974","34","34","866","31","31","1,833","65","65","969","33","33","864","32","32","1,847","57","57","982","31","31","865","26","26"
"충청남도 보령시 오천면원산도출장소(4418032700)","1,219","21","21","632","7","7","587","14","14","1,206","18","18","619","9","9","587","9","9","1,201","17","17","625","7","7","576","10","10"
"충청남도 보령시 천북면(4418033000)","3,963","83","83","2,038","44","44","1,925","39","39","3,893","86","86","2,001","49","49","1,892","37","37","3,886","87","87","2,011","47","47","1,875","40","40"
"충청남도 보령시 청소면(4418034000)","3,031","48","48","1,507","27","27","1,524","21","21","3,044","64","64","1,492","38","38","1,552","26","26","3,013","58","58","1,470","33","33","1,543","25","25"
"충청남도 보령시 청라면(4418035000)","4,303","83","83","2,188","45","45","2,115","38","38","4,235","71","71","2,153","39","39","2,082","32","32","4,331","82","82","2,188","43","43","2,143","39","39"
"충청남도 보령시 남포면(4418036000)","5,541","132","132","2,790","78","78","2,751","54","54","5,525","109","109","2,800","65","65","2,725","44","44","5,557","106","106","2,835","63","63","2,722","43","43"
"충청남도 보령시 주산면(4418038000)","2,829","36","36","1,384","21","21","1,445","15","15","2,764","37","37","1,352","24","24","1,412","13","13","2,699","30","30","1,312","22","22","1,387","8","8"
"충청남도 보령시 미산면(4418039000)","2,011","35","35","1,016","16","16","995","19","19","1,995","32","32","987","14","14","1,008","18","18","2,012","30","30","1,009","13","13","1,003","17","17"
"충청남도 보령시 성주면(4418040000)","2,753","58","58","1,395","32","32","1,358","26","26","2,741","67","67","1,402","38","38","1,339","29","29","2,706","56","56","1,365","27","27","1,341","29","29"
"충청남도 보령시 주교면(4418041000)","5,471","120","120","2,863","65","65","2,608","55","55","5,464","105","105","2,869","64","64","2,595","41","41","5,588","122","122","2,929","65","65","2,659","57","57"
"충청남도 보령시 대천1동(4418051500)","16,647","806","806","8,314","403","403","8,333","403","403","16,571","777","777","8,299","379","379","8,272","398","398","16,230","744","744","8,103","358","358","8,127","386","386"
"충청남도 보령시 대천2동(4418052500)","7,468","304","304","3,761","139","139","3,707","165","165","7,362","308","308","3,691","141","141","3,671","167","167","8,025","389","389","4,047","203","203","3,978","186","186"
"충청남도 보령시 대천3동(4418053500)","14,464","757","757","7,277","377","377","7,187","380","380","14,765","796","796","7,398","398","398","7,367","398","398","14,943","731","731","7,524","368","368","7,419","363","363"
"충청남도 보령시 대천4동(4418054500)","14,751","805","805","7,240","410","410","7,511","395","395","14,541","774","774","7,160","398","398","7,381","376","376","14,363","734","734","7,069","362","362","7,294","372","372"
"충청남도 보령시 대천5동(4418056500)","7,318","224","224","3,782","121","121","3,536","103","103","7,176","208","208","3,705","112","112","3,471","96","96","7,152","196","196","3,714","103","103","3,438","93","93"
"충청남도 아산시 (4420000000)","287,073","19,639","19,639","146,565","10,072","10,072","140,508","9,567","9,567","293,954","19,969","19,969","150,506","10,294","10,294","143,448","9,675","9,675","297,737","19,598","19,598","152,634","10,114","10,114","145,103","9,484","9,484"
"충청남도 아산시 염치읍(4420025000)","7,695","419","419","4,031","217","217","3,664","202","202","7,648","396","396","3,979","214","214","3,669","182","182","7,599","385","385","3,977","214","214","3,622","171","171"
"충청남도 아산시 배방읍(4420025300)","65,949","6,375","6,375","33,343","3,280","3,280","32,606","3,095","3,095","66,240","6,126","6,126","33,574","3,166","3,166","32,666","2,960","2,960","67,198","6,041","6,041","34,087","3,121","3,121","33,111","2,920","2,920"
"충청남도 아산시 송악면(4420031000)","3,907","109","109","2,013","60","60","1,894","49","49","3,967","96","96","2,050","53","53","1,917","43","43","4,190","105","105","2,169","59","59","2,021","46","46"
"충청남도 아산시 탕정면(4420033000)","20,321","1,694","1,694","10,290","837","837","10,031","857","857","23,034","2,275","2,275","11,879","1,130","1,130","11,155","1,145","1,145","23,034","2,246","2,246","11,937","1,111","1,111","11,097","1,135","1,135"
"충청남도 아산시 음봉면(4420035000)","16,108","1,192","1,192","8,698","574","574","7,410","618","618","16,070","1,187","1,187","8,683","577","577","7,387","610","610","16,112","1,145","1,145","8,672","558","558","7,440","587","587"
"충청남도 아산시 둔포면(4420036000)","10,587","286","286","5,785","147","147","4,802","139","139","10,761","281","281","5,911","144","144","4,850","137","137","12,009","434","434","6,581","212","212","5,428","222","222"
"충청남도 아산시 영인면(4420037000)","6,446","117","117","3,385","59","59","3,061","58","58","6,346","98","98","3,338","55","55","3,008","43","43","6,226","92","92","3,270","55","55","2,956","37","37"
"충청남도 아산시 인주면(4420038000)","7,967","416","416","4,311","209","209","3,656","207","207","7,908","391","391","4,297","196","196","3,611","195","195","7,825","346","346","4,269","172","172","3,556","174","174"
"충청남도 아산시 선장면(4420039000)","3,844","61","61","1,961","33","33","1,883","28","28","3,746","54","54","1,922","33","33","1,824","21","21","3,656","43","43","1,888","24","24","1,768","19","19"
"충청남도 아산시 도고면(4420040000)","4,992","89","89","2,566","45","45","2,426","44","44","4,959","80","80","2,550","44","44","2,409","36","36","4,877","80","80","2,528","39","39","2,349","41","41"
"충청남도 아산시 신창면(4420041000)","21,430","1,515","1,515","11,124","821","821","10,306","694","694","21,800","1,463","1,463","11,300","788","788","10,500","675","675","22,840","1,424","1,424","11,868","778","778","10,972","646","646"
"충청남도 아산시 온양1동(4420057000)","6,688","224","224","3,440","118","118","3,248","106","106","6,556","200","200","3,378","107","107","3,178","93","93","6,496","199","199","3,342","103","103","3,154","96","96"
"충청남도 아산시 온양2동(4420058000)","8,912","262","262","4,445","122","122","4,467","140","140","8,589","228","228","4,286","116","116","4,303","112","112","8,440","211","211","4,203","111","111","4,237","100","100"
"충청남도 아산시 온양3동(4420059000)","33,313","2,431","2,431","16,503","1,284","1,284","16,810","1,147","1,147","33,112","2,270","2,270","16,407","1,199","1,199","16,705","1,071","1,071","32,883","2,099","2,099","16,293","1,106","1,106","16,590","993","993"
"충청남도 아산시 온양4동(4420060000)","20,897","1,239","1,239","10,668","644","644","10,229","595","595","20,453","1,199","1,199","10,503","626","626","9,950","573","573","20,548","1,124","1,124","10,530","590","590","10,018","534","534"
"충청남도 아산시 온양5동(4420061000)","22,129","1,372","1,372","11,187","694","694","10,942","678","678","26,918","1,877","1,877","13,691","961","961","13,227","916","916","27,997","1,972","1,972","14,229","1,015","1,015","13,768","957","957"
"충청남도 아산시 온양6동(4420062000)","25,888","1,838","1,838","12,815","928","928","13,073","910","910","25,847","1,748","1,748","12,758","885","885","13,089","863","863","25,807","1,652","1,652","12,791","846","846","13,016","806","806"
"충청남도 서산시 (4421000000)","165,837","8,607","8,607","84,858","4,474","4,474","80,979","4,133","4,133","167,611","8,695","8,695","85,841","4,509","4,509","81,770","4,186","4,186","170,099","8,653","8,653","87,280","4,489","4,489","82,819","4,164","4,164"
"충청남도 서산시 대산읍(4421025000)","15,925","646","646","8,540","335","335","7,385","311","311","15,619","631","631","8,403","330","330","7,216","301","301","15,452","581","581","8,356","298","298","7,096","283","283"
"충청남도 서산시 인지면(4421031000)","7,702","407","407","3,920","213","213","3,782","194","194","7,795","402","402","3,956","226","226","3,839","176","176","7,921","403","403","4,042","229","229","3,879","174","174"
"충청남도 서산시 부석면(4421032000)","5,762","95","95","2,940","48","48","2,822","47","47","5,740","87","87","2,937","44","44","2,803","43","43","5,782","76","76","2,947","41","41","2,835","35","35"
"충청남도 서산시 팔봉면(4421033000)","3,419","52","52","1,712","22","22","1,707","30","30","3,423","46","46","1,732","22","22","1,691","24","24","3,504","42","42","1,776","25","25","1,728","17","17"
"충청남도 서산시 지곡면(4421034000)","8,901","694","694","4,701","356","356","4,200","338","338","9,170","697","697","4,831","352","352","4,339","345","345","9,333","651","651","4,979","342","342","4,354","309","309"
"충청남도 서산시 성연면(4421036000)","2,552","35","35","1,319","19","19","1,233","16","16","2,506","36","36","1,291","16","16","1,215","20","20","4,319","325","325","2,242","169","169","2,077","156","156"
"충청남도 서산시 음암면(4421037000)","10,696","571","571","5,561","301","301","5,135","270","270","10,965","579","579","5,702","303","303","5,263","276","276","10,936","558","558","5,684","291","291","5,252","267","267"
"충청남도 서산시 운산면(4421038000)","5,696","108","108","2,901","61","61","2,795","47","47","5,690","108","108","2,877","53","53","2,813","55","55","5,747","112","112","2,908","57","57","2,839","55","55"
"충청남도 서산시 해미면(4421039000)","8,102","205","205","4,179","103","103","3,923","102","102","8,049","185","185","4,147","93","93","3,902","92","92","8,075","194","194","4,171","109","109","3,904","85","85"
"충청남도 서산시 고북면(4421040000)","7,941","414","414","4,070","215","215","3,871","199","199","7,781","411","411","4,008","214","214","3,773","197","197","7,659","389","389","3,965","212","212","3,694","177","177"
"충청남도 서산시 부춘동(4421051000)","19,554","1,236","1,236","9,934","641","641","9,620","595","595","19,702","1,285","1,285","9,980","697","697","9,722","588","588","19,808","1,262","1,262","10,009","653","653","9,799","609","609"
"충청남도 서산시 동문1동(4421052500)","18,025","1,114","1,114","9,270","563","563","8,755","551","551","17,804","1,107","1,107","9,156","523","523","8,648","584","584","17,870","1,061","1,061","9,256","521","521","8,614","540","540"
"충청남도 서산시 동문2동(4421053500)","10,259","463","463","5,134","240","240","5,125","223","223","10,327","453","453","5,191","243","243","5,136","210","210","10,314","414","414","5,138","220","220","5,176","194","194"
"충청남도 서산시 수석동(4421054000)","15,506","772","772","7,641","408","408","7,865","364","364","15,595","723","723","7,749","383","383","7,846","340","340","15,702","697","697","7,812","372","372","7,890","325","325"
"충청남도 서산시 석남동(4421055000)","25,797","1,795","1,795","13,036","949","949","12,761","846","846","27,445","1,945","1,945","13,881","1,010","1,010","13,564","935","935","27,677","1,888","1,888","13,995","950","950","13,682","938","938"
"충청남도 논산시 (4423000000)","125,844","4,384","4,384","62,954","2,253","2,253","62,890","2,131","2,131","124,784","4,231","4,231","62,387","2,166","2,166","62,397","2,065","2,065","124,232","4,186","4,186","62,142","2,118","2,118","62,090","2,068","2,068"
"충청남도 논산시 강경읍(4423025000)","10,458","305","305","5,095","154","154","5,363","151","151","10,271","287","287","4,970","131","131","5,301","156","156","9,892","252","252","4,793","120","120","5,099","132","132"
"충청남도 논산시 연무읍(4423025300)","15,996","632","632","8,056","323","323","7,940","309","309","15,570","572","572","7,811","292","292","7,759","280","280","15,294","566","566","7,713","285","285","7,581","281","281"
"충청남도 논산시 성동면(4423031000)","5,085","84","84","2,590","52","52","2,495","32","32","4,999","86","86","2,541","47","47","2,458","39","39","4,871","84","84","2,466","46","46","2,405","38","38"
"충청남도 논산시 광석면(4423032000)","5,114","129","129","2,630","63","63","2,484","66","66","4,973","111","111","2,538","52","52","2,435","59","59","4,867","89","89","2,488","39","39","2,379","50","50"
"충청남도 논산시 노성면(4423033000)","3,800","136","136","1,942","68","68","1,858","68","68","3,783","130","130","1,952","75","75","1,831","55","55","3,603","104","104","1,844","60","60","1,759","44","44"
"충청남도 논산시 상월면(4423034000)","4,009","76","76","2,032","38","38","1,977","38","38","3,997","70","70","2,022","38","38","1,975","32","32","3,953","63","63","1,976","34","34","1,977","29","29"
"충청남도 논산시 부적면(4423035000)","4,148","73","73","2,089","34","34","2,059","39","39","4,041","66","66","2,039","34","34","2,002","32","32","3,932","59","59","2,006","29","29","1,926","30","30"
"충청남도 논산시 연산면(4423036000)","6,932","135","135","3,585","71","71","3,347","64","64","6,930","133","133","3,581","73","73","3,349","60","60","6,768","116","116","3,503","59","59","3,265","57","57"
"충청남도 논산시 벌곡면(4423038000)","2,819","54","54","1,454","24","24","1,365","30","30","2,805","50","50","1,439","23","23","1,366","27","27","2,735","41","41","1,416","21","21","1,319","20","20"
"충청남도 논산시 양촌면(4423039000)","6,199","113","113","3,125","44","44","3,074","69","69","6,017","108","108","3,020","47","47","2,997","61","61","5,905","104","104","2,954","53","53","2,951","51","51"
"충청남도 논산시 가야곡면(4423040000)","4,160","65","65","2,103","33","33","2,057","32","32","4,071","74","74","2,064","38","38","2,007","36","36","3,968","59","59","2,017","30","30","1,951","29","29"
"충청남도 논산시 은진면(4423041000)","5,226","85","85","2,548","45","45","2,678","40","40","4,929","76","76","2,466","35","35","2,463","41","41","4,787","70","70","2,468","30","30","2,319","40","40"
"충청남도 논산시 채운면(4423042000)","2,849","63","63","1,419","32","32","1,430","31","31","2,806","46","46","1,403","22","22","1,403","24","24","2,687","37","37","1,347","18","18","1,340","19","19"
"충청남도 논산시 취암동(4423051000)","30,231","1,538","1,538","15,069","827","827","15,162","711","711","31,448","1,641","1,641","15,667","865","865","15,781","776","776","33,162","1,799","1,799","16,466","926","926","16,696","873","873"
"충청남도 논산시 부창동(4423052000)","18,818","896","896","9,217","445","445","9,601","451","451","18,144","781","781","8,874","394","394","9,270","387","387","17,808","743","743","8,685","368","368","9,123","375","375"
"충청남도 계룡시 (4425000000)","40,957","2,149","2,149","20,304","1,129","1,129","20,653","1,020","1,020","40,552","2,001","2,001","20,118","1,050","1,050","20,434","951","951","41,730","2,017","2,017","20,703","1,009","1,009","21,027","1,008","1,008"
"충청남도 계룡시 두마면(4425031000)","7,843","498","498","3,810","273","273","4,033","225","225","7,675","442","442","3,715","229","229","3,960","213","213","7,470","393","393","3,635","194","194","3,835","199","199"
"충청남도 계룡시 엄사면(4425031500)","19,250","749","749","9,471","396","396","9,779","353","353","19,106","731","731","9,420","391","391","9,686","340","340","17,932","606","606","8,818","309","309","9,114","297","297"
"충청남도 계룡시 신도안면(4425033000)","4,722","291","291","2,466","145","145","2,256","146","146","4,673","286","286","2,445","159","159","2,228","127","127","7,433","546","546","3,814","280","280","3,619","266","266"
"충청남도 계룡시 금암동(4425051000)","9,142","611","611","4,557","315","315","4,585","296","296","9,098","542","542","4,538","271","271","4,560","271","271","8,895","472","472","4,436","226","226","4,459","246","246"
