"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~4세","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~4세","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~4세","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~4세","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~4세","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~4세","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~4세","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~4세","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~4세"
"부산광역시 동구 (2617000000)","88,165","1,940","1,940","43,327","1,048","1,048","44,838","892","892","88,901","1,854","1,854","43,509","989","989","45,392","865","865","87,679","1,744","1,744","42,877","945","945","44,802","799","799"
"부산광역시 동구 초량제1동(2617051000)","4,922","79","79","2,462","38","38","2,460","41","41","4,837","54","54","2,419","23","23","2,418","31","31","5,027","43","43","2,532","19","19","2,495","24","24"
"부산광역시 동구 초량제2동(2617052000)","5,899","70","70","2,901","38","38","2,998","32","32","5,812","62","62","2,874","32","32","2,938","30","30","5,701","49","49","2,826","30","30","2,875","19","19"
"부산광역시 동구 초량제3동(2617053000)","8,488","397","397","4,210","220","220","4,278","177","177","11,477","539","539","5,630","288","288","5,847","251","251","13,029","647","647","6,331","352","352","6,698","295","295"
"부산광역시 동구 초량제6동(2617055000)","6,645","76","76","3,243","44","44","3,402","32","32","6,370","56","56","3,080","31","31","3,290","25","25","5,953","44","44","2,908","22","22","3,045","22","22"
"부산광역시 동구 수정제1동(2617056000)","4,360","63","63","2,126","33","33","2,234","30","30","4,247","51","51","2,066","27","27","2,181","24","24","4,160","52","52","2,022","35","35","2,138","17","17"
"부산광역시 동구 수정제2동(2617057000)","10,047","197","197","4,836","97","97","5,211","100","100","10,075","187","187","4,810","92","92","5,265","95","95","9,819","178","178","4,654","91","91","5,165","87","87"
"부산광역시 동구 수정제4동(2617059000)","4,393","67","67","2,193","37","37","2,200","30","30","4,128","62","62","2,056","36","36","2,072","26","26","3,902","40","40","1,921","22","22","1,981","18","18"
"부산광역시 동구 수정제5동(2617060000)","5,865","81","81","2,823","48","48","3,042","33","33","5,562","57","57","2,645","33","33","2,917","24","24","5,306","35","35","2,535","23","23","2,771","12","12"
"부산광역시 동구 좌천동(2617064500)","11,449","234","234","5,537","125","125","5,912","109","109","11,087","208","208","5,378","114","114","5,709","94","94","10,783","187","187","5,231","92","92","5,552","95","95"
"부산광역시 동구 범일제1동(2617065000)","12,453","174","174","6,159","99","99","6,294","75","75","12,009","139","139","5,917","72","72","6,092","67","67","11,789","122","122","5,821","63","63","5,968","59","59"
"부산광역시 동구 범일제2동(2617066000)","9,012","298","298","4,544","162","162","4,468","136","136","8,723","239","239","4,402","127","127","4,321","112","112","7,862","174","174","3,951","94","94","3,911","80","80"
"부산광역시 동구 범일제5동(2617068000)","4,632","204","204","2,293","107","107","2,339","97","97","4,574","200","200","2,232","114","114","2,342","86","86","4,348","173","173","2,145","102","102","2,203","71","71"
"부산광역시 영도구 (2620000000)","116,711","2,415","2,415","57,629","1,200","1,200","59,082","1,215","1,215","113,342","2,039","2,039","55,846","1,001","1,001","57,496","1,038","1,038","110,638","1,856","1,856","54,471","928","928","56,167","928","928"
"부산광역시 영도구 남항동(2620053000)","10,806","177","177","5,403","89","89","5,403","88","88","10,996","163","163","5,480","76","76","5,516","87","87","10,846","135","135","5,417","74","74","5,429","61","61"
"부산광역시 영도구 영선제1동(2620054000)","4,205","90","90","2,036","42","42","2,169","48","48","4,167","74","74","2,015","37","37","2,152","37","37","3,995","56","56","1,919","23","23","2,076","33","33"
"부산광역시 영도구 영선제2동(2620055000)","9,154","180","180","4,474","91","91","4,680","89","89","8,791","151","151","4,267","81","81","4,524","70","70","8,287","125","125","4,014","64","64","4,273","61","61"
"부산광역시 영도구 신선동(2620058500)","9,583","89","89","4,810","50","50","4,773","39","39","9,072","82","82","4,552","51","51","4,520","31","31","8,321","75","75","4,183","38","38","4,138","37","37"
"부산광역시 영도구 봉래제1동(2620059000)","7,439","192","192","3,655","99","99","3,784","93","93","7,280","164","164","3,574","80","80","3,706","84","84","6,741","132","132","3,329","65","65","3,412","67","67"
"부산광역시 영도구 봉래제2동(2620060500)","5,486","63","63","2,755","27","27","2,731","36","36","5,234","52","52","2,593","22","22","2,641","30","30","7,911","223","223","3,849","112","112","4,062","111","111"
"부산광역시 영도구 청학제1동(2620063000)","7,083","175","175","3,469","90","90","3,614","85","85","6,705","142","142","3,251","68","68","3,454","74","74","6,113","109","109","2,993","54","54","3,120","55","55"
"부산광역시 영도구 청학제2동(2620064000)","18,986","467","467","9,421","216","216","9,565","251","251","18,411","393","393","9,158","183","183","9,253","210","210","17,625","338","338","8,719","164","164","8,906","174","174"
"부산광역시 영도구 동삼제1동(2620065000)","29,526","712","712","14,436","358","358","15,090","354","354","28,740","606","606","14,014","292","292","14,726","314","314","27,532","497","497","13,450","242","242","14,082","255","255"
"부산광역시 영도구 동삼제2동(2620066000)","3,597","91","91","1,884","48","48","1,713","43","43","3,545","79","79","1,881","41","41","1,664","38","38","3,354","60","60","1,778","31","31","1,576","29","29"
"부산광역시 영도구 동삼제3동(2620067000)","10,846","179","179","5,286","90","90","5,560","89","89","10,401","133","133","5,061","70","70","5,340","63","63","9,913","106","106","4,820","61","61","5,093","45","45"
"부산광역시 부산진구 (2623000000)","357,880","10,177","10,177","173,446","5,231","5,231","184,434","4,946","4,946","359,886","9,349","9,349","173,920","4,778","4,778","185,966","4,571","4,571","353,159","8,466","8,466","170,181","4,312","4,312","182,978","4,154","4,154"
"부산광역시 부산진구 부전제1동(2623051000)","15,179","360","360","7,624","179","179","7,555","181","181","15,533","360","360","7,818","191","191","7,715","169","169","15,902","347","347","7,948","177","177","7,954","170","170"
"부산광역시 부산진구 부전제2동(2623052000)","10,271","375","375","5,107","210","210","5,164","165","165","9,915","309","309","4,970","172","172","4,945","137","137","9,930","293","293","4,953","148","148","4,977","145","145"
"부산광역시 부산진구 연지동(2623054000)","20,808","667","667","9,862","347","347","10,946","320","320","20,941","592","592","9,887","305","305","11,054","287","287","20,607","548","548","9,736","274","274","10,871","274","274"
"부산광역시 부산진구 초읍동(2623055000)","20,576","381","381","9,990","189","189","10,586","192","192","22,434","574","574","10,887","293","293","11,547","281","281","22,133","520","520","10,680","267","267","11,453","253","253"
"부산광역시 부산진구 양정제1동(2623056000)","20,648","623","623","9,876","315","315","10,772","308","308","20,536","556","556","9,720","273","273","10,816","283","283","20,028","496","496","9,427","231","231","10,601","265","265"
"부산광역시 부산진구 양정제2동(2623057000)","13,197","337","337","6,059","168","168","7,138","169","169","12,934","278","278","5,960","141","141","6,974","137","137","11,985","206","206","5,483","108","108","6,502","98","98"
"부산광역시 부산진구 전포제1동(2623060000)","18,231","452","452","8,703","220","220","9,528","232","232","21,842","714","714","10,482","363","363","11,360","351","351","21,776","754","754","10,418","393","393","11,358","361","361"
"부산광역시 부산진구 전포제2동(2623061000)","21,462","509","509","10,119","282","282","11,343","227","227","21,097","410","410","9,929","213","213","11,168","197","197","20,853","338","338","9,761","169","169","11,092","169","169"
"부산광역시 부산진구 부암제1동(2623064000)","23,010","944","944","11,260","495","495","11,750","449","449","23,088","851","851","11,284","449","449","11,804","402","402","22,999","766","766","11,228","422","422","11,771","344","344"
"부산광역시 부산진구 부암제3동(2623066000)","18,647","476","476","9,248","258","258","9,399","218","218","17,959","404","404","8,836","212","212","9,123","192","192","17,437","357","357","8,571","178","178","8,866","179","179"
"부산광역시 부산진구 당감제1동(2623067000)","24,802","529","529","11,933","248","248","12,869","281","281","23,800","430","430","11,361","206","206","12,439","224","224","23,065","386","386","11,013","179","179","12,052","207","207"
"부산광역시 부산진구 당감제2동(2623068000)","10,349","421","421","5,008","212","212","5,341","209","209","10,365","381","381","4,984","201","201","5,381","180","180","10,274","348","348","4,898","182","182","5,376","166","166"
"부산광역시 부산진구 당감제4동(2623070000)","12,298","347","347","6,031","184","184","6,267","163","163","11,691","275","275","5,723","145","145","5,968","130","130","11,323","229","229","5,535","129","129","5,788","100","100"
"부산광역시 부산진구 가야제1동(2623071000)","20,499","408","408","10,211","196","196","10,288","212","212","19,826","323","323","9,869","147","147","9,957","176","176","19,224","284","284","9,624","138","138","9,600","146","146"
"부산광역시 부산진구 가야제2동(2623072000)","17,071","460","460","8,382","249","249","8,689","211","211","17,158","399","399","8,360","211","211","8,798","188","188","16,844","363","363","8,179","186","186","8,665","177","177"
"부산광역시 부산진구 개금제1동(2623074000)","17,128","648","648","8,201","346","346","8,927","302","302","17,190","575","575","8,228","301","301","8,962","274","274","16,724","482","482","8,024","258","258","8,700","224","224"
"부산광역시 부산진구 개금제2동(2623075000)","11,825","312","312","5,798","143","143","6,027","169","169","11,299","244","244","5,528","114","114","5,771","130","130","10,948","220","220","5,343","104","104","5,605","116","116"
"부산광역시 부산진구 개금제3동(2623076000)","30,375","943","943","14,751","493","493","15,624","450","450","29,438","744","744","14,250","390","390","15,188","354","354","28,813","673","673","13,899","352","352","14,914","321","321"
"부산광역시 부산진구 범천제1동(2623077000)","11,424","293","293","5,475","146","146","5,949","147","147","12,016","281","281","5,713","132","132","6,303","149","149","11,965","273","273","5,630","131","131","6,335","142","142"
"부산광역시 부산진구 범천제2동(2623078000)","20,080","692","692","9,808","351","351","10,272","341","341","20,824","649","649","10,131","319","319","10,693","330","330","20,329","583","583","9,831","286","286","10,498","297","297"
"부산광역시 동래구 (2626000000)","271,247","8,514","8,514","132,295","4,325","4,325","138,952","4,189","4,189","270,745","7,913","7,913","131,735","4,053","4,053","139,010","3,860","3,860","266,866","7,121","7,121","129,681","3,649","3,649","137,185","3,472","3,472"
"부산광역시 동래구 수민동(2626051000)","32,743","1,279","1,279","16,067","644","644","16,676","635","635","33,017","1,129","1,129","16,112","566","566","16,905","563","563","32,558","1,020","1,020","15,792","509","509","16,766","511","511"
"부산광역시 동래구 복산동(2626052000)","10,805","154","154","5,264","80","80","5,541","74","74","10,175","135","135","4,947","73","73","5,228","62","62","9,523","112","112","4,638","60","60","4,885","52","52"
"부산광역시 동래구 명륜동(2626054500)","24,991","1,011","1,011","12,162","505","505","12,829","506","506","24,678","920","920","12,045","474","474","12,633","446","446","24,724","847","847","12,141","447","447","12,583","400","400"
"부산광역시 동래구 온천제1동(2626055000)","18,982","580","580","8,994","276","276","9,988","304","304","19,427","552","552","9,172","269","269","10,255","283","283","20,551","559","559","9,724","287","287","10,827","272","272"
"부산광역시 동래구 온천제2동(2626056000)","15,639","360","360","7,569","184","184","8,070","176","176","15,191","346","346","7,368","181","181","7,823","165","165","14,933","272","272","7,155","140","140","7,778","132","132"
"부산광역시 동래구 온천제3동(2626057000)","38,317","1,279","1,279","18,769","648","648","19,548","631","631","39,185","1,249","1,249","19,179","631","631","20,006","618","618","38,542","1,117","1,117","18,849","558","558","19,693","559","559"
"부산광역시 동래구 사직제1동(2626058000)","10,740","390","390","5,177","206","206","5,563","184","184","10,787","353","353","5,155","178","178","5,632","175","175","10,614","293","293","5,095","149","149","5,519","144","144"
"부산광역시 동래구 사직제2동(2626059000)","29,170","949","949","14,181","471","471","14,989","478","478","28,203","833","833","13,628","413","413","14,575","420","420","27,315","755","755","13,166","372","372","14,149","383","383"
"부산광역시 동래구 사직제3동(2626060000)","15,393","369","369","7,609","206","206","7,784","163","163","17,707","501","501","8,782","291","291","8,925","210","210","17,447","442","442","8,662","253","253","8,785","189","189"
"부산광역시 동래구 안락제1동(2626074000)","15,200","360","360","7,546","196","196","7,654","164","164","14,945","326","326","7,357","168","168","7,588","158","158","14,560","297","297","7,167","156","156","7,393","141","141"
"부산광역시 동래구 안락제2동(2626075000)","29,036","855","855","14,164","434","434","14,872","421","421","27,825","728","728","13,555","375","375","14,270","353","353","27,185","652","652","13,233","330","330","13,952","322","322"
"부산광역시 동래구 명장제1동(2626076100)","14,749","474","474","7,217","237","237","7,532","237","237","14,511","426","426","7,058","214","214","7,453","212","212","14,048","363","363","6,804","179","179","7,244","184","184"
"부산광역시 동래구 명장제2동(2626076200)","15,482","454","454","7,576","238","238","7,906","216","216","15,094","415","415","7,377","220","220","7,717","195","195","14,866","392","392","7,255","209","209","7,611","183","183"
"부산광역시 남구 (2629000000)","274,480","8,279","8,279","134,519","4,228","4,228","139,961","4,051","4,051","267,731","7,042","7,042","131,037","3,599","3,599","136,694","3,443","3,443","262,069","6,149","6,149","127,955","3,161","3,161","134,114","2,988","2,988"
"부산광역시 남구 대연제1동(2629051000)","16,566","294","294","8,229","133","133","8,337","161","161","15,988","214","214","8,017","107","107","7,971","107","107","15,794","180","180","7,975","93","93","7,819","87","87"
"부산광역시 남구 대연제3동(2629053000)","33,316","1,242","1,242","16,255","655","655","17,061","587","587","33,062","1,060","1,060","16,071","540","540","16,991","520","520","32,729","916","916","16,000","472","472","16,729","444","444"
"부산광역시 남구 대연제4동(2629054000)","12,915","528","528","6,327","279","279","6,588","249","249","12,602","470","470","6,145","249","249","6,457","221","221","12,382","444","444","6,067","240","240","6,315","204","204"
"부산광역시 남구 대연제5동(2629055000)","17,175","504","504","8,296","253","253","8,879","251","251","16,877","405","405","8,190","211","211","8,687","194","194","17,004","377","377","8,156","194","194","8,848","183","183"
"부산광역시 남구 대연제6동(2629056000)","16,442","876","876","7,917","421","421","8,525","455","455","15,608","730","730","7,512","365","365","8,096","365","365","15,382","613","613","7,396","301","301","7,986","312","312"
"부산광역시 남구 용호제1동(2629057000)","45,863","1,420","1,420","22,110","704","704","23,753","716","716","45,020","1,238","1,238","21,689","616","616","23,331","622","622","44,281","1,046","1,046","21,254","534","534","23,027","512","512"
"부산광역시 남구 용호제2동(2629058000)","17,924","604","604","8,813","314","314","9,111","290","290","17,318","514","514","8,528","258","258","8,790","256","256","16,850","476","476","8,240","237","237","8,610","239","239"
"부산광역시 남구 용호제3동(2629059000)","12,853","232","232","6,248","108","108","6,605","124","124","12,595","184","184","6,103","88","88","6,492","96","96","12,228","162","162","5,915","87","87","6,313","75","75"
"부산광역시 남구 용호제4동(2629060000)","8,977","283","283","4,351","148","148","4,626","135","135","8,752","234","234","4,229","129","129","4,523","105","105","8,542","204","204","4,107","111","111","4,435","93","93"
"부산광역시 남구 용당동(2629061000)","8,207","240","240","4,173","136","136","4,034","104","104","8,158","209","209","4,161","112","112","3,997","97","97","8,249","202","202","4,152","103","103","4,097","99","99"
"부산광역시 남구 감만제1동(2629062000)","14,694","348","348","7,482","182","182","7,212","166","166","13,850","291","291","7,074","158","158","6,776","133","133","12,970","238","238","6,623","128","128","6,347","110","110"
"부산광역시 남구 감만제2동(2629063000)","7,332","144","144","3,658","83","83","3,674","61","61","7,037","115","115","3,471","58","58","3,566","57","57","6,768","98","98","3,318","45","45","3,450","53","53"
"부산광역시 남구 우암동(2629064500)","13,863","317","317","6,921","182","182","6,942","135","135","13,273","248","248","6,567","140","140","6,706","108","108","12,818","197","197","6,321","107","107","6,497","90","90"
"부산광역시 남구 문현제1동(2629068000)","14,894","357","357","7,285","189","189","7,609","168","168","14,053","264","264","6,856","136","136","7,197","128","128","13,577","238","238","6,610","126","126","6,967","112","112"
"부산광역시 남구 문현제2동(2629069000)","9,143","229","229","4,556","116","116","4,587","113","113","8,835","189","189","4,405","92","92","4,430","97","97","8,564","162","162","4,213","81","81","4,351","81","81"
"부산광역시 남구 문현제3동(2629070000)","14,623","451","451","7,118","226","226","7,505","225","225","15,912","540","540","7,717","275","275","8,195","265","265","15,632","497","497","7,566","250","250","8,066","247","247"
"부산광역시 남구 문현제4동(2629071000)","9,693","210","210","4,780","99","99","4,913","111","111","8,791","137","137","4,302","65","65","4,489","72","72","8,299","99","99","4,042","52","52","4,257","47","47"
"부산광역시 북구 (2632000000)","291,132","9,399","9,399","144,229","4,835","4,835","146,903","4,564","4,564","283,952","8,158","8,158","140,527","4,200","4,200","143,425","3,958","3,958","283,211","7,576","7,576","139,795","3,867","3,867","143,416","3,709","3,709"
"부산광역시 북구 구포제1동(2632051000)","15,074","455","455","7,636","216","216","7,438","239","239","14,735","430","430","7,454","197","197","7,281","233","233","16,096","442","442","8,116","219","219","7,980","223","223"
"부산광역시 북구 구포제2동(2632052000)","26,932","733","733","13,850","393","393","13,082","340","340","26,303","619","619","13,524","339","339","12,779","280","280","25,270","518","518","12,934","267","267","12,336","251","251"
"부산광역시 북구 구포제3동(2632052100)","21,128","431","431","10,829","229","229","10,299","202","202","20,420","356","356","10,503","180","180","9,917","176","176","19,686","267","267","10,142","136","136","9,544","131","131"
"부산광역시 북구 금곡동(2632053000)","40,215","1,058","1,058","19,532","531","531","20,683","527","527","38,997","904","904","18,907","478","478","20,090","426","426","37,959","776","776","18,342","408","408","19,617","368","368"
"부산광역시 북구 화명제1동(2632054100)","43,869","2,006","2,006","21,636","1,035","1,035","22,233","971","971","42,593","1,762","1,762","20,969","905","905","21,624","857","857","41,610","1,547","1,547","20,378","761","761","21,232","786","786"
"부산광역시 북구 화명제2동(2632054200)","16,052","486","486","7,873","247","247","8,179","239","239","15,437","386","386","7,535","198","198","7,902","188","188","17,112","500","500","8,349","272","272","8,763","228","228"
"부산광역시 북구 화명제3동(2632054300)","30,982","1,135","1,135","15,157","593","593","15,825","542","542","30,381","973","973","14,875","515","515","15,506","458","458","29,748","859","859","14,538","454","454","15,210","405","405"
"부산광역시 북구 덕천제1동(2632055000)","13,529","315","315","6,676","168","168","6,853","147","147","12,314","243","243","6,068","117","117","6,246","126","126","11,116","179","179","5,488","79","79","5,628","100","100"
"부산광역시 북구 덕천제2동(2632056000)","12,646","239","239","6,301","126","126","6,345","113","113","12,417","196","196","6,194","102","102","6,223","94","94","12,011","174","174","5,974","91","91","6,037","83","83"
"부산광역시 북구 덕천제3동(2632056100)","11,428","215","215","5,569","113","113","5,859","102","102","11,118","171","171","5,427","96","96","5,691","75","75","10,765","137","137","5,266","70","70","5,499","67","67"
"부산광역시 북구 만덕제1동(2632057100)","11,912","462","462","5,886","223","223","6,026","239","239","12,841","525","525","6,307","262","262","6,534","263","263","16,664","800","800","8,182","405","405","8,482","395","395"
"부산광역시 북구 만덕제2동(2632057200)","27,784","1,169","1,169","13,669","608","608","14,115","561","561","27,243","1,030","1,030","13,393","517","517","13,850","513","513","26,504","914","914","13,007","453","453","13,497","461","461"
"부산광역시 북구 만덕제3동(2632057300)","19,581","695","695","9,615","353","353","9,966","342","342","19,153","563","563","9,371","294","294","9,782","269","269","18,670","463","463","9,079","252","252","9,591","211","211"
"부산광역시 해운대구 (2635000000)","406,102","12,464","12,464","195,960","6,435","6,435","210,142","6,029","6,029","402,169","11,277","11,277","193,618","5,787","5,787","208,551","5,490","5,490","396,438","10,305","10,305","190,624","5,274","5,274","205,814","5,031","5,031"
"부산광역시 해운대구 우제1동(2635051000)","23,004","625","625","11,056","302","302","11,948","323","323","23,031","555","555","10,969","258","258","12,062","297","297","22,426","507","507","10,657","246","246","11,769","261","261"
"부산광역시 해운대구 우제2동(2635052000)","31,399","1,323","1,323","15,017","695","695","16,382","628","628","31,196","1,248","1,248","14,836","636","636","16,360","612","612","30,613","1,134","1,134","14,578","587","587","16,035","547","547"
"부산광역시 해운대구 우제3동(2635052500)","28,380","1,114","1,114","13,380","569","569","15,000","545","545","28,674","1,109","1,109","13,571","569","569","15,103","540","540","28,855","1,069","1,069","13,655","552","552","15,200","517","517"
"부산광역시 해운대구 중제1동(2635053000)","23,170","698","698","11,156","365","365","12,014","333","333","26,523","825","825","12,782","420","420","13,741","405","405","27,743","859","859","13,323","441","441","14,420","418","418"
"부산광역시 해운대구 중제2동(2635054000)","15,970","582","582","7,628","288","288","8,342","294","294","15,863","564","564","7,543","273","273","8,320","291","291","15,944","513","513","7,607","252","252","8,337","261","261"
"부산광역시 해운대구 좌제1동(2635055100)","18,615","507","507","8,709","251","251","9,906","256","256","18,263","430","430","8,522","214","214","9,741","216","216","18,104","365","365","8,425","189","189","9,679","176","176"
"부산광역시 해운대구 좌제2동(2635055200)","32,877","1,058","1,058","15,189","536","536","17,688","522","522","32,243","896","896","14,888","480","480","17,355","416","416","32,065","823","823","14,775","421","421","17,290","402","402"
"부산광역시 해운대구 좌제3동(2635055300)","16,950","496","496","8,022","251","251","8,928","245","245","16,329","403","403","7,696","200","200","8,633","203","203","16,150","379","379","7,585","184","184","8,565","195","195"
"부산광역시 해운대구 좌제4동(2635055400)","24,145","728","728","11,566","391","391","12,579","337","337","23,436","666","666","11,156","348","348","12,280","318","318","23,142","627","627","10,982","324","324","12,160","303","303"
"부산광역시 해운대구 송정동(2635056000)","10,368","286","286","5,009","142","142","5,359","144","144","9,984","218","218","4,820","113","113","5,164","105","105","9,916","199","199","4,784","95","95","5,132","104","104"
"부산광역시 해운대구 반여제1동(2635057000)","35,767","1,065","1,065","17,735","555","555","18,032","510","510","35,333","983","983","17,525","506","506","17,808","477","477","34,538","932","932","17,047","476","476","17,491","456","456"
"부산광역시 해운대구 반여제2동(2635058000)","13,766","295","295","6,696","140","140","7,070","155","155","13,306","265","265","6,442","135","135","6,864","130","130","12,677","229","229","6,167","115","115","6,510","114","114"
"부산광역시 해운대구 반여제3동(2635059000)","9,508","139","139","4,663","74","74","4,845","65","65","9,017","107","107","4,416","53","53","4,601","54","54","8,559","74","74","4,200","38","38","4,359","36","36"
"부산광역시 해운대구 반여제4동(2635059500)","16,598","625","625","8,209","339","339","8,389","286","286","16,489","551","551","8,118","287","287","8,371","264","264","16,083","506","506","7,937","271","271","8,146","235","235"
"부산광역시 해운대구 반송제1동(2635061000)","15,145","176","176","7,607","88","88","7,538","88","88","14,394","137","137","7,235","70","70","7,159","67","67","13,816","134","134","6,920","67","67","6,896","67","67"
"부산광역시 해운대구 반송제2동(2635062000)","25,182","462","462","12,317","238","238","12,865","224","224","24,250","388","388","11,778","203","203","12,472","185","185","23,270","302","302","11,315","154","154","11,955","148","148"
"부산광역시 해운대구 재송제1동(2635065000)","38,542","1,606","1,606","18,973","854","854","19,569","752","752","38,404","1,414","1,414","18,954","751","751","19,450","663","663","37,812","1,212","1,212","18,588","627","627","19,224","585","585"
"부산광역시 해운대구 재송제2동(2635066000)","26,716","679","679","13,028","357","357","13,688","322","322","25,434","518","518","12,367","271","271","13,067","247","247","24,725","441","441","12,079","235","235","12,646","206","206"
"부산광역시 사하구 (2638000000)","321,004","9,693","9,693","160,101","4,988","4,988","160,903","4,705","4,705","311,757","8,191","8,191","155,228","4,213","4,213","156,529","3,978","3,978","306,003","7,217","7,217","152,197","3,738","3,738","153,806","3,479","3,479"
"부산광역시 사하구 괴정제1동(2638051000)","20,658","520","520","9,990","270","270","10,668","250","250","20,127","432","432","9,705","232","232","10,422","200","200","19,535","382","382","9,381","205","205","10,154","177","177"
"부산광역시 사하구 괴정제2동(2638052000)","14,833","407","407","7,288","214","214","7,545","193","193","14,343","334","334","7,037","182","182","7,306","152","152","14,022","283","283","6,868","150","150","7,154","133","133"
"부산광역시 사하구 괴정제3동(2638053000)","13,395","309","309","6,440","149","149","6,955","160","160","12,984","266","266","6,262","140","140","6,722","126","126","12,474","212","212","5,965","115","115","6,509","97","97"
"부산광역시 사하구 괴정제4동(2638054000)","11,805","264","264","5,733","139","139","6,072","125","125","11,346","224","224","5,491","116","116","5,855","108","108","12,258","270","270","5,950","148","148","6,308","122","122"
"부산광역시 사하구 당리동(2638055000)","28,443","759","759","13,988","392","392","14,455","367","367","27,246","619","619","13,373","319","319","13,873","300","300","26,557","500","500","12,977","257","257","13,580","243","243"
"부산광역시 사하구 하단제1동(2638056100)","22,196","586","586","11,147","305","305","11,049","281","281","21,792","483","483","10,869","240","240","10,923","243","243","21,531","431","431","10,739","215","215","10,792","216","216"
"부산광역시 사하구 하단제2동(2638056200)","25,992","760","760","12,960","410","410","13,032","350","350","25,446","614","614","12,646","325","325","12,800","289","289","25,356","554","554","12,632","295","295","12,724","259","259"
"부산광역시 사하구 신평제1동(2638057100)","18,152","572","572","9,326","292","292","8,826","280","280","17,685","503","503","9,059","257","257","8,626","246","246","16,925","477","477","8,750","248","248","8,175","229","229"
"부산광역시 사하구 신평제2동(2638057200)","16,284","552","552","8,176","285","285","8,108","267","267","16,012","476","476","8,010","237","237","8,002","239","239","15,747","433","433","7,879","221","221","7,868","212","212"
"부산광역시 사하구 장림제1동(2638058000)","12,260","525","525","6,376","275","275","5,884","250","250","11,175","409","409","5,788","223","223","5,387","186","186","10,720","330","330","5,551","180","180","5,169","150","150"
"부산광역시 사하구 장림제2동(2638059000)","28,182","954","954","14,302","498","498","13,880","456","456","28,080","816","816","14,265","410","410","13,815","406","406","27,335","696","696","13,882","346","346","13,453","350","350"
"부산광역시 사하구 다대제1동(2638060100)","40,964","1,387","1,387","20,477","690","690","20,487","697","697","39,923","1,188","1,188","20,055","609","609","19,868","579","579","38,840","1,000","1,000","19,440","522","522","19,400","478","478"
"부산광역시 사하구 다대제2동(2638060200)","28,866","810","810","14,248","404","404","14,618","406","406","28,094","695","695","13,810","355","355","14,284","340","340","27,296","602","602","13,411","303","303","13,885","299","299"
"부산광역시 사하구 구평동(2638061000)","11,849","784","784","6,040","403","403","5,809","381","381","11,680","693","693","5,966","358","358","5,714","335","335","12,900","708","708","6,586","376","376","6,314","332","332"
"부산광역시 사하구 감천제1동(2638062000)","20,229","440","440","10,060","239","239","10,169","201","201","19,425","383","383","9,611","189","189","9,814","194","194","18,576","296","296","9,142","141","141","9,434","155","155"
"부산광역시 사하구 감천제2동(2638063000)","6,896","64","64","3,550","23","23","3,346","41","41","6,399","56","56","3,281","21","21","3,118","35","35","5,931","43","43","3,044","16","16","2,887","27","27"
"부산광역시 금정구 (2641000000)","239,062","6,014","6,014","117,070","3,100","3,100","121,992","2,914","2,914","232,666","5,126","5,126","113,595","2,631","2,631","119,071","2,495","2,495","228,049","4,583","4,583","111,513","2,352","2,352","116,536","2,231","2,231"
"부산광역시 금정구 서제1동(2641051000)","6,614","49","49","3,355","28","28","3,259","21","21","5,911","39","39","3,009","19","19","2,902","20","20","5,315","31","31","2,747","18","18","2,568","13","13"
"부산광역시 금정구 서제2동(2641052000)","10,409","178","178","5,189","90","90","5,220","88","88","9,813","124","124","4,892","60","60","4,921","64","64","9,218","101","101","4,600","51","51","4,618","50","50"
"부산광역시 금정구 서제3동(2641053000)","11,705","176","176","5,910","84","84","5,795","92","92","11,489","152","152","5,743","76","76","5,746","76","76","11,231","141","141","5,607","72","72","5,624","69","69"
"부산광역시 금정구 금사회동동(2641055500)","8,764","153","153","4,603","86","86","4,161","67","67","8,243","120","120","4,353","65","65","3,890","55","55","7,885","95","95","4,154","54","54","3,731","41","41"
"부산광역시 금정구 부곡제1동(2641057000)","8,997","146","146","4,329","75","75","4,668","71","71","8,620","123","123","4,150","71","71","4,470","52","52","8,244","110","110","3,968","60","60","4,276","50","50"
"부산광역시 금정구 부곡제2동(2641058000)","17,098","424","424","8,263","246","246","8,835","178","178","16,869","372","372","8,089","216","216","8,780","156","156","17,983","405","405","8,579","224","224","9,404","181","181"
"부산광역시 금정구 부곡제3동(2641059000)","17,630","614","614","8,457","304","304","9,173","310","310","16,190","491","491","7,728","239","239","8,462","252","252","15,789","411","411","7,605","211","211","8,184","200","200"
"부산광역시 금정구 부곡제4동(2641059100)","13,636","307","307","6,605","149","149","7,031","158","158","13,275","252","252","6,369","127","127","6,906","125","125","12,839","217","217","6,182","101","101","6,657","116","116"
"부산광역시 금정구 장전제1동(2641060000)","17,950","415","415","9,189","192","192","8,761","223","223","17,902","335","335","9,186","155","155","8,716","180","180","18,053","285","285","9,415","135","135","8,638","150","150"
